Município,Ano,Area Colhida
3513009,2012,-
3513009,2013,-
3513009,2014,-
3513108,1990,27322
3513108,1991,29297
3513108,1992,21104
3513108,1993,18704
3513108,1994,24268
3513108,1995,22830
3513108,1996,20440
3513108,1997,19345
3513108,1998,19675
3513108,1999,20225
3513108,2000,21870
3513108,2001,21380
3513108,2002,20690
3513108,2003,21130
3513108,2004,20940
3513108,2005,21644
3513108,2006,20475
3513108,2007,19775
3513108,2008,24632
3513108,2009,22807
3513108,2010,22700
3513108,2011,22745
3513108,2012,22420
3513108,2013,22720
3513108,2014,22544
3513207,1990,4082
3513207,1991,8016
3513207,1992,5880
3513207,1993,4200
3513207,1994,4485
3513207,1995,5140
3513207,1996,9220
3513207,1997,5531
3513207,1998,3920
3513207,1999,4211
3513207,2000,3740
3513207,2001,3560
3513207,2002,3602
3513207,2003,5120
3513207,2004,5122
3513207,2005,6068
3513207,2006,6246
3513207,2007,3306
3513207,2008,5820
3513207,2009,4935
3513207,2010,4935
3513207,2011,4935
3513207,2012,4535
3513207,2013,6925
3513207,2014,7286
3513306,1990,44220
3513306,1991,41632
3513306,1992,45112
3513306,1993,23485
3513306,1994,24498
3513306,1995,19612
3513306,1996,25309
3513306,1997,28370
3513306,1998,23484
3513306,1999,23430
3513306,2000,21680
3513306,2001,20970
3513306,2002,21680
3513306,2003,22752
3513306,2004,23208
3513306,2005,22314
3513306,2006,19840
3513306,2007,19995
3513306,2008,21285
3513306,2009,18741
3513306,2010,17991
3513306,2011,19729
3513306,2012,19704
3513306,2013,19104
3513306,2014,19104
3513405,1990,376
3513405,1991,273
3513405,1992,415
3513405,1993,335
3513405,1994,214
3513405,1995,283
3513405,1996,3
3513405,1997,273
3513405,1998,4
3513405,1999,232
3513405,2000,248
3513405,2001,272
3513405,2002,269
3513405,2003,272
3513405,2004,273
3513405,2005,290
3513405,2006,292
3513405,2007,271
3513405,2008,269
3513405,2009,235
3513405,2010,234
3513405,2011,234
3513405,2012,234
3513405,2013,234
3513405,2014,234
3513504,1990,8
3513504,1991,8
3513504,1992,-
3513504,1993,-
3513504,1994,-
3513504,1995,-
3513504,1996,-
3513504,1997,-
3513504,1998,-
3513504,1999,-
3513504,2000,-
3513504,2001,-
3513504,2002,-
3513504,2003,-
3513504,2004,-
3513504,2005,-
3513504,2006,-
3513504,2007,-
3513504,2008,-
3513504,2009,-
3513504,2010,-
3513504,2011,-
3513504,2012,-
3513504,2013,-
3513504,2014,-
3513603,1990,9880
3513603,1991,10710
3513603,1992,4813
3513603,1993,2795
3513603,1994,4125
3513603,1995,4125
3513603,1996,3000
3513603,1997,4793
3513603,1998,1290
3513603,1999,4188
3513603,2000,5084
3513603,2001,3940
3513603,2002,3665
3513603,2003,3945
3513603,2004,3695
3513603,2005,3940
3513603,2006,4371
3513603,2007,3911
3513603,2008,3269
3513603,2009,3276
3513603,2010,3378
3513603,2011,182
3513603,2012,5282
3513603,2013,3400
3513603,2014,3400
3513702,1990,16890
3513702,1991,21580
3513702,1992,18375
3513702,1993,18295
3513702,1994,16850
3513702,1995,15400
3513702,1996,15940
3513702,1997,24447
3513702,1998,23350
3513702,1999,25647
3513702,2000,22460
3513702,2001,22440
3513702,2002,16340
3513702,2003,20340
3513702,2004,19463
3513702,2005,19695
3513702,2006,20520
3513702,2007,21070
3513702,2008,21200
3513702,2009,24600
3513702,2010,27261
3513702,2011,27315
3513702,2012,25000
3513702,2013,22000
3513702,2014,32000
3513850,1990,-
3513850,1991,-
3513850,1992,-
3513850,1993,887
3513850,1994,730
3513850,1995,747
3513850,1996,507
3513850,1997,487
3513850,1998,663
3513850,1999,479
3513850,2000,618
3513850,2001,479
3513850,2002,364
3513850,2003,395
3513850,2004,410
3513850,2005,350
3513850,2006,220
3513850,2007,171
3513850,2008,150
3513850,2009,275
3513850,2010,345
3513850,2011,213
3513850,2012,210
3513850,2013,2040
3513850,2014,2115
3513900,1990,7287
3513900,1991,7254
3513900,1992,7840
3513900,1993,7470
3513900,1994,7740
3513900,1995,5590
3513900,1996,6380
3513900,1997,7223
3513900,1998,4445
3513900,1999,5370
3513900,2000,4770
3513900,2001,5390
3513900,2002,4950
3513900,2003,5120
3513900,2004,3760
3513900,2005,3800
3513900,2006,3770
3513900,2007,3190
3513900,2008,4014
3513900,2009,4014
3513900,2010,2475
3513900,2011,2460
3513900,2012,2310
3513900,2013,1500
3513900,2014,1950
3514007,1990,8240
3514007,1991,8080
3514007,1992,8620
3514007,1993,19530
3514007,1994,11310
3514007,1995,11042
3514007,1996,10080
3514007,1997,9630
3514007,1998,9940
3514007,1999,9940
3514007,2000,10055
3514007,2001,12540
3514007,2002,10026
3514007,2003,10076
3514007,2004,10826
3514007,2005,10713
3514007,2006,10306
3514007,2007,10356
3514007,2008,10360
3514007,2009,10387
3514007,2010,10387
3514007,2011,10247
3514007,2012,10296
3514007,2013,10418
3514007,2014,10418
3514106,1990,23526
3514106,1991,20778
3514106,1992,30253
3514106,1993,18059
3514106,1994,23592
3514106,1995,34680
3514106,1996,28632
3514106,1997,28632
3514106,1998,28640
3514106,1999,31110
3514106,2000,31000
3514106,2001,30850
3514106,2002,31180
3514106,2003,34180
3514106,2004,36230
3514106,2005,31292
3514106,2006,30880
3514106,2007,34910
3514106,2008,35742
3514106,2009,35742
3514106,2010,35662
3514106,2011,36550
3514106,2012,36480
3514106,2013,36380
3514106,2014,36350
3514205,1990,978
3514205,1991,675
3514205,1992,943
3514205,1993,772
3514205,1994,500
3514205,1995,504
3514205,1996,469
3514205,1997,168
3514205,1998,282
3514205,1999,127
3514205,2000,214
3514205,2001,227
3514205,2002,186
3514205,2003,66
3514205,2004,70
3514205,2005,180
3514205,2006,65
3514205,2007,107
3514205,2008,63
3514205,2009,970
3514205,2010,1542
3514205,2011,2034
3514205,2012,2360
3514205,2013,2650
3514205,2014,2233
3514304,1990,4040
3514304,1991,5692
3514304,1992,5344
3514304,1993,5672
3514304,1994,5505
3514304,1995,4854
3514304,1996,5180
3514304,1997,5476
3514304,1998,5896
3514304,1999,6820
3514304,2000,6840
3514304,2001,6706
3514304,2002,5804
3514304,2003,6526
3514304,2004,6686
3514304,2005,7145
3514304,2006,6706
3514304,2007,6924
3514304,2008,8997
3514304,2009,8366
3514304,2010,5808
3514304,2011,7058
3514304,2012,7046
3514304,2013,8304
3514304,2014,7200
3514403,1990,5488
3514403,1991,5814
3514403,1992,6189
3514403,1993,5551
3514403,1994,3419
3514403,1995,4960
3514403,1996,2752
3514403,1997,2285
3514403,1998,2492
3514403,1999,3233
3514403,2000,2566
3514403,2001,2839
3514403,2002,2835
3514403,2003,3873
3514403,2004,5850
3514403,2005,5175
3514403,2006,6395
3514403,2007,7230
3514403,2008,10417
3514403,2009,10397
3514403,2010,11961
3514403,2011,11876
3514403,2012,12339
3514403,2013,13937
3514403,2014,14131
3514502,1990,850
3514502,1991,651
3514502,1992,569
3514502,1993,569
3514502,1994,630
3514502,1995,390
3514502,1996,390
3514502,1997,391
3514502,1998,395
3514502,1999,397
3514502,2000,281
3514502,2001,288
3514502,2002,318
3514502,2003,323
3514502,2004,344
3514502,2005,386
3514502,2006,364
3514502,2007,333
3514502,2008,416
3514502,2009,460
3514502,2010,665
3514502,2011,687
3514502,2012,687
3514502,2013,709
3514502,2014,709
3514601,1990,6650
3514601,1991,6450
3514601,1992,6500
3514601,1993,7000
3514601,1994,6708
3514601,1995,7150
3514601,1996,9125
3514601,1997,9559
3514601,1998,9100
3514601,1999,8080
3514601,2000,9050
3514601,2001,6610
3514601,2002,8710
3514601,2003,9150
3514601,2004,8650
3514601,2005,9524
3514601,2006,9150
3514601,2007,9150
3514601,2008,10050
3514601,2009,9000
3514601,2010,9000
3514601,2011,9750
3514601,2012,9750
3514601,2013,9750
3514601,2014,9750
3514700,1990,6670
3514700,1991,6400
3514700,1992,6670
3514700,1993,5570
3514700,1994,5384
3514700,1995,6352
3514700,1996,6034
3514700,1997,6537
3514700,1998,7361
3514700,1999,7581
3514700,2000,7331
3514700,2001,7569
3514700,2002,9019
3514700,2003,9385
3514700,2004,10702
3514700,2005,11703
3514700,2006,10175
3514700,2007,7400
3514700,2008,10058
3514700,2009,11891
3514700,2010,11250
3514700,2011,12107
3514700,2012,12735
3514700,2013,12522
3514700,2014,13619
3514809,1990,730
3514809,1991,315
3514809,1992,270
3514809,1993,279
3514809,1994,345
3514809,1995,765
3514809,1996,525
3514809,1997,410
3514809,1998,506
3514809,1999,435
3514809,2000,510
3514809,2001,900
3514809,2002,580
3514809,2003,220
3514809,2004,495
3514809,2005,370
3514809,2006,310
3514809,2007,277
3514809,2008,185
3514809,2009,332
3514809,2010,255
3514809,2011,240
3514809,2012,135
3514809,2013,160
3514809,2014,110
3514908,1990,11980
3514908,1991,10190
3514908,1992,10560
3514908,1993,9595
3514908,1994,675
3514908,1995,10655
3514908,1996,10575
3514908,1997,8985
3514908,1998,9280
3514908,1999,9107
3514908,2000,11705
3514908,2001,15270
3514908,2002,12070
3514908,2003,13540
3514908,2004,13670
3514908,2005,13534
3514908,2006,13170
3514908,2007,13155
3514908,2008,13382
3514908,2009,12000
3514908,2010,11595
3514908,2011,12331
3514908,2012,12650
3514908,2013,12645
3514908,2014,12879
3514924,1990,-
3514924,1991,-
3514924,1992,-
3514924,1993,3550
3514924,1994,3470
3514924,1995,3475
3514924,1996,2922
3514924,1997,752
3514924,1998,4105
3514924,1999,3568
3514924,2000,3381
3514924,2001,3479
3514924,2002,3382
3514924,2003,3416
3514924,2004,4885
3514924,2005,4639
3514924,2006,5790
3514924,2007,6438
3514924,2008,5942
3514924,2009,5922
3514924,2010,5422
3514924,2011,4263
3514924,2012,6507
3514924,2013,6477
3514924,2014,6437
3514957,1990,-
3514957,1991,-
3514957,1992,-
3514957,1993,600
3514957,1994,570
3514957,1995,530
3514957,1996,635
3514957,1997,2917
3514957,1998,1425
3514957,1999,1302
3514957,2000,1227
3514957,2001,1243
3514957,2002,1245
3514957,2003,1245
3514957,2004,1240
3514957,2005,239
3514957,2006,3580
3514957,2007,3580
3514957,2008,3622
3514957,2009,3731
3514957,2010,4095
3514957,2011,5087
3514957,2012,5054
3514957,2013,5765
3514957,2014,6681
3515004,1990,203
3515004,1991,192
3515004,1992,45
3515004,1993,45
3515004,1994,26
3515004,1995,23
3515004,1996,19
3515004,1997,12
3515004,1998,10
3515004,1999,7
3515004,2000,40
3515004,2001,-
3515004,2002,-
3515004,2003,-
3515004,2004,-
3515004,2005,-
3515004,2006,-
3515004,2007,-
3515004,2008,-
3515004,2009,-
3515004,2010,-
3515004,2011,-
3515004,2012,-
3515004,2013,-
3515004,2014,-
3515103,1990,167
3515103,1991,163
3515103,1992,61
3515103,1993,45
3515103,1994,23
3515103,1995,31
3515103,1996,20
3515103,1997,13
3515103,1998,10
3515103,1999,39
3515103,2000,201
3515103,2001,-
3515103,2002,-
3515103,2003,-
3515103,2004,-
3515103,2005,-
3515103,2006,-
3515103,2007,-
3515103,2008,-
3515103,2009,-
3515103,2010,-
3515103,2011,-
3515103,2012,-
3515103,2013,-
3515103,2014,-
3515129,1990,-
3515129,1991,-
3515129,1992,-
3515129,1993,2305
3515129,1994,1995
3515129,1995,1807
3515129,1996,1410
3515129,1997,1190
3515129,1998,1510
3515129,1999,1530
3515129,2000,1580
3515129,2001,1150
3515129,2002,750
3515129,2003,1941
3515129,2004,2350
3515129,2005,2370
3515129,2006,3360
3515129,2007,2630
3515129,2008,3271
3515129,2009,3810
3515129,2010,4360
3515129,2011,5638
3515129,2012,5170
3515129,2013,5100
3515129,2014,5770
3515152,1990,-
3515152,1991,-
3515152,1992,-
3515152,1993,1050
3515152,1994,1932
3515152,1995,1635
3515152,1996,2060
3515152,1997,2340
3515152,1998,2450
3515152,1999,2760
3515152,2000,2270
3515152,2001,3050
3515152,2002,2290
3515152,2003,2910
3515152,2004,2600
3515152,2005,2648
3515152,2006,2250
3515152,2007,2247
3515152,2008,2337
3515152,2009,2208
3515152,2010,2108
3515152,2011,2608
3515152,2012,2330
3515152,2013,2576
3515152,2014,2922
3515186,1990,3781
3515186,1991,4926
3515186,1992,6015
3515186,1993,5244
3515186,1994,5561
3515186,1995,5615
3515186,1996,5355
3515186,1997,4750
3515186,1998,4980
3515186,1999,5363
3515186,2000,3497
3515186,2001,2350
3515186,2002,2975
3515186,2003,3615
3515186,2004,4320
3515186,2005,3550
3515186,2006,3995
3515186,2007,3520
3515186,2008,3450
3515186,2009,4500
3515186,2010,4840
3515186,2011,4180
3515186,2012,3908
3515186,2013,4129
3515186,2014,2970
3515194,1990,-
3515194,1991,-
3515194,1992,-
3515194,1993,4850
3515194,1994,4845
3515194,1995,4728
3515194,1996,4728
3515194,1997,4982
3515194,1998,5920
3515194,1999,6088
3515194,2000,5098
3515194,2001,5138
3515194,2002,3188
3515194,2003,5145
3515194,2004,3274
3515194,2005,3212
3515194,2006,4552
3515194,2007,4722
3515194,2008,5307
3515194,2009,5488
3515194,2010,5261
3515194,2011,5302
3515194,2012,7120
3515194,2013,4970
3515194,2014,5950
3515202,1990,4040
3515202,1991,3969
3515202,1992,4599
3515202,1993,5314
3515202,1994,4536
3515202,1995,3361
3515202,1996,3475
3515202,1997,3524
3515202,1998,2139
3515202,1999,2560
3515202,2000,2176
3515202,2001,3245
3515202,2002,3479
3515202,2003,3075
3515202,2004,3118
3515202,2005,3063
3515202,2006,3448
3515202,2007,3000
3515202,2008,4436
3515202,2009,5250
3515202,2010,3945
3515202,2011,3792
3515202,2012,3795
3515202,2013,3959
3515202,2014,6940
3515301,1990,3040
3515301,1991,2300
3515301,1992,2426
3515301,1993,1758
3515301,1994,2504
3515301,1995,2056
3515301,1996,1800
3515301,1997,1188
3515301,1998,1166
3515301,1999,839
3515301,2000,753
3515301,2001,1138
3515301,2002,970
3515301,2003,1060
3515301,2004,1700
3515301,2005,2110
3515301,2006,989
3515301,2007,490
3515301,2008,480
3515301,2009,7300
3515301,2010,6300
3515301,2011,7360
3515301,2012,7710
3515301,2013,7600
3515301,2014,8690
3515350,1990,-
3515350,1991,-
3515350,1992,-
3515350,1993,5512
3515350,1994,8066
3515350,1995,8232
3515350,1996,9300
3515350,1997,6184
3515350,1998,4352
3515350,1999,3673
3515350,2000,5420
3515350,2001,6000
3515350,2002,2924
3515350,2003,2480
3515350,2004,4840
3515350,2005,5525
3515350,2006,4250
3515350,2007,4180
3515350,2008,2870
3515350,2009,1000
3515350,2010,1840
3515350,2011,3532
3515350,2012,3853
3515350,2013,6038
3515350,2014,6628
3515400,1990,4075
3515400,1991,3148
3515400,1992,3958
3515400,1993,3256
3515400,1994,5034
3515400,1995,3559
3515400,1996,3739
3515400,1997,4224
3515400,1998,3861
3515400,1999,5385
3515400,2000,1828
3515400,2001,4650
3515400,2002,3780
3515400,2003,5164
3515400,2004,4810
3515400,2005,5840
3515400,2006,6300
3515400,2007,5893
3515400,2008,5867
3515400,2009,4552
3515400,2010,5361
3515400,2011,5361
3515400,2012,4583
3515400,2013,4988
3515400,2014,5685
3515509,1990,13535
3515509,1991,13665
3515509,1992,16140
3515509,1993,14746
3515509,1994,17148
3515509,1995,16756
3515509,1996,13271
3515509,1997,12229
3515509,1998,12920
3515509,1999,12770
3515509,2000,11797
3515509,2001,10662
3515509,2002,10079
3515509,2003,10606
3515509,2004,10338
3515509,2005,11269
3515509,2006,10375
3515509,2007,9326
3515509,2008,12631
3515509,2009,13525
3515509,2010,13735
3515509,2011,6301
3515509,2012,14641
3515509,2013,14320
3515509,2014,14900
3515608,1990,3845
3515608,1991,3840
3515608,1992,4067
3515608,1993,3840
3515608,1994,3525
3515608,1995,4556
3515608,1996,3498
3515608,1997,3607
3515608,1998,3787
3515608,1999,3736
3515608,2000,3842
3515608,2001,4383
3515608,2002,4582
3515608,2003,4540
3515608,2004,5770
3515608,2005,5531
3515608,2006,7470
3515608,2007,7312
3515608,2008,7575
3515608,2009,7342
3515608,2010,1022
3515608,2011,7142
3515608,2012,7132
3515608,2013,9112
3515608,2014,9115
3515657,1990,-
3515657,1991,-
3515657,1992,-
3515657,1993,-
3515657,1994,-
3515657,1995,-
3515657,1996,-
3515657,1997,467
3515657,1998,675
3515657,1999,573
3515657,2000,571
3515657,2001,446
3515657,2002,516
3515657,2003,563
3515657,2004,554
3515657,2005,741
3515657,2006,790
3515657,2007,723
3515657,2008,883
3515657,2009,340
3515657,2010,913
3515657,2011,868
3515657,2012,668
3515657,2013,661
3515657,2014,541
3515707,1990,-
3515707,1991,-
3515707,1992,5
3515707,1993,10
3515707,1994,10
3515707,1995,8
3515707,1996,-
3515707,1997,4
3515707,1998,30
3515707,1999,30
3515707,2000,6
3515707,2001,-
3515707,2002,-
3515707,2003,-
3515707,2004,-
3515707,2005,-
3515707,2006,-
3515707,2007,-
3515707,2008,-
3515707,2009,-
3515707,2010,-
3515707,2011,-
3515707,2012,-
3515707,2013,-
3515707,2014,-
3515806,1990,3420
3515806,1991,2954
3515806,1992,3273
3515806,1993,2518
3515806,1994,2365
3515806,1995,1923
3515806,1996,920
3515806,1997,940
3515806,1998,928
3515806,1999,1191
3515806,2000,1103
3515806,2001,2407
3515806,2002,2626
3515806,2003,2612
3515806,2004,2956
3515806,2005,3351
3515806,2006,3784
3515806,2007,3714
3515806,2008,2967
3515806,2009,5944
3515806,2010,5800
3515806,2011,4952
3515806,2012,5232
3515806,2013,6860
3515806,2014,6030
3515905,1990,1595
3515905,1991,1040
3515905,1992,1270
3515905,1993,1220
3515905,1994,2200
3515905,1995,1670
3515905,1996,1430
3515905,1997,1562
3515905,1998,1212
3515905,1999,1333
3515905,2000,922
3515905,2001,442
3515905,2002,302
3515905,2003,895
3515905,2004,1031
3515905,2005,1041
3515905,2006,696
3515905,2007,1276
3515905,2008,1261
3515905,2009,4902
3515905,2010,4902
3515905,2011,4880
3515905,2012,4903
3515905,2013,4703
3515905,2014,4731
3516002,1990,8300
3516002,1991,8513
3516002,1992,10951
3516002,1993,8625
3516002,1994,9483
3516002,1995,10666
3516002,1996,10848
3516002,1997,12821
3516002,1998,14378
3516002,1999,14773
3516002,2000,13029
3516002,2001,12925
3516002,2002,17995
3516002,2003,15363
3516002,2004,17560
3516002,2005,17153
3516002,2006,23564
3516002,2007,19762
3516002,2008,25568
3516002,2009,25020
3516002,2010,24330
3516002,2011,23200
3516002,2012,20712
3516002,2013,20925
3516002,2014,21621
3516101,1990,30851
3516101,1991,24670
3516101,1992,28050
3516101,1993,29177
3516101,1994,38321
3516101,1995,36910
3516101,1996,37448
3516101,1997,45440
3516101,1998,36459
3516101,1999,39187
3516101,2000,37752
3516101,2001,34840
3516101,2002,30262
3516101,2003,32809
3516101,2004,33430
3516101,2005,31966
3516101,2006,30065
3516101,2007,23825
3516101,2008,29762
3516101,2009,20162
3516101,2010,18987
3516101,2011,20970
3516101,2012,20690
3516101,2013,21440
3516101,2014,21099
3516200,1990,3352
3516200,1991,3750
3516200,1992,4690
3516200,1993,4330
3516200,1994,2675
3516200,1995,2219
3516200,1996,2819
3516200,1997,3421
3516200,1998,3432
3516200,1999,3693
3516200,2000,3220
3516200,2001,3770
3516200,2002,3030
3516200,2003,3582
3516200,2004,3460
3516200,2005,4815
3516200,2006,4612
3516200,2007,4062
3516200,2008,4402
3516200,2009,4443
3516200,2010,4430
3516200,2011,4548
3516200,2012,3978
3516200,2013,4128
3516200,2014,4128
3516309,1990,6
3516309,1991,27
3516309,1992,18
3516309,1993,40
3516309,1994,39
3516309,1995,38
3516309,1996,-
3516309,1997,36
3516309,1998,-
3516309,1999,-
3516309,2000,65
3516309,2001,-
3516309,2002,-
3516309,2003,-
3516309,2004,-
3516309,2005,-
3516309,2006,-
3516309,2007,-
3516309,2008,-
3516309,2009,-
3516309,2010,-
3516309,2011,-
3516309,2012,-
3516309,2013,-
3516309,2014,-
3516408,1990,34
3516408,1991,159
3516408,1992,174
3516408,1993,146
3516408,1994,23
3516408,1995,150
3516408,1996,-
3516408,1997,145
3516408,1998,-
3516408,1999,-
3516408,2000,176
3516408,2001,-
3516408,2002,-
3516408,2003,-
3516408,2004,-
3516408,2005,-
3516408,2006,-
3516408,2007,-
3516408,2008,-
3516408,2009,-
3516408,2010,-
3516408,2011,-
3516408,2012,-
3516408,2013,-
3516408,2014,-
3516507,1990,1740
3516507,1991,1790
3516507,1992,1749
3516507,1993,1376
3516507,1994,1153
3516507,1995,1332
3516507,1996,1162
3516507,1997,1030
3516507,1998,1119
3516507,1999,1813
3516507,2000,1646
3516507,2001,1625
3516507,2002,2028
3516507,2003,2456
3516507,2004,2417
3516507,2005,2145
3516507,2006,1950
3516507,2007,3128
3516507,2008,4269
3516507,2009,4138
3516507,2010,4189
3516507,2011,3593
3516507,2012,3848
3516507,2013,3934
3516507,2014,4444
3516606,1990,1790
3516606,1991,1722
3516606,1992,2247
3516606,1993,1735
3516606,1994,2099
3516606,1995,1935
3516606,1996,2015
3516606,1997,659
3516606,1998,728
3516606,1999,754
3516606,2000,1040
3516606,2001,973
3516606,2002,865
3516606,2003,131
3516606,2004,91
3516606,2005,42
3516606,2006,16
3516606,2007,31
3516606,2008,21
3516606,2009,-
3516606,2010,94
3516606,2011,212
3516606,2012,339
3516606,2013,1461
3516606,2014,1045
3516705,1990,2602
3516705,1991,4026
3516705,1992,2845
3516705,1993,3570
3516705,1994,4257
3516705,1995,5140
3516705,1996,3475
3516705,1997,4782
3516705,1998,3732
3516705,1999,2600
3516705,2000,1410
3516705,2001,1010
3516705,2002,590
3516705,2003,2960
3516705,2004,3551
3516705,2005,3704
3516705,2006,3380
3516705,2007,3240
3516705,2008,3380
3516705,2009,70
3516705,2010,2130
3516705,2011,3080
3516705,2012,3030
3516705,2013,4560
3516705,2014,4110
3516804,1990,1765
3516804,1991,1303
3516804,1992,1951
3516804,1993,1480
3516804,1994,2414
3516804,1995,1978
3516804,1996,1749
3516804,1997,2025
3516804,1998,2625
3516804,1999,2715
3516804,2000,2141
3516804,2001,2043
3516804,2002,1506
3516804,2003,1818
3516804,2004,2004
3516804,2005,2040
3516804,2006,1263
3516804,2007,2649
3516804,2008,3083
3516804,2009,2591
3516804,2010,2438
3516804,2011,2316
3516804,2012,5621
3516804,2013,5655
3516804,2014,4300
3516853,1990,-
3516853,1991,-
3516853,1992,-
3516853,1993,-
3516853,1994,-
3516853,1995,-
3516853,1996,-
3516853,1997,-
3516853,1998,5340
3516853,1999,4390
3516853,2000,4505
3516853,2001,4555
3516853,2002,3640
3516853,2003,4560
3516853,2004,4540
3516853,2005,4735
3516853,2006,4560
3516853,2007,4460
3516853,2008,6658
3516853,2009,6408
3516853,2010,6170
3516853,2011,5680
3516853,2012,10050
3516853,2013,11690
3516853,2014,11650
3516903,1990,8440
3516903,1991,9648
3516903,1992,10672
3516903,1993,6147
3516903,1994,6774
3516903,1995,8594
3516903,1996,5979
3516903,1997,6843
3516903,1998,6259
3516903,1999,6345
3516903,2000,12052
3516903,2001,3759
3516903,2002,5009
3516903,2003,6000
3516903,2004,6571
3516903,2005,8966
3516903,2006,5937
3516903,2007,6134
3516903,2008,11573
3516903,2009,12185
3516903,2010,11383
3516903,2011,12557
3516903,2012,14811
3516903,2013,16102
3516903,2014,11827
3517000,1990,6181
3517000,1991,5241
3517000,1992,6538
3517000,1993,5679
3517000,1994,4877
3517000,1995,5758
3517000,1996,7425
3517000,1997,8736
3517000,1998,6974
3517000,1999,7510
3517000,2000,8660
3517000,2001,6607
3517000,2002,7352
3517000,2003,7188
3517000,2004,5377
3517000,2005,4558
3517000,2006,6786
3517000,2007,2174
3517000,2008,4479
3517000,2009,24440
3517000,2010,24934
3517000,2011,25164
3517000,2012,550
3517000,2013,25606
3517000,2014,26131
3517109,1990,6149
3517109,1991,6660
3517109,1992,8340
3517109,1993,9300
3517109,1994,9100
3517109,1995,9190
3517109,1996,4960
3517109,1997,7600
3517109,1998,7915
3517109,1999,9710
3517109,2000,8230
3517109,2001,9400
3517109,2002,8680
3517109,2003,9520
3517109,2004,10670
3517109,2005,7686
3517109,2006,7983
3517109,2007,7917
3517109,2008,10489
3517109,2009,7900
3517109,2010,12749
3517109,2011,13066
3517109,2012,12960
3517109,2013,12107
3517109,2014,12795
3517208,1990,5592
3517208,1991,4835
3517208,1992,4389
3517208,1993,3942
3517208,1994,3642
3517208,1995,4893
3517208,1996,4169
3517208,1997,3595
3517208,1998,2900
3517208,1999,3604
3517208,2000,3821
3517208,2001,4110
3517208,2002,4530
3517208,2003,4840
3517208,2004,4636
3517208,2005,4733
3517208,2006,10635
3517208,2007,2445
3517208,2008,12728
3517208,2009,9100
3517208,2010,7950
3517208,2011,7750
3517208,2012,400
3517208,2013,9960
3517208,2014,10030
3517307,1990,1257
3517307,1991,1034
3517307,1992,1124
3517307,1993,997
3517307,1994,830
3517307,1995,690
3517307,1996,550
3517307,1997,850
3517307,1998,1132
3517307,1999,1920
3517307,2000,1300
3517307,2001,770
3517307,2002,613
3517307,2003,602
3517307,2004,662
3517307,2005,601
3517307,2006,848
3517307,2007,618
3517307,2008,1285
3517307,2009,3162
3517307,2010,3326
3517307,2011,3571
3517307,2012,484
3517307,2013,4135
3517307,2014,5251
3517406,1990,123536
3517406,1991,126757
3517406,1992,141068
3517406,1993,137418
3517406,1994,147286
3517406,1995,136852
3517406,1996,140325
3517406,1997,132985
3517406,1998,124465
3517406,1999,126441
3517406,2000,127695
3517406,2001,118853
3517406,2002,111630
3517406,2003,110806
3517406,2004,121759
3517406,2005,119549
3517406,2006,106700
3517406,2007,106057
3517406,2008,119319
3517406,2009,97500
3517406,2010,98397
3517406,2011,113702
3517406,2012,110346
3517406,2013,113104
3517406,2014,105905
3517505,1990,6747
3517505,1991,6960
3517505,1992,7531
3517505,1993,7616
3517505,1994,7883
3517505,1995,7383
3517505,1996,9440
3517505,1997,7469
3517505,1998,10253
3517505,1999,9932
3517505,2000,7968
3517505,2001,6625
3517505,2002,9213
3517505,2003,9753
3517505,2004,9903
3517505,2005,10243
3517505,2006,9785
3517505,2007,9468
3517505,2008,17153
3517505,2009,14380
3517505,2010,18894
3517505,2011,18922
3517505,2012,19533
3517505,2013,19363
3517505,2014,19193
3517604,1990,3390
3517604,1991,3774
3517604,1992,4050
3517604,1993,2235
3517604,1994,4865
3517604,1995,2790
3517604,1996,2790
3517604,1997,3426
3517604,1998,2750
3517604,1999,3240
3517604,2000,2740
3517604,2001,2590
3517604,2002,2760
3517604,2003,2200
3517604,2004,2215
3517604,2005,4056
3517604,2006,4100
3517604,2007,4070
3517604,2008,3920
3517604,2009,4205
3517604,2010,4020
3517604,2011,9295
3517604,2012,8270
3517604,2013,6730
3517604,2014,15645
3517703,1990,23754
3517703,1991,22831
3517703,1992,25870
3517703,1993,21450
3517703,1994,30558
3517703,1995,28425
3517703,1996,29245
3517703,1997,28033
3517703,1998,26925
3517703,1999,32325
3517703,2000,28405
3517703,2001,30025
3517703,2002,25331
3517703,2003,26193
3517703,2004,27592
3517703,2005,28596
3517703,2006,29421
3517703,2007,25400
3517703,2008,27903
3517703,2009,26170
3517703,2010,24256
3517703,2011,27307
3517703,2012,28814
3517703,2013,28492
3517703,2014,28226
3517802,1990,7232
3517802,1991,4583
3517802,1992,11776
3517802,1993,5341
3517802,1994,5998
3517802,1995,4824
3517802,1996,3239
3517802,1997,4047
3517802,1998,3682
3517802,1999,4482
3517802,2000,5221
3517802,2001,4122
3517802,2002,4125
3517802,2003,5031
3517802,2004,4147
3517802,2005,8652
3517802,2006,8237
3517802,2007,14017
3517802,2008,13457
3517802,2009,11960
3517802,2010,11970
3517802,2011,18989
3517802,2012,21990
3517802,2013,21810
3517802,2014,24850
3517901,1990,19539
3517901,1991,19145
3517901,1992,17800
3517901,1993,14342
3517901,1994,17992
3517901,1995,16972
3517901,1996,17870
3517901,1997,14670
