Municipio,Ano,Moeda,VPTemporario
3500105,1990,(Mil Cruzeiros),434771
3500105,1991,(Mil Cruzeiros),2040309
3500105,1992,(Mil Cruzeiros),24592080
3500105,1993,(Mil Cruzeiros Reais),512000
3500105,1994,(Mil Reais),5400
3500105,1995,(Mil Reais),6736
3500105,1996,(Mil Reais),9147
3500105,1997,(Mil Reais),9449
3500105,1998,(Mil Reais),9923
3500105,1999,(Mil Reais),9669
3500105,2000,(Mil Reais),7929
3500105,2001,(Mil Reais),16145
3500105,2002,(Mil Reais),24728
3500105,2003,(Mil Reais),24521
3500105,2004,(Mil Reais),23554
3500105,2005,(Mil Reais),24943
3500105,2006,(Mil Reais),26151
3500105,2007,(Mil Reais),41226
3500105,2008,(Mil Reais),40172
3500105,2009,(Mil Reais),47400
3500105,2010,(Mil Reais),39836
3500105,2011,(Mil Reais),44978
3500105,2012,(Mil Reais),56796
3500105,2013,(Mil Reais),62739
3500105,2014,(Mil Reais),50040
3500204,1990,(Mil Cruzeiros),55474
3500204,1991,(Mil Cruzeiros),631356
3500204,1992,(Mil Cruzeiros),12062400
3500204,1993,(Mil Cruzeiros Reais),93220
3500204,1994,(Mil Reais),1679
3500204,1995,(Mil Reais),911
3500204,1996,(Mil Reais),952
3500204,1997,(Mil Reais),815
3500204,1998,(Mil Reais),1598
3500204,1999,(Mil Reais),1108
3500204,2000,(Mil Reais),1196
3500204,2001,(Mil Reais),16988
3500204,2002,(Mil Reais),2661
3500204,2003,(Mil Reais),4376
3500204,2004,(Mil Reais),8629
3500204,2005,(Mil Reais),6966
3500204,2006,(Mil Reais),7341
3500204,2007,(Mil Reais),17275
3500204,2008,(Mil Reais),20586
3500204,2009,(Mil Reais),17392
3500204,2010,(Mil Reais),20138
3500204,2011,(Mil Reais),33768
3500204,2012,(Mil Reais),27887
3500204,2013,(Mil Reais),40563
3500204,2014,(Mil Reais),39229
3500303,1990,(Mil Cruzeiros),742854
3500303,1991,(Mil Cruzeiros),3307234
3500303,1992,(Mil Cruzeiros),31379426
3500303,1993,(Mil Cruzeiros Reais),785627
3500303,1994,(Mil Reais),6861
3500303,1995,(Mil Reais),9670
3500303,1996,(Mil Reais),13029
3500303,1997,(Mil Reais),12380
3500303,1998,(Mil Reais),14081
3500303,1999,(Mil Reais),13105
3500303,2000,(Mil Reais),26745
3500303,2001,(Mil Reais),10848
3500303,2002,(Mil Reais),34659
3500303,2003,(Mil Reais),49537
3500303,2004,(Mil Reais),50716
3500303,2005,(Mil Reais),48385
3500303,2006,(Mil Reais),53273
3500303,2007,(Mil Reais),58951
3500303,2008,(Mil Reais),59056
3500303,2009,(Mil Reais),67001
3500303,2010,(Mil Reais),80179
3500303,2011,(Mil Reais),84478
3500303,2012,(Mil Reais),109587
3500303,2013,(Mil Reais),124041
3500303,2014,(Mil Reais),120560
3500402,1990,(Mil Cruzeiros),212733
3500402,1991,(Mil Cruzeiros),1653476
3500402,1992,(Mil Cruzeiros),11013862
3500402,1993,(Mil Cruzeiros Reais),201433
3500402,1994,(Mil Reais),4272
3500402,1995,(Mil Reais),3391
3500402,1996,(Mil Reais),1247
3500402,1997,(Mil Reais),2175
3500402,1998,(Mil Reais),2956
3500402,1999,(Mil Reais),3019
3500402,2000,(Mil Reais),2915
3500402,2001,(Mil Reais),3612
3500402,2002,(Mil Reais),3434
3500402,2003,(Mil Reais),3050
3500402,2004,(Mil Reais),2574
3500402,2005,(Mil Reais),4383
3500402,2006,(Mil Reais),4382
3500402,2007,(Mil Reais),4066
3500402,2008,(Mil Reais),4255
3500402,2009,(Mil Reais),2505
3500402,2010,(Mil Reais),1550
3500402,2011,(Mil Reais),2569
3500402,2012,(Mil Reais),2984
3500402,2013,(Mil Reais),5226
3500402,2014,(Mil Reais),2318
3500501,1990,(Mil Cruzeiros),11478
3500501,1991,(Mil Cruzeiros),72060
3500501,1992,(Mil Cruzeiros),425769
3500501,1993,(Mil Cruzeiros Reais),15866
3500501,1994,(Mil Reais),37
3500501,1995,(Mil Reais),65
3500501,1996,(Mil Reais),91
3500501,1997,(Mil Reais),80
3500501,1998,(Mil Reais),91
3500501,1999,(Mil Reais),86
3500501,2000,(Mil Reais),129
3500501,2001,(Mil Reais),79
3500501,2002,(Mil Reais),159
3500501,2003,(Mil Reais),142
3500501,2004,(Mil Reais),164
3500501,2005,(Mil Reais),137
3500501,2006,(Mil Reais),125
3500501,2007,(Mil Reais),184
3500501,2008,(Mil Reais),123
3500501,2009,(Mil Reais),257
3500501,2010,(Mil Reais),240
3500501,2011,(Mil Reais),448
3500501,2012,(Mil Reais),418
3500501,2013,(Mil Reais),419
3500501,2014,(Mil Reais),321
3500550,1990,(Mil Cruzeiros),227896
3500550,1991,(Mil Cruzeiros),798486
3500550,1992,(Mil Cruzeiros),10108269
3500550,1993,(Mil Cruzeiros Reais),348581
3500550,1994,(Mil Reais),846
3500550,1995,(Mil Reais),1455
3500550,1996,(Mil Reais),2622
3500550,1997,(Mil Reais),3419
3500550,1998,(Mil Reais),2361
3500550,1999,(Mil Reais),4494
3500550,2000,(Mil Reais),2321
3500550,2001,(Mil Reais),3374
3500550,2002,(Mil Reais),5556
3500550,2003,(Mil Reais),7886
3500550,2004,(Mil Reais),9042
3500550,2005,(Mil Reais),5826
3500550,2006,(Mil Reais),5906
3500550,2007,(Mil Reais),5956
3500550,2008,(Mil Reais),8479
3500550,2009,(Mil Reais),23644
3500550,2010,(Mil Reais),19050
3500550,2011,(Mil Reais),26076
3500550,2012,(Mil Reais),43856
3500550,2013,(Mil Reais),52335
3500550,2014,(Mil Reais),50849
3500600,1990,(Mil Cruzeiros),-
3500600,1991,(Mil Cruzeiros),-
3500600,1992,(Mil Cruzeiros),-
3500600,1993,(Mil Cruzeiros Reais),-
3500600,1994,(Mil Reais),-
3500600,1995,(Mil Reais),-
3500600,1996,(Mil Reais),-
3500600,1997,(Mil Reais),-
3500600,1998,(Mil Reais),-
3500600,1999,(Mil Reais),-
3500600,2000,(Mil Reais),-
3500600,2001,(Mil Reais),-
3500600,2002,(Mil Reais),-
3500600,2003,(Mil Reais),-
3500600,2004,(Mil Reais),-
3500600,2005,(Mil Reais),-
3500600,2006,(Mil Reais),-
3500600,2007,(Mil Reais),-
3500600,2008,(Mil Reais),-
3500600,2009,(Mil Reais),-
3500600,2010,(Mil Reais),0
3500600,2011,(Mil Reais),-
3500600,2012,(Mil Reais),0
3500600,2013,(Mil Reais),-
3500600,2014,(Mil Reais),-
3500709,1990,(Mil Cruzeiros),316507
3500709,1991,(Mil Cruzeiros),2025538
3500709,1992,(Mil Cruzeiros),40240955
3500709,1993,(Mil Cruzeiros Reais),384931
3500709,1994,(Mil Reais),7962
3500709,1995,(Mil Reais),10922
3500709,1996,(Mil Reais),14702
3500709,1997,(Mil Reais),16898
3500709,1998,(Mil Reais),9916
3500709,1999,(Mil Reais),9174
3500709,2000,(Mil Reais),11050
3500709,2001,(Mil Reais),16282
3500709,2002,(Mil Reais),16832
3500709,2003,(Mil Reais),21488
3500709,2004,(Mil Reais),11736
3500709,2005,(Mil Reais),12711
3500709,2006,(Mil Reais),40469
3500709,2007,(Mil Reais),38244
3500709,2008,(Mil Reais),42549
3500709,2009,(Mil Reais),41550
3500709,2010,(Mil Reais),32865
3500709,2011,(Mil Reais),74245
3500709,2012,(Mil Reais),90977
3500709,2013,(Mil Reais),80840
3500709,2014,(Mil Reais),40391
3500758,1990,(Mil Cruzeiros),-
3500758,1991,(Mil Cruzeiros),-
3500758,1992,(Mil Cruzeiros),-
3500758,1993,(Mil Cruzeiros Reais),168753
3500758,1994,(Mil Reais),1753
3500758,1995,(Mil Reais),2225
3500758,1996,(Mil Reais),673
3500758,1997,(Mil Reais),1365
3500758,1998,(Mil Reais),1004
3500758,1999,(Mil Reais),1466
3500758,2000,(Mil Reais),130
3500758,2001,(Mil Reais),1454
3500758,2002,(Mil Reais),1674
3500758,2003,(Mil Reais),1514
3500758,2004,(Mil Reais),2766
3500758,2005,(Mil Reais),2270
3500758,2006,(Mil Reais),1759
3500758,2007,(Mil Reais),3308
3500758,2008,(Mil Reais),2996
3500758,2009,(Mil Reais),5552
3500758,2010,(Mil Reais),10346
3500758,2011,(Mil Reais),8170
3500758,2012,(Mil Reais),8706
3500758,2013,(Mil Reais),11457
3500758,2014,(Mil Reais),9301
3500808,1990,(Mil Cruzeiros),80052
3500808,1991,(Mil Cruzeiros),270874
3500808,1992,(Mil Cruzeiros),3266866
3500808,1993,(Mil Cruzeiros Reais),242372
3500808,1994,(Mil Reais),3897
3500808,1995,(Mil Reais),2600
3500808,1996,(Mil Reais),1980
3500808,1997,(Mil Reais),1470
3500808,1998,(Mil Reais),1658
3500808,1999,(Mil Reais),964
3500808,2000,(Mil Reais),4113
3500808,2001,(Mil Reais),2965
3500808,2002,(Mil Reais),2036
3500808,2003,(Mil Reais),1426
3500808,2004,(Mil Reais),1651
3500808,2005,(Mil Reais),1074
3500808,2006,(Mil Reais),1355
3500808,2007,(Mil Reais),2036
3500808,2008,(Mil Reais),2824
3500808,2009,(Mil Reais),2632
3500808,2010,(Mil Reais),2853
3500808,2011,(Mil Reais),1875
3500808,2012,(Mil Reais),1544
3500808,2013,(Mil Reais),1987
3500808,2014,(Mil Reais),2528
3500907,1990,(Mil Cruzeiros),279450
3500907,1991,(Mil Cruzeiros),1459742
3500907,1992,(Mil Cruzeiros),22692000
3500907,1993,(Mil Cruzeiros Reais),394731
3500907,1994,(Mil Reais),4389
3500907,1995,(Mil Reais),6047
3500907,1996,(Mil Reais),6557
3500907,1997,(Mil Reais),7872
3500907,1998,(Mil Reais),7522
3500907,1999,(Mil Reais),5164
3500907,2000,(Mil Reais),8648
3500907,2001,(Mil Reais),13549
3500907,2002,(Mil Reais),18467
3500907,2003,(Mil Reais),20500
3500907,2004,(Mil Reais),24457
3500907,2005,(Mil Reais),28265
3500907,2006,(Mil Reais),26860
3500907,2007,(Mil Reais),30969
3500907,2008,(Mil Reais),28209
3500907,2009,(Mil Reais),44396
3500907,2010,(Mil Reais),53655
3500907,2011,(Mil Reais),83540
3500907,2012,(Mil Reais),97844
3500907,2013,(Mil Reais),124760
3500907,2014,(Mil Reais),124421
3501004,1990,(Mil Cruzeiros),1053691
3501004,1991,(Mil Cruzeiros),4197189
3501004,1992,(Mil Cruzeiros),58050037
3501004,1993,(Mil Cruzeiros Reais),707233
3501004,1994,(Mil Reais),8018
3501004,1995,(Mil Reais),10312
3501004,1996,(Mil Reais),15560
3501004,1997,(Mil Reais),13328
3501004,1998,(Mil Reais),22975
3501004,1999,(Mil Reais),28630
3501004,2000,(Mil Reais),26493
3501004,2001,(Mil Reais),26374
3501004,2002,(Mil Reais),30143
3501004,2003,(Mil Reais),29396
3501004,2004,(Mil Reais),32398
3501004,2005,(Mil Reais),41458
3501004,2006,(Mil Reais),41216
3501004,2007,(Mil Reais),46965
3501004,2008,(Mil Reais),46455
3501004,2009,(Mil Reais),63711
3501004,2010,(Mil Reais),73094
3501004,2011,(Mil Reais),72960
3501004,2012,(Mil Reais),76072
3501004,2013,(Mil Reais),87675
3501004,2014,(Mil Reais),121449
3501103,1990,(Mil Cruzeiros),180466
3501103,1991,(Mil Cruzeiros),1122904
3501103,1992,(Mil Cruzeiros),39058289
3501103,1993,(Mil Cruzeiros Reais),674937
3501103,1994,(Mil Reais),4908
3501103,1995,(Mil Reais),4715
3501103,1996,(Mil Reais),4518
3501103,1997,(Mil Reais),5406
3501103,1998,(Mil Reais),5638
3501103,1999,(Mil Reais),3077
3501103,2000,(Mil Reais),5378
3501103,2001,(Mil Reais),1060
3501103,2002,(Mil Reais),15122
3501103,2003,(Mil Reais),14100
3501103,2004,(Mil Reais),22199
3501103,2005,(Mil Reais),13015
3501103,2006,(Mil Reais),24511
3501103,2007,(Mil Reais),27259
3501103,2008,(Mil Reais),24870
3501103,2009,(Mil Reais),-
3501103,2010,(Mil Reais),34740
3501103,2011,(Mil Reais),48502
3501103,2012,(Mil Reais),58360
3501103,2013,(Mil Reais),37031
3501103,2014,(Mil Reais),55477
3501152,1990,(Mil Cruzeiros),-
3501152,1991,(Mil Cruzeiros),-
3501152,1992,(Mil Cruzeiros),-
3501152,1993,(Mil Cruzeiros Reais),-
3501152,1994,(Mil Reais),-
3501152,1995,(Mil Reais),-
3501152,1996,(Mil Reais),-
3501152,1997,(Mil Reais),11
3501152,1998,(Mil Reais),192
3501152,1999,(Mil Reais),142
3501152,2000,(Mil Reais),139
3501152,2001,(Mil Reais),144
3501152,2002,(Mil Reais),412
3501152,2003,(Mil Reais),459
3501152,2004,(Mil Reais),396
3501152,2005,(Mil Reais),402
3501152,2006,(Mil Reais),502
3501152,2007,(Mil Reais),644
3501152,2008,(Mil Reais),488
3501152,2009,(Mil Reais),475
3501152,2010,(Mil Reais),328
3501152,2011,(Mil Reais),569
3501152,2012,(Mil Reais),712
3501152,2013,(Mil Reais),838
3501152,2014,(Mil Reais),897
3501202,1990,(Mil Cruzeiros),167192
3501202,1991,(Mil Cruzeiros),1351280
3501202,1992,(Mil Cruzeiros),7472520
3501202,1993,(Mil Cruzeiros Reais),160734
3501202,1994,(Mil Reais),2297
3501202,1995,(Mil Reais),1787
3501202,1996,(Mil Reais),1078
3501202,1997,(Mil Reais),2457
3501202,1998,(Mil Reais),1257
3501202,1999,(Mil Reais),1723
3501202,2000,(Mil Reais),1594
3501202,2001,(Mil Reais),1520
3501202,2002,(Mil Reais),2397
3501202,2003,(Mil Reais),3865
3501202,2004,(Mil Reais),6860
3501202,2005,(Mil Reais),3724
3501202,2006,(Mil Reais),5733
3501202,2007,(Mil Reais),7317
3501202,2008,(Mil Reais),8210
3501202,2009,(Mil Reais),5908
3501202,2010,(Mil Reais),8552
3501202,2011,(Mil Reais),15591
3501202,2012,(Mil Reais),33869
3501202,2013,(Mil Reais),39737
3501202,2014,(Mil Reais),43118
3501301,1990,(Mil Cruzeiros),109189
3501301,1991,(Mil Cruzeiros),239281
3501301,1992,(Mil Cruzeiros),4775927
3501301,1993,(Mil Cruzeiros Reais),46294
3501301,1994,(Mil Reais),3784
3501301,1995,(Mil Reais),2842
3501301,1996,(Mil Reais),3108
3501301,1997,(Mil Reais),2711
3501301,1998,(Mil Reais),3937
3501301,1999,(Mil Reais),5277
3501301,2000,(Mil Reais),6026
3501301,2001,(Mil Reais),3867
3501301,2002,(Mil Reais),6346
3501301,2003,(Mil Reais),4480
3501301,2004,(Mil Reais),6637
3501301,2005,(Mil Reais),7398
3501301,2006,(Mil Reais),8783
3501301,2007,(Mil Reais),8135
3501301,2008,(Mil Reais),3578
3501301,2009,(Mil Reais),5153
3501301,2010,(Mil Reais),3496
3501301,2011,(Mil Reais),7045
3501301,2012,(Mil Reais),9666
3501301,2013,(Mil Reais),17117
3501301,2014,(Mil Reais),13883
3501400,1990,(Mil Cruzeiros),16705
3501400,1991,(Mil Cruzeiros),92391
3501400,1992,(Mil Cruzeiros),812720
3501400,1993,(Mil Cruzeiros Reais),16079
3501400,1994,(Mil Reais),1239
3501400,1995,(Mil Reais),118
3501400,1996,(Mil Reais),144
3501400,1997,(Mil Reais),32
3501400,1998,(Mil Reais),70
3501400,1999,(Mil Reais),78
3501400,2000,(Mil Reais),27
3501400,2001,(Mil Reais),40
3501400,2002,(Mil Reais),23
3501400,2003,(Mil Reais),60
3501400,2004,(Mil Reais),984
3501400,2005,(Mil Reais),1075
3501400,2006,(Mil Reais),665
3501400,2007,(Mil Reais),725
3501400,2008,(Mil Reais),323
3501400,2009,(Mil Reais),182
3501400,2010,(Mil Reais),1829
3501400,2011,(Mil Reais),9505
3501400,2012,(Mil Reais),2920
3501400,2013,(Mil Reais),2332
3501400,2014,(Mil Reais),735
3501509,1990,(Mil Cruzeiros),8137
3501509,1991,(Mil Cruzeiros),75344
3501509,1992,(Mil Cruzeiros),910440
3501509,1993,(Mil Cruzeiros Reais),9445
3501509,1994,(Mil Reais),70
3501509,1995,(Mil Reais),88
3501509,1996,(Mil Reais),216
3501509,1997,(Mil Reais),109
3501509,1998,(Mil Reais),89
3501509,1999,(Mil Reais),72
3501509,2000,(Mil Reais),92
3501509,2001,(Mil Reais),54
3501509,2002,(Mil Reais),80
3501509,2003,(Mil Reais),160
3501509,2004,(Mil Reais),1110
3501509,2005,(Mil Reais),2740
3501509,2006,(Mil Reais),1965
3501509,2007,(Mil Reais),2997
3501509,2008,(Mil Reais),868
3501509,2009,(Mil Reais),1492
3501509,2010,(Mil Reais),2989
3501509,2011,(Mil Reais),2962
3501509,2012,(Mil Reais),2627
3501509,2013,(Mil Reais),9100
3501509,2014,(Mil Reais),1252
3501608,1990,(Mil Cruzeiros),75438
3501608,1991,(Mil Cruzeiros),549000
3501608,1992,(Mil Cruzeiros),4289370
3501608,1993,(Mil Cruzeiros Reais),166845
3501608,1994,(Mil Reais),1167
3501608,1995,(Mil Reais),1387
3501608,1996,(Mil Reais),1680
3501608,1997,(Mil Reais),1969
3501608,1998,(Mil Reais),2171
3501608,1999,(Mil Reais),1062
3501608,2000,(Mil Reais),2261
3501608,2001,(Mil Reais),4836
3501608,2002,(Mil Reais),6147
3501608,2003,(Mil Reais),4062
3501608,2004,(Mil Reais),3574
3501608,2005,(Mil Reais),3702
3501608,2006,(Mil Reais),5421
3501608,2007,(Mil Reais),7894
3501608,2008,(Mil Reais),6077
3501608,2009,(Mil Reais),8038
3501608,2010,(Mil Reais),10256
3501608,2011,(Mil Reais),9788
3501608,2012,(Mil Reais),7785
3501608,2013,(Mil Reais),12480
3501608,2014,(Mil Reais),7703
3501707,1990,(Mil Cruzeiros),1017631
3501707,1991,(Mil Cruzeiros),5108571
3501707,1992,(Mil Cruzeiros),58687050
3501707,1993,(Mil Cruzeiros Reais),1024421
3501707,1994,(Mil Reais),7170
3501707,1995,(Mil Reais),8082
3501707,1996,(Mil Reais),10952
3501707,1997,(Mil Reais),9494
3501707,1998,(Mil Reais),11341
3501707,1999,(Mil Reais),6512
3501707,2000,(Mil Reais),10457
3501707,2001,(Mil Reais),13294
3501707,2002,(Mil Reais),15497
3501707,2003,(Mil Reais),13701
3501707,2004,(Mil Reais),17812
3501707,2005,(Mil Reais),18678
3501707,2006,(Mil Reais),18911
3501707,2007,(Mil Reais),21313
3501707,2008,(Mil Reais),13989
3501707,2009,(Mil Reais),13964
3501707,2010,(Mil Reais),25213
3501707,2011,(Mil Reais),29315
3501707,2012,(Mil Reais),49920
3501707,2013,(Mil Reais),44668
3501707,2014,(Mil Reais),44637
3501806,1990,(Mil Cruzeiros),66086
3501806,1991,(Mil Cruzeiros),374115
3501806,1992,(Mil Cruzeiros),2635407
3501806,1993,(Mil Cruzeiros Reais),196600
3501806,1994,(Mil Reais),1076
3501806,1995,(Mil Reais),1145
3501806,1996,(Mil Reais),1374
3501806,1997,(Mil Reais),283
3501806,1998,(Mil Reais),254
3501806,1999,(Mil Reais),140
3501806,2000,(Mil Reais),266
3501806,2001,(Mil Reais),196
3501806,2002,(Mil Reais),336
3501806,2003,(Mil Reais),989
3501806,2004,(Mil Reais),3735
3501806,2005,(Mil Reais),3127
3501806,2006,(Mil Reais),4291
3501806,2007,(Mil Reais),5951
3501806,2008,(Mil Reais),5824
3501806,2009,(Mil Reais),12229
3501806,2010,(Mil Reais),18292
3501806,2011,(Mil Reais),32980
3501806,2012,(Mil Reais),30648
3501806,2013,(Mil Reais),28586
3501806,2014,(Mil Reais),47395
3501905,1990,(Mil Cruzeiros),225806
3501905,1991,(Mil Cruzeiros),1044800
3501905,1992,(Mil Cruzeiros),7835750
3501905,1993,(Mil Cruzeiros Reais),315819
3501905,1994,(Mil Reais),1620
3501905,1995,(Mil Reais),3056
3501905,1996,(Mil Reais),4652
3501905,1997,(Mil Reais),4646
3501905,1998,(Mil Reais),2995
3501905,1999,(Mil Reais),2427
3501905,2000,(Mil Reais),3579
3501905,2001,(Mil Reais),4016
3501905,2002,(Mil Reais),5602
3501905,2003,(Mil Reais),5816
3501905,2004,(Mil Reais),3959
3501905,2005,(Mil Reais),5661
3501905,2006,(Mil Reais),7432
3501905,2007,(Mil Reais),8815
3501905,2008,(Mil Reais),8805
3501905,2009,(Mil Reais),11719
3501905,2010,(Mil Reais),10461
3501905,2011,(Mil Reais),9410
3501905,2012,(Mil Reais),13374
3501905,2013,(Mil Reais),14450
3501905,2014,(Mil Reais),11339
3502002,1990,(Mil Cruzeiros),230621
3502002,1991,(Mil Cruzeiros),1708570
3502002,1992,(Mil Cruzeiros),16451450
3502002,1993,(Mil Cruzeiros Reais),200957
3502002,1994,(Mil Reais),1771
3502002,1995,(Mil Reais),2001
3502002,1996,(Mil Reais),2458
3502002,1997,(Mil Reais),2835
3502002,1998,(Mil Reais),2177
3502002,1999,(Mil Reais),2273
3502002,2000,(Mil Reais),3419
3502002,2001,(Mil Reais),4191
3502002,2002,(Mil Reais),5915
3502002,2003,(Mil Reais),5494
3502002,2004,(Mil Reais),5293
3502002,2005,(Mil Reais),6056
3502002,2006,(Mil Reais),6166
3502002,2007,(Mil Reais),7166
3502002,2008,(Mil Reais),5840
3502002,2009,(Mil Reais),11636
3502002,2010,(Mil Reais),14693
3502002,2011,(Mil Reais),19760
3502002,2012,(Mil Reais),24949
3502002,2013,(Mil Reais),33024
3502002,2014,(Mil Reais),38755
3502101,1990,(Mil Cruzeiros),222480
3502101,1991,(Mil Cruzeiros),2110145
3502101,1992,(Mil Cruzeiros),45602650
3502101,1993,(Mil Cruzeiros Reais),462955
3502101,1994,(Mil Reais),4060
3502101,1995,(Mil Reais),4391
3502101,1996,(Mil Reais),2982
3502101,1997,(Mil Reais),3101
3502101,1998,(Mil Reais),7981
3502101,1999,(Mil Reais),7282
3502101,2000,(Mil Reais),10509
3502101,2001,(Mil Reais),18800
3502101,2002,(Mil Reais),37864
3502101,2003,(Mil Reais),50419
3502101,2004,(Mil Reais),74293
3502101,2005,(Mil Reais),41947
3502101,2006,(Mil Reais),46163
3502101,2007,(Mil Reais),52122
3502101,2008,(Mil Reais),87838
3502101,2009,(Mil Reais),76114
3502101,2010,(Mil Reais),105979
3502101,2011,(Mil Reais),223763
3502101,2012,(Mil Reais),171536
3502101,2013,(Mil Reais),143314
3502101,2014,(Mil Reais),132248
3502200,1990,(Mil Cruzeiros),279595
3502200,1991,(Mil Cruzeiros),998405
3502200,1992,(Mil Cruzeiros),16080591
3502200,1993,(Mil Cruzeiros Reais),384768
3502200,1994,(Mil Reais),5015
3502200,1995,(Mil Reais),4743
3502200,1996,(Mil Reais),1816
3502200,1997,(Mil Reais),4692
3502200,1998,(Mil Reais),13481
3502200,1999,(Mil Reais),12401
3502200,2000,(Mil Reais),15301
3502200,2001,(Mil Reais),21751
3502200,2002,(Mil Reais),20988
3502200,2003,(Mil Reais),20611
3502200,2004,(Mil Reais),28485
3502200,2005,(Mil Reais),34457
3502200,2006,(Mil Reais),25190
3502200,2007,(Mil Reais),31055
3502200,2008,(Mil Reais),28745
3502200,2009,(Mil Reais),35955
3502200,2010,(Mil Reais),23504
3502200,2011,(Mil Reais),37086
3502200,2012,(Mil Reais),55918
3502200,2013,(Mil Reais),66316
3502200,2014,(Mil Reais),56718
3502309,1990,(Mil Cruzeiros),342775
3502309,1991,(Mil Cruzeiros),1242158
3502309,1992,(Mil Cruzeiros),20652291
3502309,1993,(Mil Cruzeiros Reais),373842
3502309,1994,(Mil Reais),2165
3502309,1995,(Mil Reais),3983
3502309,1996,(Mil Reais),2671
3502309,1997,(Mil Reais),7324
3502309,1998,(Mil Reais),7219
3502309,1999,(Mil Reais),5559
3502309,2000,(Mil Reais),9535
3502309,2001,(Mil Reais),9581
3502309,2002,(Mil Reais),18613
3502309,2003,(Mil Reais),27619
3502309,2004,(Mil Reais),29314
3502309,2005,(Mil Reais),22016
3502309,2006,(Mil Reais),22252
3502309,2007,(Mil Reais),40835
3502309,2008,(Mil Reais),30200
3502309,2009,(Mil Reais),32953
3502309,2010,(Mil Reais),23894
3502309,2011,(Mil Reais),27450
3502309,2012,(Mil Reais),40690
3502309,2013,(Mil Reais),54091
3502309,2014,(Mil Reais),47599
3502408,1990,(Mil Cruzeiros),95563
3502408,1991,(Mil Cruzeiros),403283
3502408,1992,(Mil Cruzeiros),4480822
3502408,1993,(Mil Cruzeiros Reais),123794
3502408,1994,(Mil Reais),2620
3502408,1995,(Mil Reais),2512
3502408,1996,(Mil Reais),1849
3502408,1997,(Mil Reais),1742
3502408,1998,(Mil Reais),6445
3502408,1999,(Mil Reais),4848
3502408,2000,(Mil Reais),3867
3502408,2001,(Mil Reais),6966
3502408,2002,(Mil Reais),4602
3502408,2003,(Mil Reais),7454
3502408,2004,(Mil Reais),7169
3502408,2005,(Mil Reais),7278
3502408,2006,(Mil Reais),8562
3502408,2007,(Mil Reais),11840
3502408,2008,(Mil Reais),19215
3502408,2009,(Mil Reais),11527
3502408,2010,(Mil Reais),18391
3502408,2011,(Mil Reais),10973
3502408,2012,(Mil Reais),32517
3502408,2013,(Mil Reais),47708
3502408,2014,(Mil Reais),38195
3502507,1990,(Mil Cruzeiros),19296
3502507,1991,(Mil Cruzeiros),173296
3502507,1992,(Mil Cruzeiros),2952000
3502507,1993,(Mil Cruzeiros Reais),15784
3502507,1994,(Mil Reais),528
3502507,1995,(Mil Reais),456
3502507,1996,(Mil Reais),518
3502507,1997,(Mil Reais),619
3502507,1998,(Mil Reais),776
3502507,1999,(Mil Reais),549
3502507,2000,(Mil Reais),-
3502507,2001,(Mil Reais),409
3502507,2002,(Mil Reais),50
3502507,2003,(Mil Reais),660
3502507,2004,(Mil Reais),660
3502507,2005,(Mil Reais),660
3502507,2006,(Mil Reais),516
3502507,2007,(Mil Reais),748
3502507,2008,(Mil Reais),998
3502507,2009,(Mil Reais),989
3502507,2010,(Mil Reais),1048
3502507,2011,(Mil Reais),20
3502507,2012,(Mil Reais),1553
3502507,2013,(Mil Reais),1012
3502507,2014,(Mil Reais),1289
3502606,1990,(Mil Cruzeiros),49234
3502606,1991,(Mil Cruzeiros),272810
3502606,1992,(Mil Cruzeiros),3024549
3502606,1993,(Mil Cruzeiros Reais),41057
3502606,1994,(Mil Reais),862
3502606,1995,(Mil Reais),750
3502606,1996,(Mil Reais),780
3502606,1997,(Mil Reais),668
3502606,1998,(Mil Reais),551
3502606,1999,(Mil Reais),644
3502606,2000,(Mil Reais),859
3502606,2001,(Mil Reais),767
3502606,2002,(Mil Reais),873
3502606,2003,(Mil Reais),1372
3502606,2004,(Mil Reais),2037
3502606,2005,(Mil Reais),1300
3502606,2006,(Mil Reais),4765
3502606,2007,(Mil Reais),4489
3502606,2008,(Mil Reais),1537
3502606,2009,(Mil Reais),4639
3502606,2010,(Mil Reais),4283
3502606,2011,(Mil Reais),5646
3502606,2012,(Mil Reais),7036
3502606,2013,(Mil Reais),7144
3502606,2014,(Mil Reais),7085
3502705,1990,(Mil Cruzeiros),326178
3502705,1991,(Mil Cruzeiros),3803650
3502705,1992,(Mil Cruzeiros),45323090
3502705,1993,(Mil Cruzeiros Reais),706016
3502705,1994,(Mil Reais),39029
3502705,1995,(Mil Reais),11750
3502705,1996,(Mil Reais),19357
3502705,1997,(Mil Reais),9650
3502705,1998,(Mil Reais),16348
3502705,1999,(Mil Reais),20031
3502705,2000,(Mil Reais),49348
3502705,2001,(Mil Reais),2660
3502705,2002,(Mil Reais),31074
3502705,2003,(Mil Reais),41933
3502705,2004,(Mil Reais),32753
3502705,2005,(Mil Reais),36742
3502705,2006,(Mil Reais),29929
3502705,2007,(Mil Reais),92837
3502705,2008,(Mil Reais),89525
3502705,2009,(Mil Reais),85072
3502705,2010,(Mil Reais),85377
3502705,2011,(Mil Reais),73870
3502705,2012,(Mil Reais),71685
3502705,2013,(Mil Reais),167751
3502705,2014,(Mil Reais),232098
