Municipio,Lavoura temporária,Ano,Valor
3503109,Juta (fibra),2014,-
3503109,Linho (semente),1995,-
3503109,Linho (semente),2014,-
3503109,Malva (fibra),1995,-
3503109,Malva (fibra),2014,-
3503109,Mamona (baga),1995,-
3503109,Mamona (baga),2014,-
3503109,Mandioca,1995,42
3503109,Mandioca,2014,1658
3503109,Melancia,1995,-
3503109,Melancia,2014,-
3503109,Melão,1995,-
3503109,Melão,2014,-
3503109,Milho (em grão),1995,259
3503109,Milho (em grão),2014,2855
3503109,Rami (fibra),1995,-
3503109,Rami (fibra),2014,-
3503109,Soja (em grão),1995,17
3503109,Soja (em grão),2014,3270
3503109,Sorgo (em grão),1995,-
3503109,Sorgo (em grão),2014,-
3503109,Tomate,1995,-
3503109,Tomate,2014,-
3503109,Trigo (em grão),1995,-
3503109,Trigo (em grão),2014,120
3503109,Triticale (em grão),1995,-
3503109,Triticale (em grão),2014,180
3503158,Abacaxi,1995,-
3503158,Abacaxi,2014,-
3503158,Algodão herbáceo (em caroço),1995,-
3503158,Algodão herbáceo (em caroço),2014,-
3503158,Alho,1995,-
3503158,Alho,2014,-
3503158,Amendoim (em casca),1995,-
3503158,Amendoim (em casca),2014,-
3503158,Arroz (em casca),1995,-
3503158,Arroz (em casca),2014,-
3503158,Aveia (em grão),1995,-
3503158,Aveia (em grão),2014,-
3503158,Batata-doce,1995,-
3503158,Batata-doce,2014,-
3503158,Batata-inglesa,1995,-
3503158,Batata-inglesa,2014,-
3503158,Cana-de-açúcar,1995,1
3503158,Cana-de-açúcar,2014,268
3503158,Cebola,1995,-
3503158,Cebola,2014,-
3503158,Centeio (em grão),1995,-
3503158,Centeio (em grão),2014,-
3503158,Cevada (em grão),1995,-
3503158,Cevada (em grão),2014,-
3503158,Ervilha (em grão),1995,-
3503158,Ervilha (em grão),2014,-
3503158,Fava (em grão),1995,-
3503158,Fava (em grão),2014,-
3503158,Feijão (em grão),1995,7
3503158,Feijão (em grão),2014,21
3503158,Fumo (em folha),1995,-
3503158,Fumo (em folha),2014,-
3503158,Girassol (em grão),1995,-
3503158,Girassol (em grão),2014,-
3503158,Juta (fibra),1995,-
3503158,Juta (fibra),2014,-
3503158,Linho (semente),1995,-
3503158,Linho (semente),2014,-
3503158,Malva (fibra),1995,-
3503158,Malva (fibra),2014,-
3503158,Mamona (baga),1995,-
3503158,Mamona (baga),2014,-
3503158,Mandioca,1995,26
3503158,Mandioca,2014,-
3503158,Melancia,1995,-
3503158,Melancia,2014,-
3503158,Melão,1995,-
3503158,Melão,2014,-
3503158,Milho (em grão),1995,11
3503158,Milho (em grão),2014,41
3503158,Rami (fibra),1995,-
3503158,Rami (fibra),2014,-
3503158,Soja (em grão),1995,-
3503158,Soja (em grão),2014,-
3503158,Sorgo (em grão),1995,-
3503158,Sorgo (em grão),2014,-
3503158,Tomate,1995,-
3503158,Tomate,2014,-
3503158,Trigo (em grão),1995,-
3503158,Trigo (em grão),2014,-
3503158,Triticale (em grão),1995,-
3503158,Triticale (em grão),2014,-
3503208,Abacaxi,1995,-
3503208,Abacaxi,2014,-
3503208,Algodão herbáceo (em caroço),1995,36
3503208,Algodão herbáceo (em caroço),2014,-
3503208,Alho,1995,-
3503208,Alho,2014,-
3503208,Amendoim (em casca),1995,331
3503208,Amendoim (em casca),2014,900
3503208,Arroz (em casca),1995,240
3503208,Arroz (em casca),2014,-
3503208,Aveia (em grão),1995,-
3503208,Aveia (em grão),2014,-
3503208,Batata-doce,1995,-
3503208,Batata-doce,2014,-
3503208,Batata-inglesa,1995,-
3503208,Batata-inglesa,2014,-
3503208,Cana-de-açúcar,1995,27500
3503208,Cana-de-açúcar,2014,183520
3503208,Cebola,1995,-
3503208,Cebola,2014,-
3503208,Centeio (em grão),1995,-
3503208,Centeio (em grão),2014,-
3503208,Cevada (em grão),1995,-
3503208,Cevada (em grão),2014,-
3503208,Ervilha (em grão),1995,-
3503208,Ervilha (em grão),2014,-
3503208,Fava (em grão),1995,-
3503208,Fava (em grão),2014,-
3503208,Feijão (em grão),1995,54
3503208,Feijão (em grão),2014,38
3503208,Fumo (em folha),1995,-
3503208,Fumo (em folha),2014,-
3503208,Girassol (em grão),1995,-
3503208,Girassol (em grão),2014,-
3503208,Juta (fibra),1995,-
3503208,Juta (fibra),2014,-
3503208,Linho (semente),1995,-
3503208,Linho (semente),2014,-
3503208,Malva (fibra),1995,-
3503208,Malva (fibra),2014,-
3503208,Mamona (baga),1995,-
3503208,Mamona (baga),2014,-
3503208,Mandioca,1995,-
3503208,Mandioca,2014,26
3503208,Melancia,1995,-
3503208,Melancia,2014,-
3503208,Melão,1995,-
3503208,Melão,2014,-
3503208,Milho (em grão),1995,800
3503208,Milho (em grão),2014,2408
3503208,Rami (fibra),1995,-
3503208,Rami (fibra),2014,-
3503208,Soja (em grão),1995,288
3503208,Soja (em grão),2014,1985
3503208,Sorgo (em grão),1995,-
3503208,Sorgo (em grão),2014,-
3503208,Tomate,1995,-
3503208,Tomate,2014,-
3503208,Trigo (em grão),1995,-
3503208,Trigo (em grão),2014,-
3503208,Triticale (em grão),1995,-
3503208,Triticale (em grão),2014,-
3503307,Abacaxi,1995,-
3503307,Abacaxi,2014,-
3503307,Algodão herbáceo (em caroço),1995,295
3503307,Algodão herbáceo (em caroço),2014,-
3503307,Alho,1995,17
3503307,Alho,2014,-
3503307,Amendoim (em casca),1995,-
3503307,Amendoim (em casca),2014,-
3503307,Arroz (em casca),1995,45
3503307,Arroz (em casca),2014,-
3503307,Aveia (em grão),1995,-
3503307,Aveia (em grão),2014,-
3503307,Batata-doce,1995,-
3503307,Batata-doce,2014,-
3503307,Batata-inglesa,1995,-
3503307,Batata-inglesa,2014,-
3503307,Cana-de-açúcar,1995,22000
3503307,Cana-de-açúcar,2014,-
3503307,Cebola,1995,-
3503307,Cebola,2014,-
3503307,Centeio (em grão),1995,-
3503307,Centeio (em grão),2014,-
3503307,Cevada (em grão),1995,-
3503307,Cevada (em grão),2014,-
3503307,Ervilha (em grão),1995,-
3503307,Ervilha (em grão),2014,-
3503307,Fava (em grão),1995,-
3503307,Fava (em grão),2014,-
3503307,Feijão (em grão),1995,18
3503307,Feijão (em grão),2014,-
3503307,Fumo (em folha),1995,-
3503307,Fumo (em folha),2014,-
3503307,Girassol (em grão),1995,-
3503307,Girassol (em grão),2014,-
3503307,Juta (fibra),1995,-
3503307,Juta (fibra),2014,-
3503307,Linho (semente),1995,-
3503307,Linho (semente),2014,-
3503307,Malva (fibra),1995,-
3503307,Malva (fibra),2014,-
3503307,Mamona (baga),1995,-
3503307,Mamona (baga),2014,-
3503307,Mandioca,1995,630
3503307,Mandioca,2014,2813
3503307,Melancia,1995,-
3503307,Melancia,2014,-
3503307,Melão,1995,-
3503307,Melão,2014,-
3503307,Milho (em grão),1995,2439
3503307,Milho (em grão),2014,2772
3503307,Rami (fibra),1995,-
3503307,Rami (fibra),2014,-
3503307,Soja (em grão),1995,265
3503307,Soja (em grão),2014,2474
3503307,Sorgo (em grão),1995,4
3503307,Sorgo (em grão),2014,-
3503307,Tomate,1995,-
3503307,Tomate,2014,-
3503307,Trigo (em grão),1995,-
3503307,Trigo (em grão),2014,-
3503307,Triticale (em grão),1995,-
3503307,Triticale (em grão),2014,-
3503356,Abacaxi,1995,-
3503356,Abacaxi,2014,-
3503356,Algodão herbáceo (em caroço),1995,-
3503356,Algodão herbáceo (em caroço),2014,-
3503356,Alho,1995,-
3503356,Alho,2014,-
3503356,Amendoim (em casca),1995,-
3503356,Amendoim (em casca),2014,2707
3503356,Arroz (em casca),1995,-
3503356,Arroz (em casca),2014,-
3503356,Aveia (em grão),1995,-
3503356,Aveia (em grão),2014,-
3503356,Batata-doce,1995,-
3503356,Batata-doce,2014,-
3503356,Batata-inglesa,1995,-
3503356,Batata-inglesa,2014,-
3503356,Cana-de-açúcar,1995,-
3503356,Cana-de-açúcar,2014,16985
3503356,Cebola,1995,-
3503356,Cebola,2014,-
3503356,Centeio (em grão),1995,-
3503356,Centeio (em grão),2014,-
3503356,Cevada (em grão),1995,-
3503356,Cevada (em grão),2014,-
3503356,Ervilha (em grão),1995,-
3503356,Ervilha (em grão),2014,-
3503356,Fava (em grão),1995,-
3503356,Fava (em grão),2014,-
3503356,Feijão (em grão),1995,-
3503356,Feijão (em grão),2014,-
3503356,Fumo (em folha),1995,-
3503356,Fumo (em folha),2014,-
3503356,Girassol (em grão),1995,-
3503356,Girassol (em grão),2014,-
3503356,Juta (fibra),1995,-
3503356,Juta (fibra),2014,-
3503356,Linho (semente),1995,-
3503356,Linho (semente),2014,-
3503356,Malva (fibra),1995,-
3503356,Malva (fibra),2014,-
3503356,Mamona (baga),1995,-
3503356,Mamona (baga),2014,-
3503356,Mandioca,1995,-
3503356,Mandioca,2014,1290
3503356,Melancia,1995,-
3503356,Melancia,2014,121
3503356,Melão,1995,-
3503356,Melão,2014,-
3503356,Milho (em grão),1995,-
3503356,Milho (em grão),2014,135
3503356,Rami (fibra),1995,-
3503356,Rami (fibra),2014,-
3503356,Soja (em grão),1995,-
3503356,Soja (em grão),2014,-
3503356,Sorgo (em grão),1995,-
3503356,Sorgo (em grão),2014,-
3503356,Tomate,1995,-
3503356,Tomate,2014,-
3503356,Trigo (em grão),1995,-
3503356,Trigo (em grão),2014,-
3503356,Triticale (em grão),1995,-
3503356,Triticale (em grão),2014,-
3503406,Abacaxi,1995,23
3503406,Abacaxi,2014,228
3503406,Algodão herbáceo (em caroço),1995,112
3503406,Algodão herbáceo (em caroço),2014,-
3503406,Alho,1995,924
3503406,Alho,2014,-
3503406,Amendoim (em casca),1995,77
3503406,Amendoim (em casca),2014,832
3503406,Arroz (em casca),1995,-
3503406,Arroz (em casca),2014,-
3503406,Aveia (em grão),1995,-
3503406,Aveia (em grão),2014,-
3503406,Batata-doce,1995,-
3503406,Batata-doce,2014,-
3503406,Batata-inglesa,1995,-
3503406,Batata-inglesa,2014,-
3503406,Cana-de-açúcar,1995,264
3503406,Cana-de-açúcar,2014,22710
3503406,Cebola,1995,-
3503406,Cebola,2014,-
3503406,Centeio (em grão),1995,-
3503406,Centeio (em grão),2014,-
3503406,Cevada (em grão),1995,-
3503406,Cevada (em grão),2014,-
3503406,Ervilha (em grão),1995,-
3503406,Ervilha (em grão),2014,-
3503406,Fava (em grão),1995,-
3503406,Fava (em grão),2014,-
3503406,Feijão (em grão),1995,169
3503406,Feijão (em grão),2014,-
3503406,Fumo (em folha),1995,7
3503406,Fumo (em folha),2014,-
3503406,Girassol (em grão),1995,-
3503406,Girassol (em grão),2014,-
3503406,Juta (fibra),1995,-
3503406,Juta (fibra),2014,-
3503406,Linho (semente),1995,-
3503406,Linho (semente),2014,-
3503406,Malva (fibra),1995,-
3503406,Malva (fibra),2014,-
3503406,Mamona (baga),1995,9
3503406,Mamona (baga),2014,-
3503406,Mandioca,1995,162
3503406,Mandioca,2014,17
3503406,Melancia,1995,14
3503406,Melancia,2014,-
3503406,Melão,1995,14
3503406,Melão,2014,-
3503406,Milho (em grão),1995,484
3503406,Milho (em grão),2014,1353
3503406,Rami (fibra),1995,-
3503406,Rami (fibra),2014,-
3503406,Soja (em grão),1995,22
3503406,Soja (em grão),2014,100
3503406,Sorgo (em grão),1995,-
3503406,Sorgo (em grão),2014,231
3503406,Tomate,1995,168
3503406,Tomate,2014,-
3503406,Trigo (em grão),1995,-
3503406,Trigo (em grão),2014,-
3503406,Triticale (em grão),1995,-
3503406,Triticale (em grão),2014,-
3503505,Abacaxi,1995,-
3503505,Abacaxi,2014,-
3503505,Algodão herbáceo (em caroço),1995,-
3503505,Algodão herbáceo (em caroço),2014,-
3503505,Alho,1995,-
3503505,Alho,2014,-
3503505,Amendoim (em casca),1995,-
3503505,Amendoim (em casca),2014,-
3503505,Arroz (em casca),1995,-
3503505,Arroz (em casca),2014,8
3503505,Aveia (em grão),1995,-
3503505,Aveia (em grão),2014,-
3503505,Batata-doce,1995,-
3503505,Batata-doce,2014,-
3503505,Batata-inglesa,1995,-
3503505,Batata-inglesa,2014,-
3503505,Cana-de-açúcar,1995,-
3503505,Cana-de-açúcar,2014,126
3503505,Cebola,1995,-
3503505,Cebola,2014,-
3503505,Centeio (em grão),1995,-
3503505,Centeio (em grão),2014,-
3503505,Cevada (em grão),1995,-
3503505,Cevada (em grão),2014,-
3503505,Ervilha (em grão),1995,-
3503505,Ervilha (em grão),2014,-
3503505,Fava (em grão),1995,-
3503505,Fava (em grão),2014,-
3503505,Feijão (em grão),1995,32
3503505,Feijão (em grão),2014,50
3503505,Fumo (em folha),1995,-
3503505,Fumo (em folha),2014,-
3503505,Girassol (em grão),1995,-
3503505,Girassol (em grão),2014,-
3503505,Juta (fibra),1995,-
3503505,Juta (fibra),2014,-
3503505,Linho (semente),1995,-
3503505,Linho (semente),2014,-
3503505,Malva (fibra),1995,-
3503505,Malva (fibra),2014,-
3503505,Mamona (baga),1995,-
3503505,Mamona (baga),2014,-
3503505,Mandioca,1995,27
3503505,Mandioca,2014,30
3503505,Melancia,1995,-
3503505,Melancia,2014,-
3503505,Melão,1995,-
3503505,Melão,2014,-
3503505,Milho (em grão),1995,23
3503505,Milho (em grão),2014,95
3503505,Rami (fibra),1995,-
3503505,Rami (fibra),2014,-
3503505,Soja (em grão),1995,-
3503505,Soja (em grão),2014,-
3503505,Sorgo (em grão),1995,-
3503505,Sorgo (em grão),2014,-
3503505,Tomate,1995,-
3503505,Tomate,2014,-
3503505,Trigo (em grão),1995,-
3503505,Trigo (em grão),2014,-
3503505,Triticale (em grão),1995,-
3503505,Triticale (em grão),2014,-
3503604,Abacaxi,1995,-
3503604,Abacaxi,2014,-
3503604,Algodão herbáceo (em caroço),1995,-
3503604,Algodão herbáceo (em caroço),2014,-
3503604,Alho,1995,-
3503604,Alho,2014,-
3503604,Amendoim (em casca),1995,-
3503604,Amendoim (em casca),2014,-
3503604,Arroz (em casca),1995,9
3503604,Arroz (em casca),2014,-
3503604,Aveia (em grão),1995,-
3503604,Aveia (em grão),2014,-
3503604,Batata-doce,1995,-
3503604,Batata-doce,2014,-
3503604,Batata-inglesa,1995,-
3503604,Batata-inglesa,2014,-
3503604,Cana-de-açúcar,1995,4532
3503604,Cana-de-açúcar,2014,28560
3503604,Cebola,1995,-
3503604,Cebola,2014,-
3503604,Centeio (em grão),1995,-
3503604,Centeio (em grão),2014,-
3503604,Cevada (em grão),1995,-
3503604,Cevada (em grão),2014,-
3503604,Ervilha (em grão),1995,-
3503604,Ervilha (em grão),2014,-
3503604,Fava (em grão),1995,-
3503604,Fava (em grão),2014,-
3503604,Feijão (em grão),1995,5
3503604,Feijão (em grão),2014,77
3503604,Fumo (em folha),1995,-
3503604,Fumo (em folha),2014,-
3503604,Girassol (em grão),1995,-
3503604,Girassol (em grão),2014,-
3503604,Juta (fibra),1995,-
3503604,Juta (fibra),2014,-
3503604,Linho (semente),1995,-
3503604,Linho (semente),2014,-
3503604,Malva (fibra),1995,-
3503604,Malva (fibra),2014,-
3503604,Mamona (baga),1995,-
3503604,Mamona (baga),2014,-
3503604,Mandioca,1995,8
3503604,Mandioca,2014,-
3503604,Melancia,1995,-
3503604,Melancia,2014,-
3503604,Melão,1995,-
3503604,Melão,2014,-
3503604,Milho (em grão),1995,60
3503604,Milho (em grão),2014,183
3503604,Rami (fibra),1995,-
3503604,Rami (fibra),2014,-
3503604,Soja (em grão),1995,-
3503604,Soja (em grão),2014,100
3503604,Sorgo (em grão),1995,-
3503604,Sorgo (em grão),2014,-
3503604,Tomate,1995,-
3503604,Tomate,2014,-
3503604,Trigo (em grão),1995,-
3503604,Trigo (em grão),2014,-
3503604,Triticale (em grão),1995,-
3503604,Triticale (em grão),2014,-
3503703,Abacaxi,1995,-
3503703,Abacaxi,2014,-
3503703,Algodão herbáceo (em caroço),1995,-
3503703,Algodão herbáceo (em caroço),2014,-
3503703,Alho,1995,-
3503703,Alho,2014,-
3503703,Amendoim (em casca),1995,-
3503703,Amendoim (em casca),2014,1411
3503703,Arroz (em casca),1995,68
3503703,Arroz (em casca),2014,-
3503703,Aveia (em grão),1995,-
3503703,Aveia (em grão),2014,-
3503703,Batata-doce,1995,-
3503703,Batata-doce,2014,-
3503703,Batata-inglesa,1995,-
3503703,Batata-inglesa,2014,-
3503703,Cana-de-açúcar,1995,4158
3503703,Cana-de-açúcar,2014,32492
3503703,Cebola,1995,-
3503703,Cebola,2014,-
3503703,Centeio (em grão),1995,-
3503703,Centeio (em grão),2014,-
3503703,Cevada (em grão),1995,-
3503703,Cevada (em grão),2014,-
3503703,Ervilha (em grão),1995,-
3503703,Ervilha (em grão),2014,-
3503703,Fava (em grão),1995,-
3503703,Fava (em grão),2014,-
3503703,Feijão (em grão),1995,-
3503703,Feijão (em grão),2014,-
3503703,Fumo (em folha),1995,-
3503703,Fumo (em folha),2014,-
3503703,Girassol (em grão),1995,-
3503703,Girassol (em grão),2014,-
3503703,Juta (fibra),1995,-
3503703,Juta (fibra),2014,-
3503703,Linho (semente),1995,-
3503703,Linho (semente),2014,-
3503703,Malva (fibra),1995,-
3503703,Malva (fibra),2014,-
3503703,Mamona (baga),1995,-
3503703,Mamona (baga),2014,-
3503703,Mandioca,1995,17
3503703,Mandioca,2014,14
3503703,Melancia,1995,-
3503703,Melancia,2014,64
3503703,Melão,1995,-
3503703,Melão,2014,-
3503703,Milho (em grão),1995,162
3503703,Milho (em grão),2014,56
3503703,Rami (fibra),1995,-
3503703,Rami (fibra),2014,-
3503703,Soja (em grão),1995,-
3503703,Soja (em grão),2014,-
3503703,Sorgo (em grão),1995,-
3503703,Sorgo (em grão),2014,-
3503703,Tomate,1995,23
3503703,Tomate,2014,-
3503703,Trigo (em grão),1995,-
3503703,Trigo (em grão),2014,-
3503703,Triticale (em grão),1995,-
3503703,Triticale (em grão),2014,-
3503802,Abacaxi,1995,-
3503802,Abacaxi,2014,-
3503802,Algodão herbáceo (em caroço),1995,144
3503802,Algodão herbáceo (em caroço),2014,-
3503802,Alho,1995,-
3503802,Alho,2014,-
3503802,Amendoim (em casca),1995,-
3503802,Amendoim (em casca),2014,-
3503802,Arroz (em casca),1995,47
3503802,Arroz (em casca),2014,-
3503802,Aveia (em grão),1995,-
3503802,Aveia (em grão),2014,-
3503802,Batata-doce,1995,-
3503802,Batata-doce,2014,-
3503802,Batata-inglesa,1995,-
3503802,Batata-inglesa,2014,-
3503802,Cana-de-açúcar,1995,1361
3503802,Cana-de-açúcar,2014,14071
3503802,Cebola,1995,-
3503802,Cebola,2014,-
3503802,Centeio (em grão),1995,-
3503802,Centeio (em grão),2014,-
3503802,Cevada (em grão),1995,-
3503802,Cevada (em grão),2014,-
3503802,Ervilha (em grão),1995,-
3503802,Ervilha (em grão),2014,-
3503802,Fava (em grão),1995,-
3503802,Fava (em grão),2014,-
3503802,Feijão (em grão),1995,8
3503802,Feijão (em grão),2014,-
3503802,Fumo (em folha),1995,-
3503802,Fumo (em folha),2014,-
3503802,Girassol (em grão),1995,-
3503802,Girassol (em grão),2014,-
3503802,Juta (fibra),1995,-
3503802,Juta (fibra),2014,-
3503802,Linho (semente),1995,-
3503802,Linho (semente),2014,-
3503802,Malva (fibra),1995,-
3503802,Malva (fibra),2014,-
3503802,Mamona (baga),1995,-
3503802,Mamona (baga),2014,-
3503802,Mandioca,1995,126
3503802,Mandioca,2014,6150
3503802,Melancia,1995,-
3503802,Melancia,2014,-
3503802,Melão,1995,-
3503802,Melão,2014,-
3503802,Milho (em grão),1995,504
3503802,Milho (em grão),2014,1404
3503802,Rami (fibra),1995,-
3503802,Rami (fibra),2014,-
3503802,Soja (em grão),1995,-
3503802,Soja (em grão),2014,-
3503802,Sorgo (em grão),1995,-
3503802,Sorgo (em grão),2014,-
3503802,Tomate,1995,189
3503802,Tomate,2014,-
3503802,Trigo (em grão),1995,-
3503802,Trigo (em grão),2014,-
3503802,Triticale (em grão),1995,-
3503802,Triticale (em grão),2014,-
3503901,Abacaxi,1995,-
3503901,Abacaxi,2014,-
3503901,Algodão herbáceo (em caroço),1995,-
3503901,Algodão herbáceo (em caroço),2014,-
3503901,Alho,1995,-
3503901,Alho,2014,-
3503901,Amendoim (em casca),1995,-
3503901,Amendoim (em casca),2014,-
3503901,Arroz (em casca),1995,-
3503901,Arroz (em casca),2014,-
3503901,Aveia (em grão),1995,-
3503901,Aveia (em grão),2014,-
3503901,Batata-doce,1995,-
3503901,Batata-doce,2014,-
3503901,Batata-inglesa,1995,-
3503901,Batata-inglesa,2014,-
3503901,Cana-de-açúcar,1995,-
3503901,Cana-de-açúcar,2014,-
3503901,Cebola,1995,-
3503901,Cebola,2014,-
3503901,Centeio (em grão),1995,-
3503901,Centeio (em grão),2014,-
3503901,Cevada (em grão),1995,-
3503901,Cevada (em grão),2014,-
3503901,Ervilha (em grão),1995,-
3503901,Ervilha (em grão),2014,-
3503901,Fava (em grão),1995,-
3503901,Fava (em grão),2014,-
3503901,Feijão (em grão),1995,-
3503901,Feijão (em grão),2014,-
3503901,Fumo (em folha),1995,-
3503901,Fumo (em folha),2014,-
3503901,Girassol (em grão),1995,-
3503901,Girassol (em grão),2014,-
3503901,Juta (fibra),1995,-
3503901,Juta (fibra),2014,-
3503901,Linho (semente),1995,-
3503901,Linho (semente),2014,-
3503901,Malva (fibra),1995,-
3503901,Malva (fibra),2014,-
3503901,Mamona (baga),1995,-
3503901,Mamona (baga),2014,-
3503901,Mandioca,1995,-
3503901,Mandioca,2014,-
3503901,Melancia,1995,-
3503901,Melancia,2014,-
3503901,Melão,1995,-
3503901,Melão,2014,-
3503901,Milho (em grão),1995,-
3503901,Milho (em grão),2014,-
3503901,Rami (fibra),1995,-
3503901,Rami (fibra),2014,-
3503901,Soja (em grão),1995,-
3503901,Soja (em grão),2014,-
3503901,Sorgo (em grão),1995,-
3503901,Sorgo (em grão),2014,-
3503901,Tomate,1995,-
3503901,Tomate,2014,-
3503901,Trigo (em grão),1995,-
3503901,Trigo (em grão),2014,-
3503901,Triticale (em grão),1995,-
3503901,Triticale (em grão),2014,-
3503950,Abacaxi,1995,-
3503950,Abacaxi,2014,-
3503950,Algodão herbáceo (em caroço),1995,329
3503950,Algodão herbáceo (em caroço),2014,-
3503950,Alho,1995,13
3503950,Alho,2014,-
3503950,Amendoim (em casca),1995,-
3503950,Amendoim (em casca),2014,-
3503950,Arroz (em casca),1995,21
3503950,Arroz (em casca),2014,-
3503950,Aveia (em grão),1995,-
3503950,Aveia (em grão),2014,-
3503950,Batata-doce,1995,-
3503950,Batata-doce,2014,-
3503950,Batata-inglesa,1995,-
3503950,Batata-inglesa,2014,-
3503950,Cana-de-açúcar,1995,-
3503950,Cana-de-açúcar,2014,1794
3503950,Cebola,1995,19
3503950,Cebola,2014,-
3503950,Centeio (em grão),1995,-
3503950,Centeio (em grão),2014,-
3503950,Cevada (em grão),1995,-
3503950,Cevada (em grão),2014,-
3503950,Ervilha (em grão),1995,-
3503950,Ervilha (em grão),2014,-
3503950,Fava (em grão),1995,-
3503950,Fava (em grão),2014,-
3503950,Feijão (em grão),1995,24
3503950,Feijão (em grão),2014,1
3503950,Fumo (em folha),1995,-
3503950,Fumo (em folha),2014,-
3503950,Girassol (em grão),1995,-
3503950,Girassol (em grão),2014,-
3503950,Juta (fibra),1995,-
3503950,Juta (fibra),2014,-
3503950,Linho (semente),1995,-
3503950,Linho (semente),2014,-
3503950,Malva (fibra),1995,-
3503950,Malva (fibra),2014,-
3503950,Mamona (baga),1995,-
3503950,Mamona (baga),2014,-
3503950,Mandioca,1995,84
3503950,Mandioca,2014,112
3503950,Melancia,1995,49
3503950,Melancia,2014,11
3503950,Melão,1995,-
3503950,Melão,2014,-
3503950,Milho (em grão),1995,139
3503950,Milho (em grão),2014,106
3503950,Rami (fibra),1995,-
3503950,Rami (fibra),2014,-
3503950,Soja (em grão),1995,-
3503950,Soja (em grão),2014,-
3503950,Sorgo (em grão),1995,-
3503950,Sorgo (em grão),2014,-
3503950,Tomate,1995,87
3503950,Tomate,2014,92
3503950,Trigo (em grão),1995,-
3503950,Trigo (em grão),2014,-
3503950,Triticale (em grão),1995,-
3503950,Triticale (em grão),2014,-
3504008,Abacaxi,1995,-
3504008,Abacaxi,2014,-
3504008,Algodão herbáceo (em caroço),1995,-
3504008,Algodão herbáceo (em caroço),2014,-
3504008,Alho,1995,-
3504008,Alho,2014,-
3504008,Amendoim (em casca),1995,-
3504008,Amendoim (em casca),2014,3034
3504008,Arroz (em casca),1995,36
3504008,Arroz (em casca),2014,-
3504008,Aveia (em grão),1995,-
3504008,Aveia (em grão),2014,59
3504008,Batata-doce,1995,-
3504008,Batata-doce,2014,-
3504008,Batata-inglesa,1995,-
3504008,Batata-inglesa,2014,-
3504008,Cana-de-açúcar,1995,4400
3504008,Cana-de-açúcar,2014,50488
3504008,Cebola,1995,-
3504008,Cebola,2014,-
3504008,Centeio (em grão),1995,-
3504008,Centeio (em grão),2014,-
3504008,Cevada (em grão),1995,-
3504008,Cevada (em grão),2014,-
3504008,Ervilha (em grão),1995,-
3504008,Ervilha (em grão),2014,-
3504008,Fava (em grão),1995,-
3504008,Fava (em grão),2014,-
3504008,Feijão (em grão),1995,14
3504008,Feijão (em grão),2014,114
3504008,Fumo (em folha),1995,-
3504008,Fumo (em folha),2014,-
3504008,Girassol (em grão),1995,-
3504008,Girassol (em grão),2014,-
3504008,Juta (fibra),1995,-
3504008,Juta (fibra),2014,-
3504008,Linho (semente),1995,-
3504008,Linho (semente),2014,-
3504008,Malva (fibra),1995,-
3504008,Malva (fibra),2014,-
3504008,Mamona (baga),1995,-
3504008,Mamona (baga),2014,-
3504008,Mandioca,1995,6153
3504008,Mandioca,2014,2051
3504008,Melancia,1995,-
3504008,Melancia,2014,-
3504008,Melão,1995,-
3504008,Melão,2014,-
3504008,Milho (em grão),1995,972
3504008,Milho (em grão),2014,6926
3504008,Rami (fibra),1995,-
3504008,Rami (fibra),2014,-
3504008,Soja (em grão),1995,2340
3504008,Soja (em grão),2014,12598
3504008,Sorgo (em grão),1995,-
3504008,Sorgo (em grão),2014,-
3504008,Tomate,1995,-
3504008,Tomate,2014,-
3504008,Trigo (em grão),1995,282
3504008,Trigo (em grão),2014,41
3504008,Triticale (em grão),1995,-
3504008,Triticale (em grão),2014,-
3504107,Abacaxi,1995,-
3504107,Abacaxi,2014,-
3504107,Algodão herbáceo (em caroço),1995,-
3504107,Algodão herbáceo (em caroço),2014,-
3504107,Alho,1995,-
3504107,Alho,2014,-
3504107,Amendoim (em casca),1995,-
3504107,Amendoim (em casca),2014,-
3504107,Arroz (em casca),1995,3
3504107,Arroz (em casca),2014,-
3504107,Aveia (em grão),1995,-
3504107,Aveia (em grão),2014,-
3504107,Batata-doce,1995,-
3504107,Batata-doce,2014,-
3504107,Batata-inglesa,1995,-
3504107,Batata-inglesa,2014,-
3504107,Cana-de-açúcar,1995,14
3504107,Cana-de-açúcar,2014,168
3504107,Cebola,1995,-
3504107,Cebola,2014,-
3504107,Centeio (em grão),1995,-
3504107,Centeio (em grão),2014,-
3504107,Cevada (em grão),1995,-
3504107,Cevada (em grão),2014,-
3504107,Ervilha (em grão),1995,-
3504107,Ervilha (em grão),2014,-
3504107,Fava (em grão),1995,-
3504107,Fava (em grão),2014,-
3504107,Feijão (em grão),1995,77
3504107,Feijão (em grão),2014,106
3504107,Fumo (em folha),1995,-
3504107,Fumo (em folha),2014,-
3504107,Girassol (em grão),1995,-
3504107,Girassol (em grão),2014,-
3504107,Juta (fibra),1995,-
3504107,Juta (fibra),2014,-
3504107,Linho (semente),1995,-
3504107,Linho (semente),2014,-
3504107,Malva (fibra),1995,-
3504107,Malva (fibra),2014,-
3504107,Mamona (baga),1995,-
3504107,Mamona (baga),2014,-
3504107,Mandioca,1995,71
