Municipio,Lavoura temporária,Ano,Valor
3525409,Cevada (em grão),1995,-
3525409,Cevada (em grão),2014,-
3525409,Ervilha (em grão),1995,-
3525409,Ervilha (em grão),2014,-
3525409,Fava (em grão),1995,-
3525409,Fava (em grão),2014,-
3525409,Feijão (em grão),1995,59
3525409,Feijão (em grão),2014,449
3525409,Fumo (em folha),1995,-
3525409,Fumo (em folha),2014,-
3525409,Girassol (em grão),1995,-
3525409,Girassol (em grão),2014,-
3525409,Juta (fibra),1995,-
3525409,Juta (fibra),2014,-
3525409,Linho (semente),1995,-
3525409,Linho (semente),2014,-
3525409,Malva (fibra),1995,-
3525409,Malva (fibra),2014,-
3525409,Mamona (baga),1995,-
3525409,Mamona (baga),2014,-
3525409,Mandioca,1995,-
3525409,Mandioca,2014,-
3525409,Melancia,1995,-
3525409,Melancia,2014,-
3525409,Melão,1995,-
3525409,Melão,2014,-
3525409,Milho (em grão),1995,780
3525409,Milho (em grão),2014,483
3525409,Rami (fibra),1995,-
3525409,Rami (fibra),2014,-
3525409,Soja (em grão),1995,864
3525409,Soja (em grão),2014,422
3525409,Sorgo (em grão),1995,35
3525409,Sorgo (em grão),2014,571
3525409,Tomate,1995,-
3525409,Tomate,2014,4469
3525409,Trigo (em grão),1995,-
3525409,Trigo (em grão),2014,-
3525409,Triticale (em grão),1995,-
3525409,Triticale (em grão),2014,-
3525508,Abacaxi,1995,-
3525508,Abacaxi,2014,-
3525508,Algodão herbáceo (em caroço),1995,-
3525508,Algodão herbáceo (em caroço),2014,-
3525508,Alho,1995,-
3525508,Alho,2014,-
3525508,Amendoim (em casca),1995,-
3525508,Amendoim (em casca),2014,-
3525508,Arroz (em casca),1995,18
3525508,Arroz (em casca),2014,-
3525508,Aveia (em grão),1995,-
3525508,Aveia (em grão),2014,-
3525508,Batata-doce,1995,-
3525508,Batata-doce,2014,-
3525508,Batata-inglesa,1995,1977
3525508,Batata-inglesa,2014,409
3525508,Cana-de-açúcar,1995,33
3525508,Cana-de-açúcar,2014,-
3525508,Cebola,1995,-
3525508,Cebola,2014,-
3525508,Centeio (em grão),1995,-
3525508,Centeio (em grão),2014,-
3525508,Cevada (em grão),1995,-
3525508,Cevada (em grão),2014,-
3525508,Ervilha (em grão),1995,-
3525508,Ervilha (em grão),2014,-
3525508,Fava (em grão),1995,-
3525508,Fava (em grão),2014,-
3525508,Feijão (em grão),1995,273
3525508,Feijão (em grão),2014,44
3525508,Fumo (em folha),1995,-
3525508,Fumo (em folha),2014,-
3525508,Girassol (em grão),1995,-
3525508,Girassol (em grão),2014,-
3525508,Juta (fibra),1995,-
3525508,Juta (fibra),2014,-
3525508,Linho (semente),1995,-
3525508,Linho (semente),2014,-
3525508,Malva (fibra),1995,-
3525508,Malva (fibra),2014,-
3525508,Mamona (baga),1995,-
3525508,Mamona (baga),2014,-
3525508,Mandioca,1995,-
3525508,Mandioca,2014,35
3525508,Melancia,1995,-
3525508,Melancia,2014,-
3525508,Melão,1995,-
3525508,Melão,2014,-
3525508,Milho (em grão),1995,144
3525508,Milho (em grão),2014,31
3525508,Rami (fibra),1995,-
3525508,Rami (fibra),2014,-
3525508,Soja (em grão),1995,-
3525508,Soja (em grão),2014,-
3525508,Sorgo (em grão),1995,-
3525508,Sorgo (em grão),2014,-
3525508,Tomate,1995,280
3525508,Tomate,2014,666
3525508,Trigo (em grão),1995,-
3525508,Trigo (em grão),2014,-
3525508,Triticale (em grão),1995,-
3525508,Triticale (em grão),2014,-
3525607,Abacaxi,1995,-
3525607,Abacaxi,2014,-
3525607,Algodão herbáceo (em caroço),1995,105
3525607,Algodão herbáceo (em caroço),2014,-
3525607,Alho,1995,-
3525607,Alho,2014,-
3525607,Amendoim (em casca),1995,313
3525607,Amendoim (em casca),2014,5256
3525607,Arroz (em casca),1995,-
3525607,Arroz (em casca),2014,-
3525607,Aveia (em grão),1995,-
3525607,Aveia (em grão),2014,-
3525607,Batata-doce,1995,-
3525607,Batata-doce,2014,1608
3525607,Batata-inglesa,1995,-
3525607,Batata-inglesa,2014,-
3525607,Cana-de-açúcar,1995,3696
3525607,Cana-de-açúcar,2014,90345
3525607,Cebola,1995,-
3525607,Cebola,2014,-
3525607,Centeio (em grão),1995,-
3525607,Centeio (em grão),2014,-
3525607,Cevada (em grão),1995,-
3525607,Cevada (em grão),2014,-
3525607,Ervilha (em grão),1995,-
3525607,Ervilha (em grão),2014,-
3525607,Fava (em grão),1995,-
3525607,Fava (em grão),2014,-
3525607,Feijão (em grão),1995,22
3525607,Feijão (em grão),2014,198
3525607,Fumo (em folha),1995,-
3525607,Fumo (em folha),2014,-
3525607,Girassol (em grão),1995,-
3525607,Girassol (em grão),2014,-
3525607,Juta (fibra),1995,-
3525607,Juta (fibra),2014,-
3525607,Linho (semente),1995,-
3525607,Linho (semente),2014,-
3525607,Malva (fibra),1995,-
3525607,Malva (fibra),2014,-
3525607,Mamona (baga),1995,-
3525607,Mamona (baga),2014,-
3525607,Mandioca,1995,840
3525607,Mandioca,2014,1696
3525607,Melancia,1995,275
3525607,Melancia,2014,1548
3525607,Melão,1995,-
3525607,Melão,2014,-
3525607,Milho (em grão),1995,5
3525607,Milho (em grão),2014,29
3525607,Rami (fibra),1995,-
3525607,Rami (fibra),2014,-
3525607,Soja (em grão),1995,39
3525607,Soja (em grão),2014,2898
3525607,Sorgo (em grão),1995,-
3525607,Sorgo (em grão),2014,-
3525607,Tomate,1995,-
3525607,Tomate,2014,-
3525607,Trigo (em grão),1995,-
3525607,Trigo (em grão),2014,-
3525607,Triticale (em grão),1995,-
3525607,Triticale (em grão),2014,-
3525706,Abacaxi,1995,-
3525706,Abacaxi,2014,-
3525706,Algodão herbáceo (em caroço),1995,132
3525706,Algodão herbáceo (em caroço),2014,-
3525706,Alho,1995,-
3525706,Alho,2014,-
3525706,Amendoim (em casca),1995,68
3525706,Amendoim (em casca),2014,6650
3525706,Arroz (em casca),1995,515
3525706,Arroz (em casca),2014,-
3525706,Aveia (em grão),1995,-
3525706,Aveia (em grão),2014,-
3525706,Batata-doce,1995,-
3525706,Batata-doce,2014,-
3525706,Batata-inglesa,1995,-
3525706,Batata-inglesa,2014,-
3525706,Cana-de-açúcar,1995,1320
3525706,Cana-de-açúcar,2014,100109
3525706,Cebola,1995,-
3525706,Cebola,2014,-
3525706,Centeio (em grão),1995,-
3525706,Centeio (em grão),2014,-
3525706,Cevada (em grão),1995,-
3525706,Cevada (em grão),2014,-
3525706,Ervilha (em grão),1995,-
3525706,Ervilha (em grão),2014,-
3525706,Fava (em grão),1995,-
3525706,Fava (em grão),2014,-
3525706,Feijão (em grão),1995,20
3525706,Feijão (em grão),2014,251
3525706,Fumo (em folha),1995,-
3525706,Fumo (em folha),2014,-
3525706,Girassol (em grão),1995,-
3525706,Girassol (em grão),2014,-
3525706,Juta (fibra),1995,-
3525706,Juta (fibra),2014,-
3525706,Linho (semente),1995,-
3525706,Linho (semente),2014,-
3525706,Malva (fibra),1995,-
3525706,Malva (fibra),2014,-
3525706,Mamona (baga),1995,-
3525706,Mamona (baga),2014,-
3525706,Mandioca,1995,105
3525706,Mandioca,2014,173
3525706,Melancia,1995,210
3525706,Melancia,2014,936
3525706,Melão,1995,-
3525706,Melão,2014,-
3525706,Milho (em grão),1995,1472
3525706,Milho (em grão),2014,4662
3525706,Rami (fibra),1995,-
3525706,Rami (fibra),2014,-
3525706,Soja (em grão),1995,72
3525706,Soja (em grão),2014,4410
3525706,Sorgo (em grão),1995,16
3525706,Sorgo (em grão),2014,135
3525706,Tomate,1995,88
3525706,Tomate,2014,6120
3525706,Trigo (em grão),1995,-
3525706,Trigo (em grão),2014,-
3525706,Triticale (em grão),1995,-
3525706,Triticale (em grão),2014,-
3525805,Abacaxi,1995,-
3525805,Abacaxi,2014,-
3525805,Algodão herbáceo (em caroço),1995,-
3525805,Algodão herbáceo (em caroço),2014,-
3525805,Alho,1995,-
3525805,Alho,2014,-
3525805,Amendoim (em casca),1995,16
3525805,Amendoim (em casca),2014,585
3525805,Arroz (em casca),1995,-
3525805,Arroz (em casca),2014,-
3525805,Aveia (em grão),1995,-
3525805,Aveia (em grão),2014,-
3525805,Batata-doce,1995,-
3525805,Batata-doce,2014,-
3525805,Batata-inglesa,1995,-
3525805,Batata-inglesa,2014,-
3525805,Cana-de-açúcar,1995,350
3525805,Cana-de-açúcar,2014,1372
3525805,Cebola,1995,-
3525805,Cebola,2014,-
3525805,Centeio (em grão),1995,-
3525805,Centeio (em grão),2014,-
3525805,Cevada (em grão),1995,-
3525805,Cevada (em grão),2014,-
3525805,Ervilha (em grão),1995,-
3525805,Ervilha (em grão),2014,-
3525805,Fava (em grão),1995,-
3525805,Fava (em grão),2014,-
3525805,Feijão (em grão),1995,16
3525805,Feijão (em grão),2014,7
3525805,Fumo (em folha),1995,-
3525805,Fumo (em folha),2014,-
3525805,Girassol (em grão),1995,-
3525805,Girassol (em grão),2014,-
3525805,Juta (fibra),1995,-
3525805,Juta (fibra),2014,-
3525805,Linho (semente),1995,-
3525805,Linho (semente),2014,-
3525805,Malva (fibra),1995,-
3525805,Malva (fibra),2014,-
3525805,Mamona (baga),1995,-
3525805,Mamona (baga),2014,-
3525805,Mandioca,1995,-
3525805,Mandioca,2014,330
3525805,Melancia,1995,4
3525805,Melancia,2014,-
3525805,Melão,1995,-
3525805,Melão,2014,-
3525805,Milho (em grão),1995,198
3525805,Milho (em grão),2014,48
3525805,Rami (fibra),1995,-
3525805,Rami (fibra),2014,-
3525805,Soja (em grão),1995,-
3525805,Soja (em grão),2014,-
3525805,Sorgo (em grão),1995,-
3525805,Sorgo (em grão),2014,-
3525805,Tomate,1995,-
3525805,Tomate,2014,-
3525805,Trigo (em grão),1995,-
3525805,Trigo (em grão),2014,-
3525805,Triticale (em grão),1995,-
3525805,Triticale (em grão),2014,-
3525854,Abacaxi,1995,-
3525854,Abacaxi,2014,-
3525854,Algodão herbáceo (em caroço),1995,-
3525854,Algodão herbáceo (em caroço),2014,-
3525854,Alho,1995,-
3525854,Alho,2014,-
3525854,Amendoim (em casca),1995,-
3525854,Amendoim (em casca),2014,-
3525854,Arroz (em casca),1995,-
3525854,Arroz (em casca),2014,-
3525854,Aveia (em grão),1995,-
3525854,Aveia (em grão),2014,-
3525854,Batata-doce,1995,-
3525854,Batata-doce,2014,-
3525854,Batata-inglesa,1995,-
3525854,Batata-inglesa,2014,-
3525854,Cana-de-açúcar,1995,-
3525854,Cana-de-açúcar,2014,1905
3525854,Cebola,1995,-
3525854,Cebola,2014,-
3525854,Centeio (em grão),1995,-
3525854,Centeio (em grão),2014,-
3525854,Cevada (em grão),1995,-
3525854,Cevada (em grão),2014,-
3525854,Ervilha (em grão),1995,-
3525854,Ervilha (em grão),2014,-
3525854,Fava (em grão),1995,-
3525854,Fava (em grão),2014,-
3525854,Feijão (em grão),1995,-
3525854,Feijão (em grão),2014,106
3525854,Fumo (em folha),1995,-
3525854,Fumo (em folha),2014,-
3525854,Girassol (em grão),1995,-
3525854,Girassol (em grão),2014,-
3525854,Juta (fibra),1995,-
3525854,Juta (fibra),2014,-
3525854,Linho (semente),1995,-
3525854,Linho (semente),2014,-
3525854,Malva (fibra),1995,-
3525854,Malva (fibra),2014,-
3525854,Mamona (baga),1995,-
3525854,Mamona (baga),2014,-
3525854,Mandioca,1995,-
3525854,Mandioca,2014,-
3525854,Melancia,1995,-
3525854,Melancia,2014,-
3525854,Melão,1995,-
3525854,Melão,2014,-
3525854,Milho (em grão),1995,-
3525854,Milho (em grão),2014,392
3525854,Rami (fibra),1995,-
3525854,Rami (fibra),2014,-
3525854,Soja (em grão),1995,-
3525854,Soja (em grão),2014,97
3525854,Sorgo (em grão),1995,-
3525854,Sorgo (em grão),2014,-
3525854,Tomate,1995,-
3525854,Tomate,2014,-
3525854,Trigo (em grão),1995,-
3525854,Trigo (em grão),2014,-
3525854,Triticale (em grão),1995,-
3525854,Triticale (em grão),2014,-
3525904,Abacaxi,1995,-
3525904,Abacaxi,2014,-
3525904,Algodão herbáceo (em caroço),1995,-
3525904,Algodão herbáceo (em caroço),2014,-
3525904,Alho,1995,-
3525904,Alho,2014,-
3525904,Amendoim (em casca),1995,-
3525904,Amendoim (em casca),2014,-
3525904,Arroz (em casca),1995,8
3525904,Arroz (em casca),2014,3
3525904,Aveia (em grão),1995,-
3525904,Aveia (em grão),2014,-
3525904,Batata-doce,1995,-
3525904,Batata-doce,2014,-
3525904,Batata-inglesa,1995,-
3525904,Batata-inglesa,2014,-
3525904,Cana-de-açúcar,1995,-
3525904,Cana-de-açúcar,2014,-
3525904,Cebola,1995,-
3525904,Cebola,2014,-
3525904,Centeio (em grão),1995,-
3525904,Centeio (em grão),2014,-
3525904,Cevada (em grão),1995,-
3525904,Cevada (em grão),2014,-
3525904,Ervilha (em grão),1995,-
3525904,Ervilha (em grão),2014,-
3525904,Fava (em grão),1995,-
3525904,Fava (em grão),2014,-
3525904,Feijão (em grão),1995,24
3525904,Feijão (em grão),2014,27
3525904,Fumo (em folha),1995,-
3525904,Fumo (em folha),2014,-
3525904,Girassol (em grão),1995,-
3525904,Girassol (em grão),2014,-
3525904,Juta (fibra),1995,-
3525904,Juta (fibra),2014,-
3525904,Linho (semente),1995,-
3525904,Linho (semente),2014,-
3525904,Malva (fibra),1995,-
3525904,Malva (fibra),2014,-
3525904,Mamona (baga),1995,-
3525904,Mamona (baga),2014,-
3525904,Mandioca,1995,-
3525904,Mandioca,2014,517
3525904,Melancia,1995,-
3525904,Melancia,2014,-
3525904,Melão,1995,-
3525904,Melão,2014,-
3525904,Milho (em grão),1995,27
3525904,Milho (em grão),2014,634
3525904,Rami (fibra),1995,-
3525904,Rami (fibra),2014,-
3525904,Soja (em grão),1995,-
3525904,Soja (em grão),2014,-
3525904,Sorgo (em grão),1995,-
3525904,Sorgo (em grão),2014,-
3525904,Tomate,1995,263
3525904,Tomate,2014,1614
3525904,Trigo (em grão),1995,-
3525904,Trigo (em grão),2014,-
3525904,Triticale (em grão),1995,-
3525904,Triticale (em grão),2014,-
3526001,Abacaxi,1995,-
3526001,Abacaxi,2014,-
3526001,Algodão herbáceo (em caroço),1995,616
3526001,Algodão herbáceo (em caroço),2014,-
3526001,Alho,1995,-
3526001,Alho,2014,-
3526001,Amendoim (em casca),1995,42
3526001,Amendoim (em casca),2014,1049
3526001,Arroz (em casca),1995,10
3526001,Arroz (em casca),2014,-
3526001,Aveia (em grão),1995,-
3526001,Aveia (em grão),2014,-
3526001,Batata-doce,1995,63
3526001,Batata-doce,2014,-
3526001,Batata-inglesa,1995,-
3526001,Batata-inglesa,2014,-
3526001,Cana-de-açúcar,1995,2623
3526001,Cana-de-açúcar,2014,80517
3526001,Cebola,1995,-
3526001,Cebola,2014,-
3526001,Centeio (em grão),1995,-
3526001,Centeio (em grão),2014,-
3526001,Cevada (em grão),1995,-
3526001,Cevada (em grão),2014,-
3526001,Ervilha (em grão),1995,-
3526001,Ervilha (em grão),2014,-
3526001,Fava (em grão),1995,-
3526001,Fava (em grão),2014,-
3526001,Feijão (em grão),1995,164
3526001,Feijão (em grão),2014,144
3526001,Fumo (em folha),1995,-
3526001,Fumo (em folha),2014,-
3526001,Girassol (em grão),1995,-
3526001,Girassol (em grão),2014,-
3526001,Juta (fibra),1995,-
3526001,Juta (fibra),2014,-
3526001,Linho (semente),1995,-
3526001,Linho (semente),2014,-
3526001,Malva (fibra),1995,-
3526001,Malva (fibra),2014,-
3526001,Mamona (baga),1995,3
3526001,Mamona (baga),2014,-
3526001,Mandioca,1995,315
3526001,Mandioca,2014,23
3526001,Melancia,1995,272
3526001,Melancia,2014,-
3526001,Melão,1995,-
3526001,Melão,2014,-
3526001,Milho (em grão),1995,191
3526001,Milho (em grão),2014,109
3526001,Rami (fibra),1995,-
3526001,Rami (fibra),2014,-
3526001,Soja (em grão),1995,-
3526001,Soja (em grão),2014,-
3526001,Sorgo (em grão),1995,-
3526001,Sorgo (em grão),2014,-
3526001,Tomate,1995,840
3526001,Tomate,2014,-
3526001,Trigo (em grão),1995,-
3526001,Trigo (em grão),2014,-
3526001,Triticale (em grão),1995,-
3526001,Triticale (em grão),2014,-
3526100,Abacaxi,1995,-
3526100,Abacaxi,2014,-
3526100,Algodão herbáceo (em caroço),1995,-
3526100,Algodão herbáceo (em caroço),2014,-
3526100,Alho,1995,-
3526100,Alho,2014,-
3526100,Amendoim (em casca),1995,-
3526100,Amendoim (em casca),2014,-
3526100,Arroz (em casca),1995,7
3526100,Arroz (em casca),2014,14
3526100,Aveia (em grão),1995,-
3526100,Aveia (em grão),2014,-
3526100,Batata-doce,1995,-
3526100,Batata-doce,2014,-
3526100,Batata-inglesa,1995,-
3526100,Batata-inglesa,2014,-
3526100,Cana-de-açúcar,1995,-
3526100,Cana-de-açúcar,2014,-
3526100,Cebola,1995,-
3526100,Cebola,2014,-
3526100,Centeio (em grão),1995,-
3526100,Centeio (em grão),2014,-
3526100,Cevada (em grão),1995,-
3526100,Cevada (em grão),2014,-
3526100,Ervilha (em grão),1995,-
3526100,Ervilha (em grão),2014,-
3526100,Fava (em grão),1995,-
3526100,Fava (em grão),2014,-
3526100,Feijão (em grão),1995,34
3526100,Feijão (em grão),2014,31
3526100,Fumo (em folha),1995,-
3526100,Fumo (em folha),2014,-
3526100,Girassol (em grão),1995,-
3526100,Girassol (em grão),2014,-
3526100,Juta (fibra),1995,-
3526100,Juta (fibra),2014,-
3526100,Linho (semente),1995,-
3526100,Linho (semente),2014,-
3526100,Malva (fibra),1995,-
3526100,Malva (fibra),2014,-
3526100,Mamona (baga),1995,-
3526100,Mamona (baga),2014,-
3526100,Mandioca,1995,-
3526100,Mandioca,2014,104
3526100,Melancia,1995,-
3526100,Melancia,2014,-
3526100,Melão,1995,-
3526100,Melão,2014,-
3526100,Milho (em grão),1995,68
3526100,Milho (em grão),2014,7
3526100,Rami (fibra),1995,-
3526100,Rami (fibra),2014,-
3526100,Soja (em grão),1995,-
3526100,Soja (em grão),2014,-
3526100,Sorgo (em grão),1995,-
3526100,Sorgo (em grão),2014,-
3526100,Tomate,1995,-
3526100,Tomate,2014,-
3526100,Trigo (em grão),1995,-
3526100,Trigo (em grão),2014,-
3526100,Triticale (em grão),1995,-
3526100,Triticale (em grão),2014,-
3526209,Abacaxi,1995,-
3526209,Abacaxi,2014,-
3526209,Algodão herbáceo (em caroço),1995,-
3526209,Algodão herbáceo (em caroço),2014,-
3526209,Alho,1995,-
3526209,Alho,2014,-
3526209,Amendoim (em casca),1995,-
3526209,Amendoim (em casca),2014,-
3526209,Arroz (em casca),1995,-
3526209,Arroz (em casca),2014,-
3526209,Aveia (em grão),1995,-
3526209,Aveia (em grão),2014,-
3526209,Batata-doce,1995,1
3526209,Batata-doce,2014,-
3526209,Batata-inglesa,1995,14
3526209,Batata-inglesa,2014,-
3526209,Cana-de-açúcar,1995,-
3526209,Cana-de-açúcar,2014,-
3526209,Cebola,1995,-
3526209,Cebola,2014,-
3526209,Centeio (em grão),1995,-
3526209,Centeio (em grão),2014,-
3526209,Cevada (em grão),1995,-
3526209,Cevada (em grão),2014,-
3526209,Ervilha (em grão),1995,-
3526209,Ervilha (em grão),2014,-
3526209,Fava (em grão),1995,-
3526209,Fava (em grão),2014,-
3526209,Feijão (em grão),1995,1
3526209,Feijão (em grão),2014,-
3526209,Fumo (em folha),1995,-
3526209,Fumo (em folha),2014,-
3526209,Girassol (em grão),1995,-
3526209,Girassol (em grão),2014,-
3526209,Juta (fibra),1995,-
3526209,Juta (fibra),2014,-
3526209,Linho (semente),1995,-
3526209,Linho (semente),2014,-
3526209,Malva (fibra),1995,-
3526209,Malva (fibra),2014,-
3526209,Mamona (baga),1995,-
3526209,Mamona (baga),2014,-
3526209,Mandioca,1995,50
3526209,Mandioca,2014,-
3526209,Melancia,1995,-
3526209,Melancia,2014,-
3526209,Melão,1995,-
3526209,Melão,2014,-
3526209,Milho (em grão),1995,-
3526209,Milho (em grão),2014,-
3526209,Rami (fibra),1995,-
3526209,Rami (fibra),2014,-
3526209,Soja (em grão),1995,-
3526209,Soja (em grão),2014,-
3526209,Sorgo (em grão),1995,-
3526209,Sorgo (em grão),2014,-
3526209,Tomate,1995,-
3526209,Tomate,2014,-
3526209,Trigo (em grão),1995,-
3526209,Trigo (em grão),2014,-
3526209,Triticale (em grão),1995,-
3526209,Triticale (em grão),2014,-
3526308,Abacaxi,1995,-
3526308,Abacaxi,2014,-
3526308,Algodão herbáceo (em caroço),1995,-
3526308,Algodão herbáceo (em caroço),2014,-
3526308,Alho,1995,-
3526308,Alho,2014,-
3526308,Amendoim (em casca),1995,-
3526308,Amendoim (em casca),2014,-
3526308,Arroz (em casca),1995,12
3526308,Arroz (em casca),2014,-
3526308,Aveia (em grão),1995,-
3526308,Aveia (em grão),2014,-
3526308,Batata-doce,1995,-
3526308,Batata-doce,2014,-
3526308,Batata-inglesa,1995,-
3526308,Batata-inglesa,2014,-
3526308,Cana-de-açúcar,1995,-
3526308,Cana-de-açúcar,2014,-
3526308,Cebola,1995,-
3526308,Cebola,2014,-
3526308,Centeio (em grão),1995,-
3526308,Centeio (em grão),2014,-
3526308,Cevada (em grão),1995,-
3526308,Cevada (em grão),2014,-
3526308,Ervilha (em grão),1995,-
3526308,Ervilha (em grão),2014,-
3526308,Fava (em grão),1995,-
3526308,Fava (em grão),2014,-
3526308,Feijão (em grão),1995,126
3526308,Feijão (em grão),2014,-
3526308,Fumo (em folha),1995,-
3526308,Fumo (em folha),2014,-
3526308,Girassol (em grão),1995,-
3526308,Girassol (em grão),2014,-
3526308,Juta (fibra),1995,-
3526308,Juta (fibra),2014,-
3526308,Linho (semente),1995,-
3526308,Linho (semente),2014,-
3526308,Malva (fibra),1995,-
3526308,Malva (fibra),2014,-
3526308,Mamona (baga),1995,-
3526308,Mamona (baga),2014,-
3526308,Mandioca,1995,268
3526308,Mandioca,2014,-
3526308,Melancia,1995,-
3526308,Melancia,2014,-
3526308,Melão,1995,-
3526308,Melão,2014,-
3526308,Milho (em grão),1995,65
3526308,Milho (em grão),2014,198
3526308,Rami (fibra),1995,-
3526308,Rami (fibra),2014,-
3526308,Soja (em grão),1995,-
3526308,Soja (em grão),2014,-
3526308,Sorgo (em grão),1995,-
3526308,Sorgo (em grão),2014,-
3526308,Tomate,1995,70
3526308,Tomate,2014,-
3526308,Trigo (em grão),1995,-
3526308,Trigo (em grão),2014,-
3526308,Triticale (em grão),1995,-
3526308,Triticale (em grão),2014,-
3526407,Abacaxi,1995,-
3526407,Abacaxi,2014,-
3526407,Algodão herbáceo (em caroço),1995,-
3526407,Algodão herbáceo (em caroço),2014,-
3526407,Alho,1995,-
3526407,Alho,2014,-
3526407,Amendoim (em casca),1995,-
3526407,Amendoim (em casca),2014,-
3526407,Arroz (em casca),1995,96
3526407,Arroz (em casca),2014,-
3526407,Aveia (em grão),1995,-
3526407,Aveia (em grão),2014,-
3526407,Batata-doce,1995,774
3526407,Batata-doce,2014,-
3526407,Batata-inglesa,1995,-
3526407,Batata-inglesa,2014,-
3526407,Cana-de-açúcar,1995,2200
3526407,Cana-de-açúcar,2014,-
3526407,Cebola,1995,-
3526407,Cebola,2014,-
3526407,Centeio (em grão),1995,-
3526407,Centeio (em grão),2014,-
3526407,Cevada (em grão),1995,-
3526407,Cevada (em grão),2014,-
3526407,Ervilha (em grão),1995,-
3526407,Ervilha (em grão),2014,-
3526407,Fava (em grão),1995,-
3526407,Fava (em grão),2014,-
3526407,Feijão (em grão),1995,67
3526407,Feijão (em grão),2014,-
3526407,Fumo (em folha),1995,-
3526407,Fumo (em folha),2014,-
3526407,Girassol (em grão),1995,-
3526407,Girassol (em grão),2014,-
3526407,Juta (fibra),1995,-
3526407,Juta (fibra),2014,-
3526407,Linho (semente),1995,-
3526407,Linho (semente),2014,-
3526407,Malva (fibra),1995,-
3526407,Malva (fibra),2014,-
3526407,Mamona (baga),1995,-
3526407,Mamona (baga),2014,-
3526407,Mandioca,1995,-
3526407,Mandioca,2014,-
3526407,Melancia,1995,-
3526407,Melancia,2014,-
3526407,Melão,1995,-
3526407,Melão,2014,-
3526407,Milho (em grão),1995,872
3526407,Milho (em grão),2014,-
3526407,Rami (fibra),1995,-
3526407,Rami (fibra),2014,-
3526407,Soja (em grão),1995,-
3526407,Soja (em grão),2014,-
3526407,Sorgo (em grão),1995,-
3526407,Sorgo (em grão),2014,-
3526407,Tomate,1995,-
3526407,Tomate,2014,-
3526407,Trigo (em grão),1995,-
3526407,Trigo (em grão),2014,-
3526407,Triticale (em grão),1995,-
3526407,Triticale (em grão),2014,-
3526506,Abacaxi,1995,116
3526506,Abacaxi,2014,1559
3526506,Algodão herbáceo (em caroço),1995,54
3526506,Algodão herbáceo (em caroço),2014,-
3526506,Alho,1995,-
3526506,Alho,2014,-
3526506,Amendoim (em casca),1995,1
3526506,Amendoim (em casca),2014,-
3526506,Arroz (em casca),1995,36
3526506,Arroz (em casca),2014,-
3526506,Aveia (em grão),1995,-
3526506,Aveia (em grão),2014,-
3526506,Batata-doce,1995,-
3526506,Batata-doce,2014,-
3526506,Batata-inglesa,1995,-
3526506,Batata-inglesa,2014,-
3526506,Cana-de-açúcar,1995,3124
3526506,Cana-de-açúcar,2014,71459
3526506,Cebola,1995,1680
3526506,Cebola,2014,388
3526506,Centeio (em grão),1995,-
3526506,Centeio (em grão),2014,-
3526506,Cevada (em grão),1995,-
3526506,Cevada (em grão),2014,-
3526506,Ervilha (em grão),1995,-
3526506,Ervilha (em grão),2014,-
3526506,Fava (em grão),1995,-
3526506,Fava (em grão),2014,-
3526506,Feijão (em grão),1995,23
3526506,Feijão (em grão),2014,-
3526506,Fumo (em folha),1995,-
3526506,Fumo (em folha),2014,-
3526506,Girassol (em grão),1995,-
3526506,Girassol (em grão),2014,-
3526506,Juta (fibra),1995,-
3526506,Juta (fibra),2014,-
3526506,Linho (semente),1995,-
3526506,Linho (semente),2014,-
3526506,Malva (fibra),1995,-
3526506,Malva (fibra),2014,-
3526506,Mamona (baga),1995,-
3526506,Mamona (baga),2014,-
3526506,Mandioca,1995,42
3526506,Mandioca,2014,-
3526506,Melancia,1995,-
3526506,Melancia,2014,-
3526506,Melão,1995,-
3526506,Melão,2014,-
3526506,Milho (em grão),1995,648
3526506,Milho (em grão),2014,297
3526506,Rami (fibra),1995,-
3526506,Rami (fibra),2014,-
3526506,Soja (em grão),1995,-
3526506,Soja (em grão),2014,-
3526506,Sorgo (em grão),1995,-
3526506,Sorgo (em grão),2014,-
3526506,Tomate,1995,17
3526506,Tomate,2014,-
3526506,Trigo (em grão),1995,-
3526506,Trigo (em grão),2014,-
3526506,Triticale (em grão),1995,-
3526506,Triticale (em grão),2014,-
3526605,Abacaxi,1995,-
3526605,Abacaxi,2014,-
3526605,Algodão herbáceo (em caroço),1995,-
3526605,Algodão herbáceo (em caroço),2014,-
3526605,Alho,1995,-
3526605,Alho,2014,-
3526605,Amendoim (em casca),1995,-
3526605,Amendoim (em casca),2014,-
3526605,Arroz (em casca),1995,1
3526605,Arroz (em casca),2014,4
3526605,Aveia (em grão),1995,-
3526605,Aveia (em grão),2014,-
3526605,Batata-doce,1995,-
3526605,Batata-doce,2014,-
3526605,Batata-inglesa,1995,39
3526605,Batata-inglesa,2014,-
3526605,Cana-de-açúcar,1995,-
3526605,Cana-de-açúcar,2014,-
3526605,Cebola,1995,-
3526605,Cebola,2014,-
3526605,Centeio (em grão),1995,-
3526605,Centeio (em grão),2014,-
3526605,Cevada (em grão),1995,-
3526605,Cevada (em grão),2014,-
3526605,Ervilha (em grão),1995,-
3526605,Ervilha (em grão),2014,-
3526605,Fava (em grão),1995,-
3526605,Fava (em grão),2014,-
3526605,Feijão (em grão),1995,5
3526605,Feijão (em grão),2014,51
