Municipio,Lavoura permanente,Ano,Valor
3522703,Café (em grão) Total,1995,1480
3522703,Café (em grão) Total,2014,602
3522703,Café (em grão) Arábica,1995,-
3522703,Café (em grão) Arábica,2014,602
3522703,Café (em grão) Canephora,1995,-
3522703,Café (em grão) Canephora,2014,-
3522703,Caqui,1995,-
3522703,Caqui,2014,-
3522703,Castanha de caju,1995,-
3522703,Castanha de caju,2014,-
3522703,Chá-da-índia (folha verde),1995,-
3522703,Chá-da-índia (folha verde),2014,-
3522703,Coco-da-baía,1995,-
3522703,Coco-da-baía,2014,1140
3522703,Dendê (cacho de coco),1995,-
3522703,Dendê (cacho de coco),2014,-
3522703,Erva-mate (folha verde),1995,-
3522703,Erva-mate (folha verde),2014,-
3522703,Figo,1995,-
3522703,Figo,2014,-
3522703,Goiaba,1995,19
3522703,Goiaba,2014,5512
3522703,Guaraná (semente),1995,-
3522703,Guaraná (semente),2014,-
3522703,Laranja,1995,28712
3522703,Laranja,2014,80339
3522703,Limão,1995,1000
3522703,Limão,2014,16112
3522703,Maçã,1995,-
3522703,Maçã,2014,-
3522703,Mamão,1995,-
3522703,Mamão,2014,144
3522703,Manga,1995,453
3522703,Manga,2014,2782
3522703,Maracujá,1995,-
3522703,Maracujá,2014,-
3522703,Marmelo,1995,-
3522703,Marmelo,2014,-
3522703,Noz (fruto seco),1995,-
3522703,Noz (fruto seco),2014,-
3522703,Palmito,1995,-
3522703,Palmito,2014,-
3522703,Pera,1995,-
3522703,Pera,2014,-
3522703,Pêssego,1995,-
3522703,Pêssego,2014,-
3522703,Pimenta-do-reino,1995,-
3522703,Pimenta-do-reino,2014,-
3522703,Sisal ou agave (fibra),1995,-
3522703,Sisal ou agave (fibra),2014,-
3522703,Tangerina,1995,548
3522703,Tangerina,2014,3898
3522703,Tungue (fruto seco),1995,-
3522703,Tungue (fruto seco),2014,-
3522703,Urucum (semente),1995,-
3522703,Urucum (semente),2014,-
3522703,Uva,1995,-
3522703,Uva,2014,-
3522802,Abacate,1995,-
3522802,Abacate,2014,-
3522802,Algodão arbóreo (em caroço),1995,-
3522802,Algodão arbóreo (em caroço),2014,-
3522802,Azeitona,1995,-
3522802,Azeitona,2014,-
3522802,Banana (cacho),1995,-
3522802,Banana (cacho),2014,343
3522802,Borracha (látex coagulado),1995,-
3522802,Borracha (látex coagulado),2014,-
3522802,Cacau (em amêndoa),1995,-
3522802,Cacau (em amêndoa),2014,-
3522802,Café (em grão) Total,1995,1517
3522802,Café (em grão) Total,2014,609
3522802,Café (em grão) Arábica,1995,-
3522802,Café (em grão) Arábica,2014,609
3522802,Café (em grão) Canephora,1995,-
3522802,Café (em grão) Canephora,2014,-
3522802,Caqui,1995,-
3522802,Caqui,2014,-
3522802,Castanha de caju,1995,-
3522802,Castanha de caju,2014,-
3522802,Chá-da-índia (folha verde),1995,-
3522802,Chá-da-índia (folha verde),2014,-
3522802,Coco-da-baía,1995,-
3522802,Coco-da-baía,2014,-
3522802,Dendê (cacho de coco),1995,-
3522802,Dendê (cacho de coco),2014,-
3522802,Erva-mate (folha verde),1995,-
3522802,Erva-mate (folha verde),2014,-
3522802,Figo,1995,-
3522802,Figo,2014,-
3522802,Goiaba,1995,-
3522802,Goiaba,2014,-
3522802,Guaraná (semente),1995,-
3522802,Guaraná (semente),2014,-
3522802,Laranja,1995,139
3522802,Laranja,2014,227
3522802,Limão,1995,-
3522802,Limão,2014,-
3522802,Maçã,1995,-
3522802,Maçã,2014,-
3522802,Mamão,1995,-
3522802,Mamão,2014,-
3522802,Manga,1995,-
3522802,Manga,2014,-
3522802,Maracujá,1995,-
3522802,Maracujá,2014,-
3522802,Marmelo,1995,-
3522802,Marmelo,2014,-
3522802,Noz (fruto seco),1995,-
3522802,Noz (fruto seco),2014,-
3522802,Palmito,1995,-
3522802,Palmito,2014,-
3522802,Pera,1995,-
3522802,Pera,2014,-
3522802,Pêssego,1995,-
3522802,Pêssego,2014,-
3522802,Pimenta-do-reino,1995,-
3522802,Pimenta-do-reino,2014,-
3522802,Sisal ou agave (fibra),1995,-
3522802,Sisal ou agave (fibra),2014,-
3522802,Tangerina,1995,10
3522802,Tangerina,2014,-
3522802,Tungue (fruto seco),1995,-
3522802,Tungue (fruto seco),2014,-
3522802,Urucum (semente),1995,-
3522802,Urucum (semente),2014,-
3522802,Uva,1995,-
3522802,Uva,2014,-
3522901,Abacate,1995,-
3522901,Abacate,2014,-
3522901,Algodão arbóreo (em caroço),1995,-
3522901,Algodão arbóreo (em caroço),2014,-
3522901,Azeitona,1995,-
3522901,Azeitona,2014,-
3522901,Banana (cacho),1995,-
3522901,Banana (cacho),2014,-
3522901,Borracha (látex coagulado),1995,-
3522901,Borracha (látex coagulado),2014,-
3522901,Cacau (em amêndoa),1995,-
3522901,Cacau (em amêndoa),2014,-
3522901,Café (em grão) Total,1995,1110
3522901,Café (em grão) Total,2014,171
3522901,Café (em grão) Arábica,1995,-
3522901,Café (em grão) Arábica,2014,171
3522901,Café (em grão) Canephora,1995,-
3522901,Café (em grão) Canephora,2014,-
3522901,Caqui,1995,-
3522901,Caqui,2014,-
3522901,Castanha de caju,1995,-
3522901,Castanha de caju,2014,-
3522901,Chá-da-índia (folha verde),1995,-
3522901,Chá-da-índia (folha verde),2014,-
3522901,Coco-da-baía,1995,-
3522901,Coco-da-baía,2014,-
3522901,Dendê (cacho de coco),1995,-
3522901,Dendê (cacho de coco),2014,-
3522901,Erva-mate (folha verde),1995,-
3522901,Erva-mate (folha verde),2014,-
3522901,Figo,1995,-
3522901,Figo,2014,-
3522901,Goiaba,1995,-
3522901,Goiaba,2014,-
3522901,Guaraná (semente),1995,-
3522901,Guaraná (semente),2014,-
3522901,Laranja,1995,25
3522901,Laranja,2014,83
3522901,Limão,1995,-
3522901,Limão,2014,-
3522901,Maçã,1995,-
3522901,Maçã,2014,-
3522901,Mamão,1995,-
3522901,Mamão,2014,-
3522901,Manga,1995,-
3522901,Manga,2014,-
3522901,Maracujá,1995,-
3522901,Maracujá,2014,-
3522901,Marmelo,1995,-
3522901,Marmelo,2014,-
3522901,Noz (fruto seco),1995,-
3522901,Noz (fruto seco),2014,-
3522901,Palmito,1995,-
3522901,Palmito,2014,-
3522901,Pera,1995,-
3522901,Pera,2014,-
3522901,Pêssego,1995,-
3522901,Pêssego,2014,-
3522901,Pimenta-do-reino,1995,-
3522901,Pimenta-do-reino,2014,-
3522901,Sisal ou agave (fibra),1995,-
3522901,Sisal ou agave (fibra),2014,-
3522901,Tangerina,1995,-
3522901,Tangerina,2014,-
3522901,Tungue (fruto seco),1995,-
3522901,Tungue (fruto seco),2014,-
3522901,Urucum (semente),1995,-
3522901,Urucum (semente),2014,-
3522901,Uva,1995,-
3522901,Uva,2014,-
3523008,Abacate,1995,-
3523008,Abacate,2014,-
3523008,Algodão arbóreo (em caroço),1995,-
3523008,Algodão arbóreo (em caroço),2014,-
3523008,Azeitona,1995,-
3523008,Azeitona,2014,-
3523008,Banana (cacho),1995,-
3523008,Banana (cacho),2014,-
3523008,Borracha (látex coagulado),1995,-
3523008,Borracha (látex coagulado),2014,-
3523008,Cacau (em amêndoa),1995,-
3523008,Cacau (em amêndoa),2014,-
3523008,Café (em grão) Total,1995,-
3523008,Café (em grão) Total,2014,-
3523008,Café (em grão) Arábica,1995,-
3523008,Café (em grão) Arábica,2014,-
3523008,Café (em grão) Canephora,1995,-
3523008,Café (em grão) Canephora,2014,-
3523008,Caqui,1995,-
3523008,Caqui,2014,-
3523008,Castanha de caju,1995,-
3523008,Castanha de caju,2014,-
3523008,Chá-da-índia (folha verde),1995,-
3523008,Chá-da-índia (folha verde),2014,-
3523008,Coco-da-baía,1995,21
3523008,Coco-da-baía,2014,-
3523008,Dendê (cacho de coco),1995,-
3523008,Dendê (cacho de coco),2014,-
3523008,Erva-mate (folha verde),1995,-
3523008,Erva-mate (folha verde),2014,-
3523008,Figo,1995,-
3523008,Figo,2014,-
3523008,Goiaba,1995,-
3523008,Goiaba,2014,-
3523008,Guaraná (semente),1995,-
3523008,Guaraná (semente),2014,-
3523008,Laranja,1995,4
3523008,Laranja,2014,-
3523008,Limão,1995,-
3523008,Limão,2014,-
3523008,Maçã,1995,-
3523008,Maçã,2014,-
3523008,Mamão,1995,-
3523008,Mamão,2014,-
3523008,Manga,1995,27
3523008,Manga,2014,-
3523008,Maracujá,1995,-
3523008,Maracujá,2014,-
3523008,Marmelo,1995,-
3523008,Marmelo,2014,-
3523008,Noz (fruto seco),1995,-
3523008,Noz (fruto seco),2014,-
3523008,Palmito,1995,-
3523008,Palmito,2014,-
3523008,Pera,1995,-
3523008,Pera,2014,-
3523008,Pêssego,1995,-
3523008,Pêssego,2014,-
3523008,Pimenta-do-reino,1995,-
3523008,Pimenta-do-reino,2014,-
3523008,Sisal ou agave (fibra),1995,-
3523008,Sisal ou agave (fibra),2014,-
3523008,Tangerina,1995,-
3523008,Tangerina,2014,-
3523008,Tungue (fruto seco),1995,-
3523008,Tungue (fruto seco),2014,-
3523008,Urucum (semente),1995,-
3523008,Urucum (semente),2014,25
3523008,Uva,1995,-
3523008,Uva,2014,-
3523107,Abacate,1995,-
3523107,Abacate,2014,-
3523107,Algodão arbóreo (em caroço),1995,-
3523107,Algodão arbóreo (em caroço),2014,-
3523107,Azeitona,1995,-
3523107,Azeitona,2014,-
3523107,Banana (cacho),1995,-
3523107,Banana (cacho),2014,-
3523107,Borracha (látex coagulado),1995,-
3523107,Borracha (látex coagulado),2014,-
3523107,Cacau (em amêndoa),1995,-
3523107,Cacau (em amêndoa),2014,-
3523107,Café (em grão) Total,1995,-
3523107,Café (em grão) Total,2014,-
3523107,Café (em grão) Arábica,1995,-
3523107,Café (em grão) Arábica,2014,-
3523107,Café (em grão) Canephora,1995,-
3523107,Café (em grão) Canephora,2014,-
3523107,Caqui,1995,-
3523107,Caqui,2014,-
3523107,Castanha de caju,1995,-
3523107,Castanha de caju,2014,-
3523107,Chá-da-índia (folha verde),1995,-
3523107,Chá-da-índia (folha verde),2014,-
3523107,Coco-da-baía,1995,-
3523107,Coco-da-baía,2014,-
3523107,Dendê (cacho de coco),1995,-
3523107,Dendê (cacho de coco),2014,-
3523107,Erva-mate (folha verde),1995,-
3523107,Erva-mate (folha verde),2014,-
3523107,Figo,1995,-
3523107,Figo,2014,-
3523107,Goiaba,1995,-
3523107,Goiaba,2014,-
3523107,Guaraná (semente),1995,-
3523107,Guaraná (semente),2014,-
3523107,Laranja,1995,-
3523107,Laranja,2014,-
3523107,Limão,1995,-
3523107,Limão,2014,-
3523107,Maçã,1995,-
3523107,Maçã,2014,-
3523107,Mamão,1995,-
3523107,Mamão,2014,-
3523107,Manga,1995,-
3523107,Manga,2014,-
3523107,Maracujá,1995,-
3523107,Maracujá,2014,-
3523107,Marmelo,1995,-
3523107,Marmelo,2014,-
3523107,Noz (fruto seco),1995,-
3523107,Noz (fruto seco),2014,-
3523107,Palmito,1995,-
3523107,Palmito,2014,-
3523107,Pera,1995,-
3523107,Pera,2014,-
3523107,Pêssego,1995,-
3523107,Pêssego,2014,-
3523107,Pimenta-do-reino,1995,-
3523107,Pimenta-do-reino,2014,-
3523107,Sisal ou agave (fibra),1995,-
3523107,Sisal ou agave (fibra),2014,-
3523107,Tangerina,1995,-
3523107,Tangerina,2014,-
3523107,Tungue (fruto seco),1995,-
3523107,Tungue (fruto seco),2014,-
3523107,Urucum (semente),1995,-
3523107,Urucum (semente),2014,-
3523107,Uva,1995,-
3523107,Uva,2014,-
3523206,Abacate,1995,156
3523206,Abacate,2014,-
3523206,Algodão arbóreo (em caroço),1995,-
3523206,Algodão arbóreo (em caroço),2014,-
3523206,Azeitona,1995,-
3523206,Azeitona,2014,-
3523206,Banana (cacho),1995,4
3523206,Banana (cacho),2014,180
3523206,Borracha (látex coagulado),1995,-
3523206,Borracha (látex coagulado),2014,-
3523206,Cacau (em amêndoa),1995,-
3523206,Cacau (em amêndoa),2014,-
3523206,Café (em grão) Total,1995,-
3523206,Café (em grão) Total,2014,79
3523206,Café (em grão) Arábica,1995,-
3523206,Café (em grão) Arábica,2014,79
3523206,Café (em grão) Canephora,1995,-
3523206,Café (em grão) Canephora,2014,-
3523206,Caqui,1995,-
3523206,Caqui,2014,250
3523206,Castanha de caju,1995,-
3523206,Castanha de caju,2014,-
3523206,Chá-da-índia (folha verde),1995,-
3523206,Chá-da-índia (folha verde),2014,-
3523206,Coco-da-baía,1995,-
3523206,Coco-da-baía,2014,-
3523206,Dendê (cacho de coco),1995,-
3523206,Dendê (cacho de coco),2014,-
3523206,Erva-mate (folha verde),1995,-
3523206,Erva-mate (folha verde),2014,-
3523206,Figo,1995,-
3523206,Figo,2014,-
3523206,Goiaba,1995,-
3523206,Goiaba,2014,-
3523206,Guaraná (semente),1995,-
3523206,Guaraná (semente),2014,-
3523206,Laranja,1995,66
3523206,Laranja,2014,978
3523206,Limão,1995,5
3523206,Limão,2014,-
3523206,Maçã,1995,-
3523206,Maçã,2014,-
3523206,Mamão,1995,-
3523206,Mamão,2014,-
3523206,Manga,1995,-
3523206,Manga,2014,-
3523206,Maracujá,1995,-
3523206,Maracujá,2014,20
3523206,Marmelo,1995,-
3523206,Marmelo,2014,-
3523206,Noz (fruto seco),1995,-
3523206,Noz (fruto seco),2014,-
3523206,Palmito,1995,-
3523206,Palmito,2014,-
3523206,Pera,1995,-
3523206,Pera,2014,-
3523206,Pêssego,1995,-
3523206,Pêssego,2014,-
3523206,Pimenta-do-reino,1995,-
3523206,Pimenta-do-reino,2014,-
3523206,Sisal ou agave (fibra),1995,-
3523206,Sisal ou agave (fibra),2014,-
3523206,Tangerina,1995,10
3523206,Tangerina,2014,170
3523206,Tungue (fruto seco),1995,-
3523206,Tungue (fruto seco),2014,-
3523206,Urucum (semente),1995,-
3523206,Urucum (semente),2014,-
3523206,Uva,1995,-
3523206,Uva,2014,-
3523305,Abacate,1995,-
3523305,Abacate,2014,-
3523305,Algodão arbóreo (em caroço),1995,-
3523305,Algodão arbóreo (em caroço),2014,-
3523305,Azeitona,1995,-
3523305,Azeitona,2014,-
3523305,Banana (cacho),1995,1624
3523305,Banana (cacho),2014,59562
3523305,Borracha (látex coagulado),1995,-
3523305,Borracha (látex coagulado),2014,-
3523305,Cacau (em amêndoa),1995,-
3523305,Cacau (em amêndoa),2014,-
3523305,Café (em grão) Total,1995,-
3523305,Café (em grão) Total,2014,-
3523305,Café (em grão) Arábica,1995,-
3523305,Café (em grão) Arábica,2014,-
3523305,Café (em grão) Canephora,1995,-
3523305,Café (em grão) Canephora,2014,-
3523305,Caqui,1995,-
3523305,Caqui,2014,-
3523305,Castanha de caju,1995,-
3523305,Castanha de caju,2014,-
3523305,Chá-da-índia (folha verde),1995,-
3523305,Chá-da-índia (folha verde),2014,-
3523305,Coco-da-baía,1995,-
3523305,Coco-da-baía,2014,-
3523305,Dendê (cacho de coco),1995,-
3523305,Dendê (cacho de coco),2014,-
3523305,Erva-mate (folha verde),1995,-
3523305,Erva-mate (folha verde),2014,-
3523305,Figo,1995,-
3523305,Figo,2014,-
3523305,Goiaba,1995,-
3523305,Goiaba,2014,-
3523305,Guaraná (semente),1995,-
3523305,Guaraná (semente),2014,-
3523305,Laranja,1995,-
3523305,Laranja,2014,-
3523305,Limão,1995,-
3523305,Limão,2014,-
3523305,Maçã,1995,-
3523305,Maçã,2014,-
3523305,Mamão,1995,-
3523305,Mamão,2014,-
3523305,Manga,1995,-
3523305,Manga,2014,-
3523305,Maracujá,1995,-
3523305,Maracujá,2014,-
3523305,Marmelo,1995,-
3523305,Marmelo,2014,-
3523305,Noz (fruto seco),1995,-
3523305,Noz (fruto seco),2014,-
3523305,Palmito,1995,-
3523305,Palmito,2014,-
3523305,Pera,1995,-
3523305,Pera,2014,-
3523305,Pêssego,1995,-
3523305,Pêssego,2014,-
3523305,Pimenta-do-reino,1995,-
3523305,Pimenta-do-reino,2014,-
3523305,Sisal ou agave (fibra),1995,-
3523305,Sisal ou agave (fibra),2014,-
3523305,Tangerina,1995,-
3523305,Tangerina,2014,-
3523305,Tungue (fruto seco),1995,-
3523305,Tungue (fruto seco),2014,-
3523305,Urucum (semente),1995,-
3523305,Urucum (semente),2014,-
3523305,Uva,1995,-
3523305,Uva,2014,-
3523404,Abacate,1995,150
3523404,Abacate,2014,152
3523404,Algodão arbóreo (em caroço),1995,-
3523404,Algodão arbóreo (em caroço),2014,-
3523404,Azeitona,1995,-
3523404,Azeitona,2014,-
3523404,Banana (cacho),1995,4
3523404,Banana (cacho),2014,81
3523404,Borracha (látex coagulado),1995,-
3523404,Borracha (látex coagulado),2014,-
3523404,Cacau (em amêndoa),1995,-
3523404,Cacau (em amêndoa),2014,-
3523404,Café (em grão) Total,1995,1850
3523404,Café (em grão) Total,2014,3848
3523404,Café (em grão) Arábica,1995,-
3523404,Café (em grão) Arábica,2014,3848
3523404,Café (em grão) Canephora,1995,-
3523404,Café (em grão) Canephora,2014,-
3523404,Caqui,1995,372
3523404,Caqui,2014,10865
3523404,Castanha de caju,1995,-
3523404,Castanha de caju,2014,-
3523404,Chá-da-índia (folha verde),1995,-
3523404,Chá-da-índia (folha verde),2014,-
3523404,Coco-da-baía,1995,-
3523404,Coco-da-baía,2014,-
3523404,Dendê (cacho de coco),1995,-
3523404,Dendê (cacho de coco),2014,-
3523404,Erva-mate (folha verde),1995,-
3523404,Erva-mate (folha verde),2014,-
3523404,Figo,1995,305
3523404,Figo,2014,1180
3523404,Goiaba,1995,36
3523404,Goiaba,2014,50
3523404,Guaraná (semente),1995,-
3523404,Guaraná (semente),2014,-
3523404,Laranja,1995,132
3523404,Laranja,2014,170
3523404,Limão,1995,93
3523404,Limão,2014,66
3523404,Maçã,1995,-
3523404,Maçã,2014,-
3523404,Mamão,1995,-
3523404,Mamão,2014,-
3523404,Manga,1995,96
3523404,Manga,2014,150
3523404,Maracujá,1995,8
3523404,Maracujá,2014,40
3523404,Marmelo,1995,-
3523404,Marmelo,2014,-
3523404,Noz (fruto seco),1995,-
3523404,Noz (fruto seco),2014,-
3523404,Palmito,1995,-
3523404,Palmito,2014,204
3523404,Pera,1995,30
3523404,Pera,2014,-
3523404,Pêssego,1995,67
3523404,Pêssego,2014,628
3523404,Pimenta-do-reino,1995,-
3523404,Pimenta-do-reino,2014,-
3523404,Sisal ou agave (fibra),1995,-
3523404,Sisal ou agave (fibra),2014,-
3523404,Tangerina,1995,343
3523404,Tangerina,2014,3675
3523404,Tungue (fruto seco),1995,-
3523404,Tungue (fruto seco),2014,-
3523404,Urucum (semente),1995,-
3523404,Urucum (semente),2014,-
3523404,Uva,1995,298
3523404,Uva,2014,11250
3523503,Abacate,1995,-
3523503,Abacate,2014,-
3523503,Algodão arbóreo (em caroço),1995,-
3523503,Algodão arbóreo (em caroço),2014,-
3523503,Azeitona,1995,-
3523503,Azeitona,2014,-
3523503,Banana (cacho),1995,1
3523503,Banana (cacho),2014,-
3523503,Borracha (látex coagulado),1995,-
3523503,Borracha (látex coagulado),2014,-
3523503,Cacau (em amêndoa),1995,-
3523503,Cacau (em amêndoa),2014,-
3523503,Café (em grão) Total,1995,786
3523503,Café (em grão) Total,2014,2250
3523503,Café (em grão) Arábica,1995,-
3523503,Café (em grão) Arábica,2014,2250
3523503,Café (em grão) Canephora,1995,-
3523503,Café (em grão) Canephora,2014,-
3523503,Caqui,1995,-
3523503,Caqui,2014,-
3523503,Castanha de caju,1995,-
3523503,Castanha de caju,2014,-
3523503,Chá-da-índia (folha verde),1995,-
3523503,Chá-da-índia (folha verde),2014,-
3523503,Coco-da-baía,1995,-
3523503,Coco-da-baía,2014,-
3523503,Dendê (cacho de coco),1995,-
3523503,Dendê (cacho de coco),2014,-
3523503,Erva-mate (folha verde),1995,-
3523503,Erva-mate (folha verde),2014,-
3523503,Figo,1995,-
3523503,Figo,2014,-
3523503,Goiaba,1995,-
3523503,Goiaba,2014,-
3523503,Guaraná (semente),1995,-
3523503,Guaraná (semente),2014,-
3523503,Laranja,1995,35
3523503,Laranja,2014,34419
3523503,Limão,1995,614
3523503,Limão,2014,-
3523503,Maçã,1995,-
3523503,Maçã,2014,-
3523503,Mamão,1995,-
3523503,Mamão,2014,-
3523503,Manga,1995,84
3523503,Manga,2014,-
3523503,Maracujá,1995,-
3523503,Maracujá,2014,-
3523503,Marmelo,1995,-
3523503,Marmelo,2014,-
3523503,Noz (fruto seco),1995,-
3523503,Noz (fruto seco),2014,-
3523503,Palmito,1995,-
3523503,Palmito,2014,-
3523503,Pera,1995,-
3523503,Pera,2014,-
3523503,Pêssego,1995,-
3523503,Pêssego,2014,-
3523503,Pimenta-do-reino,1995,-
3523503,Pimenta-do-reino,2014,-
3523503,Sisal ou agave (fibra),1995,-
3523503,Sisal ou agave (fibra),2014,-
3523503,Tangerina,1995,1181
3523503,Tangerina,2014,-
3523503,Tungue (fruto seco),1995,-
3523503,Tungue (fruto seco),2014,-
3523503,Urucum (semente),1995,-
3523503,Urucum (semente),2014,-
3523503,Uva,1995,-
3523503,Uva,2014,-
3523602,Abacate,1995,-
3523602,Abacate,2014,-
3523602,Algodão arbóreo (em caroço),1995,-
3523602,Algodão arbóreo (em caroço),2014,-
3523602,Azeitona,1995,-
3523602,Azeitona,2014,-
3523602,Banana (cacho),1995,2
3523602,Banana (cacho),2014,221
3523602,Borracha (látex coagulado),1995,-
3523602,Borracha (látex coagulado),2014,-
3523602,Cacau (em amêndoa),1995,-
3523602,Cacau (em amêndoa),2014,-
3523602,Café (em grão) Total,1995,85
3523602,Café (em grão) Total,2014,132
3523602,Café (em grão) Arábica,1995,-
3523602,Café (em grão) Arábica,2014,132
3523602,Café (em grão) Canephora,1995,-
3523602,Café (em grão) Canephora,2014,-
3523602,Caqui,1995,-
3523602,Caqui,2014,-
3523602,Castanha de caju,1995,-
3523602,Castanha de caju,2014,-
3523602,Chá-da-índia (folha verde),1995,-
3523602,Chá-da-índia (folha verde),2014,-
3523602,Coco-da-baía,1995,-
3523602,Coco-da-baía,2014,-
3523602,Dendê (cacho de coco),1995,-
3523602,Dendê (cacho de coco),2014,-
3523602,Erva-mate (folha verde),1995,-
3523602,Erva-mate (folha verde),2014,-
3523602,Figo,1995,-
3523602,Figo,2014,-
3523602,Goiaba,1995,-
3523602,Goiaba,2014,491
3523602,Guaraná (semente),1995,-
3523602,Guaraná (semente),2014,-
3523602,Laranja,1995,3080
3523602,Laranja,2014,5895
3523602,Limão,1995,80
3523602,Limão,2014,282
3523602,Maçã,1995,-
3523602,Maçã,2014,-
3523602,Mamão,1995,-
3523602,Mamão,2014,-
3523602,Manga,1995,22
3523602,Manga,2014,362
3523602,Maracujá,1995,-
3523602,Maracujá,2014,296
3523602,Marmelo,1995,-
3523602,Marmelo,2014,-
3523602,Noz (fruto seco),1995,-
3523602,Noz (fruto seco),2014,-
3523602,Palmito,1995,-
3523602,Palmito,2014,-
3523602,Pera,1995,-
3523602,Pera,2014,-
3523602,Pêssego,1995,-
3523602,Pêssego,2014,-
3523602,Pimenta-do-reino,1995,-
3523602,Pimenta-do-reino,2014,-
3523602,Sisal ou agave (fibra),1995,-
3523602,Sisal ou agave (fibra),2014,-
3523602,Tangerina,1995,2838
3523602,Tangerina,2014,1349
3523602,Tungue (fruto seco),1995,-
3523602,Tungue (fruto seco),2014,-
3523602,Urucum (semente),1995,-
3523602,Urucum (semente),2014,-
3523602,Uva,1995,-
3523602,Uva,2014,-
3523701,Abacate,1995,-
3523701,Abacate,2014,236
3523701,Algodão arbóreo (em caroço),1995,-
3523701,Algodão arbóreo (em caroço),2014,-
3523701,Azeitona,1995,-
3523701,Azeitona,2014,-
3523701,Banana (cacho),1995,-
3523701,Banana (cacho),2014,-
3523701,Borracha (látex coagulado),1995,-
3523701,Borracha (látex coagulado),2014,-
3523701,Cacau (em amêndoa),1995,-
3523701,Cacau (em amêndoa),2014,-
3523701,Café (em grão) Total,1995,1365
3523701,Café (em grão) Total,2014,26371
3523701,Café (em grão) Arábica,1995,-
3523701,Café (em grão) Arábica,2014,26371
3523701,Café (em grão) Canephora,1995,-
3523701,Café (em grão) Canephora,2014,-
3523701,Caqui,1995,-
3523701,Caqui,2014,-
3523701,Castanha de caju,1995,-
3523701,Castanha de caju,2014,-
3523701,Chá-da-índia (folha verde),1995,-
3523701,Chá-da-índia (folha verde),2014,-
3523701,Coco-da-baía,1995,-
3523701,Coco-da-baía,2014,-
3523701,Dendê (cacho de coco),1995,-
3523701,Dendê (cacho de coco),2014,-
3523701,Erva-mate (folha verde),1995,-
3523701,Erva-mate (folha verde),2014,-
3523701,Figo,1995,-
3523701,Figo,2014,-
3523701,Goiaba,1995,-
3523701,Goiaba,2014,-
3523701,Guaraná (semente),1995,-
3523701,Guaraná (semente),2014,-
3523701,Laranja,1995,8
3523701,Laranja,2014,-
3523701,Limão,1995,-
3523701,Limão,2014,-
3523701,Maçã,1995,-
3523701,Maçã,2014,-
3523701,Mamão,1995,-
3523701,Mamão,2014,-
3523701,Manga,1995,-
3523701,Manga,2014,-
3523701,Maracujá,1995,-
3523701,Maracujá,2014,-
3523701,Marmelo,1995,-
3523701,Marmelo,2014,-
3523701,Noz (fruto seco),1995,-
3523701,Noz (fruto seco),2014,-
3523701,Palmito,1995,-
3523701,Palmito,2014,-
3523701,Pera,1995,-
3523701,Pera,2014,-
3523701,Pêssego,1995,-
3523701,Pêssego,2014,-
3523701,Pimenta-do-reino,1995,-
3523701,Pimenta-do-reino,2014,-
3523701,Sisal ou agave (fibra),1995,-
3523701,Sisal ou agave (fibra),2014,-
3523701,Tangerina,1995,-
3523701,Tangerina,2014,-
3523701,Tungue (fruto seco),1995,-
3523701,Tungue (fruto seco),2014,-
3523701,Urucum (semente),1995,-
3523701,Urucum (semente),2014,-
3523701,Uva,1995,-
3523701,Uva,2014,-
3523800,Abacate,1995,-
3523800,Abacate,2014,240
3523800,Algodão arbóreo (em caroço),1995,-
3523800,Algodão arbóreo (em caroço),2014,-
3523800,Azeitona,1995,-
3523800,Azeitona,2014,-
3523800,Banana (cacho),1995,-
3523800,Banana (cacho),2014,-
3523800,Borracha (látex coagulado),1995,-
3523800,Borracha (látex coagulado),2014,-
3523800,Cacau (em amêndoa),1995,-
3523800,Cacau (em amêndoa),2014,-
3523800,Café (em grão) Total,1995,283
3523800,Café (em grão) Total,2014,4307
3523800,Café (em grão) Arábica,1995,-
3523800,Café (em grão) Arábica,2014,4307
3523800,Café (em grão) Canephora,1995,-
3523800,Café (em grão) Canephora,2014,-
3523800,Caqui,1995,-
3523800,Caqui,2014,-
3523800,Castanha de caju,1995,-
3523800,Castanha de caju,2014,-
3523800,Chá-da-índia (folha verde),1995,-
3523800,Chá-da-índia (folha verde),2014,-
3523800,Coco-da-baía,1995,-
3523800,Coco-da-baía,2014,-
3523800,Dendê (cacho de coco),1995,-
3523800,Dendê (cacho de coco),2014,-
3523800,Erva-mate (folha verde),1995,-
3523800,Erva-mate (folha verde),2014,-
3523800,Figo,1995,-
3523800,Figo,2014,-
3523800,Goiaba,1995,-
3523800,Goiaba,2014,-
3523800,Guaraná (semente),1995,-
3523800,Guaraná (semente),2014,-
3523800,Laranja,1995,6
3523800,Laranja,2014,-
3523800,Limão,1995,-
3523800,Limão,2014,139
3523800,Maçã,1995,-
3523800,Maçã,2014,-
3523800,Mamão,1995,-
3523800,Mamão,2014,-
3523800,Manga,1995,-
3523800,Manga,2014,227
3523800,Maracujá,1995,-
3523800,Maracujá,2014,81
3523800,Marmelo,1995,-
3523800,Marmelo,2014,-
3523800,Noz (fruto seco),1995,-
3523800,Noz (fruto seco),2014,-
3523800,Palmito,1995,-
3523800,Palmito,2014,-
3523800,Pera,1995,-
3523800,Pera,2014,-
3523800,Pêssego,1995,-
3523800,Pêssego,2014,-
