Municipio,Lavoura permanente,Ano,Valor
3513306,Azeitona,1995,-
3513306,Azeitona,2014,-
3513306,Banana (cacho),1995,-
3513306,Banana (cacho),2014,288
3513306,Borracha (látex coagulado),1995,-
3513306,Borracha (látex coagulado),2014,-
3513306,Cacau (em amêndoa),1995,-
3513306,Cacau (em amêndoa),2014,-
3513306,Café (em grão) Total,1995,-
3513306,Café (em grão) Total,2014,-
3513306,Café (em grão) Arábica,1995,-
3513306,Café (em grão) Arábica,2014,-
3513306,Café (em grão) Canephora,1995,-
3513306,Café (em grão) Canephora,2014,-
3513306,Caqui,1995,-
3513306,Caqui,2014,-
3513306,Castanha de caju,1995,-
3513306,Castanha de caju,2014,-
3513306,Chá-da-índia (folha verde),1995,-
3513306,Chá-da-índia (folha verde),2014,-
3513306,Coco-da-baía,1995,-
3513306,Coco-da-baía,2014,-
3513306,Dendê (cacho de coco),1995,-
3513306,Dendê (cacho de coco),2014,-
3513306,Erva-mate (folha verde),1995,-
3513306,Erva-mate (folha verde),2014,-
3513306,Figo,1995,-
3513306,Figo,2014,-
3513306,Goiaba,1995,-
3513306,Goiaba,2014,-
3513306,Guaraná (semente),1995,-
3513306,Guaraná (semente),2014,-
3513306,Laranja,1995,-
3513306,Laranja,2014,-
3513306,Limão,1995,-
3513306,Limão,2014,-
3513306,Maçã,1995,-
3513306,Maçã,2014,-
3513306,Mamão,1995,-
3513306,Mamão,2014,-
3513306,Manga,1995,-
3513306,Manga,2014,-
3513306,Maracujá,1995,-
3513306,Maracujá,2014,-
3513306,Marmelo,1995,-
3513306,Marmelo,2014,-
3513306,Noz (fruto seco),1995,-
3513306,Noz (fruto seco),2014,-
3513306,Palmito,1995,-
3513306,Palmito,2014,-
3513306,Pera,1995,-
3513306,Pera,2014,-
3513306,Pêssego,1995,-
3513306,Pêssego,2014,-
3513306,Pimenta-do-reino,1995,-
3513306,Pimenta-do-reino,2014,-
3513306,Sisal ou agave (fibra),1995,-
3513306,Sisal ou agave (fibra),2014,-
3513306,Tangerina,1995,-
3513306,Tangerina,2014,-
3513306,Tungue (fruto seco),1995,-
3513306,Tungue (fruto seco),2014,-
3513306,Urucum (semente),1995,-
3513306,Urucum (semente),2014,-
3513306,Uva,1995,-
3513306,Uva,2014,-
3513405,Abacate,1995,7
3513405,Abacate,2014,-
3513405,Algodão arbóreo (em caroço),1995,-
3513405,Algodão arbóreo (em caroço),2014,-
3513405,Azeitona,1995,-
3513405,Azeitona,2014,-
3513405,Banana (cacho),1995,36
3513405,Banana (cacho),2014,254
3513405,Borracha (látex coagulado),1995,-
3513405,Borracha (látex coagulado),2014,-
3513405,Cacau (em amêndoa),1995,-
3513405,Cacau (em amêndoa),2014,-
3513405,Café (em grão) Total,1995,163
3513405,Café (em grão) Total,2014,-
3513405,Café (em grão) Arábica,1995,-
3513405,Café (em grão) Arábica,2014,-
3513405,Café (em grão) Canephora,1995,-
3513405,Café (em grão) Canephora,2014,-
3513405,Caqui,1995,-
3513405,Caqui,2014,-
3513405,Castanha de caju,1995,-
3513405,Castanha de caju,2014,-
3513405,Chá-da-índia (folha verde),1995,-
3513405,Chá-da-índia (folha verde),2014,-
3513405,Coco-da-baía,1995,-
3513405,Coco-da-baía,2014,-
3513405,Dendê (cacho de coco),1995,-
3513405,Dendê (cacho de coco),2014,-
3513405,Erva-mate (folha verde),1995,-
3513405,Erva-mate (folha verde),2014,-
3513405,Figo,1995,-
3513405,Figo,2014,-
3513405,Goiaba,1995,-
3513405,Goiaba,2014,-
3513405,Guaraná (semente),1995,-
3513405,Guaraná (semente),2014,-
3513405,Laranja,1995,26
3513405,Laranja,2014,95
3513405,Limão,1995,9
3513405,Limão,2014,-
3513405,Maçã,1995,-
3513405,Maçã,2014,-
3513405,Mamão,1995,5
3513405,Mamão,2014,-
3513405,Manga,1995,20
3513405,Manga,2014,-
3513405,Maracujá,1995,17
3513405,Maracujá,2014,-
3513405,Marmelo,1995,-
3513405,Marmelo,2014,-
3513405,Noz (fruto seco),1995,-
3513405,Noz (fruto seco),2014,-
3513405,Palmito,1995,-
3513405,Palmito,2014,-
3513405,Pera,1995,-
3513405,Pera,2014,-
3513405,Pêssego,1995,-
3513405,Pêssego,2014,-
3513405,Pimenta-do-reino,1995,-
3513405,Pimenta-do-reino,2014,-
3513405,Sisal ou agave (fibra),1995,-
3513405,Sisal ou agave (fibra),2014,-
3513405,Tangerina,1995,4
3513405,Tangerina,2014,96
3513405,Tungue (fruto seco),1995,-
3513405,Tungue (fruto seco),2014,-
3513405,Urucum (semente),1995,-
3513405,Urucum (semente),2014,-
3513405,Uva,1995,-
3513405,Uva,2014,47
3513504,Abacate,1995,-
3513504,Abacate,2014,-
3513504,Algodão arbóreo (em caroço),1995,-
3513504,Algodão arbóreo (em caroço),2014,-
3513504,Azeitona,1995,-
3513504,Azeitona,2014,-
3513504,Banana (cacho),1995,-
3513504,Banana (cacho),2014,-
3513504,Borracha (látex coagulado),1995,-
3513504,Borracha (látex coagulado),2014,-
3513504,Cacau (em amêndoa),1995,-
3513504,Cacau (em amêndoa),2014,-
3513504,Café (em grão) Total,1995,-
3513504,Café (em grão) Total,2014,-
3513504,Café (em grão) Arábica,1995,-
3513504,Café (em grão) Arábica,2014,-
3513504,Café (em grão) Canephora,1995,-
3513504,Café (em grão) Canephora,2014,-
3513504,Caqui,1995,-
3513504,Caqui,2014,-
3513504,Castanha de caju,1995,-
3513504,Castanha de caju,2014,-
3513504,Chá-da-índia (folha verde),1995,-
3513504,Chá-da-índia (folha verde),2014,-
3513504,Coco-da-baía,1995,-
3513504,Coco-da-baía,2014,-
3513504,Dendê (cacho de coco),1995,-
3513504,Dendê (cacho de coco),2014,-
3513504,Erva-mate (folha verde),1995,-
3513504,Erva-mate (folha verde),2014,-
3513504,Figo,1995,-
3513504,Figo,2014,-
3513504,Goiaba,1995,-
3513504,Goiaba,2014,-
3513504,Guaraná (semente),1995,-
3513504,Guaraná (semente),2014,-
3513504,Laranja,1995,-
3513504,Laranja,2014,-
3513504,Limão,1995,-
3513504,Limão,2014,-
3513504,Maçã,1995,-
3513504,Maçã,2014,-
3513504,Mamão,1995,-
3513504,Mamão,2014,-
3513504,Manga,1995,-
3513504,Manga,2014,-
3513504,Maracujá,1995,-
3513504,Maracujá,2014,-
3513504,Marmelo,1995,-
3513504,Marmelo,2014,-
3513504,Noz (fruto seco),1995,-
3513504,Noz (fruto seco),2014,-
3513504,Palmito,1995,-
3513504,Palmito,2014,-
3513504,Pera,1995,-
3513504,Pera,2014,-
3513504,Pêssego,1995,-
3513504,Pêssego,2014,-
3513504,Pimenta-do-reino,1995,-
3513504,Pimenta-do-reino,2014,-
3513504,Sisal ou agave (fibra),1995,-
3513504,Sisal ou agave (fibra),2014,-
3513504,Tangerina,1995,-
3513504,Tangerina,2014,-
3513504,Tungue (fruto seco),1995,-
3513504,Tungue (fruto seco),2014,-
3513504,Urucum (semente),1995,-
3513504,Urucum (semente),2014,-
3513504,Uva,1995,-
3513504,Uva,2014,-
3513603,Abacate,1995,-
3513603,Abacate,2014,-
3513603,Algodão arbóreo (em caroço),1995,-
3513603,Algodão arbóreo (em caroço),2014,-
3513603,Azeitona,1995,-
3513603,Azeitona,2014,-
3513603,Banana (cacho),1995,-
3513603,Banana (cacho),2014,-
3513603,Borracha (látex coagulado),1995,-
3513603,Borracha (látex coagulado),2014,-
3513603,Cacau (em amêndoa),1995,-
3513603,Cacau (em amêndoa),2014,-
3513603,Café (em grão) Total,1995,-
3513603,Café (em grão) Total,2014,-
3513603,Café (em grão) Arábica,1995,-
3513603,Café (em grão) Arábica,2014,-
3513603,Café (em grão) Canephora,1995,-
3513603,Café (em grão) Canephora,2014,-
3513603,Caqui,1995,6
3513603,Caqui,2014,-
3513603,Castanha de caju,1995,-
3513603,Castanha de caju,2014,-
3513603,Chá-da-índia (folha verde),1995,-
3513603,Chá-da-índia (folha verde),2014,-
3513603,Coco-da-baía,1995,-
3513603,Coco-da-baía,2014,-
3513603,Dendê (cacho de coco),1995,-
3513603,Dendê (cacho de coco),2014,-
3513603,Erva-mate (folha verde),1995,-
3513603,Erva-mate (folha verde),2014,-
3513603,Figo,1995,-
3513603,Figo,2014,-
3513603,Goiaba,1995,-
3513603,Goiaba,2014,-
3513603,Guaraná (semente),1995,-
3513603,Guaraná (semente),2014,-
3513603,Laranja,1995,19
3513603,Laranja,2014,-
3513603,Limão,1995,7
3513603,Limão,2014,-
3513603,Maçã,1995,-
3513603,Maçã,2014,-
3513603,Mamão,1995,-
3513603,Mamão,2014,-
3513603,Manga,1995,-
3513603,Manga,2014,-
3513603,Maracujá,1995,-
3513603,Maracujá,2014,-
3513603,Marmelo,1995,-
3513603,Marmelo,2014,-
3513603,Noz (fruto seco),1995,-
3513603,Noz (fruto seco),2014,-
3513603,Palmito,1995,-
3513603,Palmito,2014,-
3513603,Pera,1995,90
3513603,Pera,2014,-
3513603,Pêssego,1995,-
3513603,Pêssego,2014,-
3513603,Pimenta-do-reino,1995,-
3513603,Pimenta-do-reino,2014,-
3513603,Sisal ou agave (fibra),1995,-
3513603,Sisal ou agave (fibra),2014,-
3513603,Tangerina,1995,18
3513603,Tangerina,2014,-
3513603,Tungue (fruto seco),1995,-
3513603,Tungue (fruto seco),2014,-
3513603,Urucum (semente),1995,-
3513603,Urucum (semente),2014,-
3513603,Uva,1995,-
3513603,Uva,2014,-
3513702,Abacate,1995,19
3513702,Abacate,2014,-
3513702,Algodão arbóreo (em caroço),1995,-
3513702,Algodão arbóreo (em caroço),2014,-
3513702,Azeitona,1995,-
3513702,Azeitona,2014,-
3513702,Banana (cacho),1995,-
3513702,Banana (cacho),2014,-
3513702,Borracha (látex coagulado),1995,-
3513702,Borracha (látex coagulado),2014,-
3513702,Cacau (em amêndoa),1995,-
3513702,Cacau (em amêndoa),2014,-
3513702,Café (em grão) Total,1995,2248
3513702,Café (em grão) Total,2014,1419
3513702,Café (em grão) Arábica,1995,-
3513702,Café (em grão) Arábica,2014,1419
3513702,Café (em grão) Canephora,1995,-
3513702,Café (em grão) Canephora,2014,-
3513702,Caqui,1995,-
3513702,Caqui,2014,-
3513702,Castanha de caju,1995,-
3513702,Castanha de caju,2014,-
3513702,Chá-da-índia (folha verde),1995,-
3513702,Chá-da-índia (folha verde),2014,-
3513702,Coco-da-baía,1995,-
3513702,Coco-da-baía,2014,-
3513702,Dendê (cacho de coco),1995,-
3513702,Dendê (cacho de coco),2014,-
3513702,Erva-mate (folha verde),1995,-
3513702,Erva-mate (folha verde),2014,-
3513702,Figo,1995,-
3513702,Figo,2014,-
3513702,Goiaba,1995,248
3513702,Goiaba,2014,-
3513702,Guaraná (semente),1995,-
3513702,Guaraná (semente),2014,-
3513702,Laranja,1995,6600
3513702,Laranja,2014,20855
3513702,Limão,1995,226
3513702,Limão,2014,-
3513702,Maçã,1995,-
3513702,Maçã,2014,-
3513702,Mamão,1995,-
3513702,Mamão,2014,-
3513702,Manga,1995,-
3513702,Manga,2014,-
3513702,Maracujá,1995,-
3513702,Maracujá,2014,-
3513702,Marmelo,1995,-
3513702,Marmelo,2014,-
3513702,Noz (fruto seco),1995,-
3513702,Noz (fruto seco),2014,-
3513702,Palmito,1995,-
3513702,Palmito,2014,-
3513702,Pera,1995,-
3513702,Pera,2014,-
3513702,Pêssego,1995,-
3513702,Pêssego,2014,-
3513702,Pimenta-do-reino,1995,-
3513702,Pimenta-do-reino,2014,-
3513702,Sisal ou agave (fibra),1995,-
3513702,Sisal ou agave (fibra),2014,-
3513702,Tangerina,1995,80
3513702,Tangerina,2014,421
3513702,Tungue (fruto seco),1995,-
3513702,Tungue (fruto seco),2014,-
3513702,Urucum (semente),1995,-
3513702,Urucum (semente),2014,-
3513702,Uva,1995,-
3513702,Uva,2014,-
3513850,Abacate,1995,-
3513850,Abacate,2014,-
3513850,Algodão arbóreo (em caroço),1995,-
3513850,Algodão arbóreo (em caroço),2014,-
3513850,Azeitona,1995,-
3513850,Azeitona,2014,-
3513850,Banana (cacho),1995,3
3513850,Banana (cacho),2014,414
3513850,Borracha (látex coagulado),1995,11
3513850,Borracha (látex coagulado),2014,128
3513850,Cacau (em amêndoa),1995,-
3513850,Cacau (em amêndoa),2014,-
3513850,Café (em grão) Total,1995,133
3513850,Café (em grão) Total,2014,-
3513850,Café (em grão) Arábica,1995,-
3513850,Café (em grão) Arábica,2014,-
3513850,Café (em grão) Canephora,1995,-
3513850,Café (em grão) Canephora,2014,-
3513850,Caqui,1995,-
3513850,Caqui,2014,-
3513850,Castanha de caju,1995,-
3513850,Castanha de caju,2014,-
3513850,Chá-da-índia (folha verde),1995,-
3513850,Chá-da-índia (folha verde),2014,-
3513850,Coco-da-baía,1995,-
3513850,Coco-da-baía,2014,-
3513850,Dendê (cacho de coco),1995,-
3513850,Dendê (cacho de coco),2014,-
3513850,Erva-mate (folha verde),1995,-
3513850,Erva-mate (folha verde),2014,-
3513850,Figo,1995,-
3513850,Figo,2014,-
3513850,Goiaba,1995,-
3513850,Goiaba,2014,-
3513850,Guaraná (semente),1995,-
3513850,Guaraná (semente),2014,-
3513850,Laranja,1995,132
3513850,Laranja,2014,226
3513850,Limão,1995,6
3513850,Limão,2014,36
3513850,Maçã,1995,-
3513850,Maçã,2014,-
3513850,Mamão,1995,-
3513850,Mamão,2014,-
3513850,Manga,1995,24
3513850,Manga,2014,-
3513850,Maracujá,1995,-
3513850,Maracujá,2014,-
3513850,Marmelo,1995,-
3513850,Marmelo,2014,-
3513850,Noz (fruto seco),1995,-
3513850,Noz (fruto seco),2014,-
3513850,Palmito,1995,-
3513850,Palmito,2014,-
3513850,Pera,1995,-
3513850,Pera,2014,-
3513850,Pêssego,1995,-
3513850,Pêssego,2014,-
3513850,Pimenta-do-reino,1995,-
3513850,Pimenta-do-reino,2014,-
3513850,Sisal ou agave (fibra),1995,-
3513850,Sisal ou agave (fibra),2014,-
3513850,Tangerina,1995,-
3513850,Tangerina,2014,-
3513850,Tungue (fruto seco),1995,-
3513850,Tungue (fruto seco),2014,-
3513850,Urucum (semente),1995,-
3513850,Urucum (semente),2014,-
3513850,Uva,1995,9
3513850,Uva,2014,-
3513900,Abacate,1995,-
3513900,Abacate,2014,-
3513900,Algodão arbóreo (em caroço),1995,-
3513900,Algodão arbóreo (em caroço),2014,-
3513900,Azeitona,1995,-
3513900,Azeitona,2014,-
3513900,Banana (cacho),1995,-
3513900,Banana (cacho),2014,-
3513900,Borracha (látex coagulado),1995,-
3513900,Borracha (látex coagulado),2014,-
3513900,Cacau (em amêndoa),1995,-
3513900,Cacau (em amêndoa),2014,-
3513900,Café (em grão) Total,1995,3700
3513900,Café (em grão) Total,2014,39150
3513900,Café (em grão) Arábica,1995,-
3513900,Café (em grão) Arábica,2014,39150
3513900,Café (em grão) Canephora,1995,-
3513900,Café (em grão) Canephora,2014,-
3513900,Caqui,1995,-
3513900,Caqui,2014,-
3513900,Castanha de caju,1995,-
3513900,Castanha de caju,2014,-
3513900,Chá-da-índia (folha verde),1995,-
3513900,Chá-da-índia (folha verde),2014,-
3513900,Coco-da-baía,1995,-
3513900,Coco-da-baía,2014,-
3513900,Dendê (cacho de coco),1995,-
3513900,Dendê (cacho de coco),2014,-
3513900,Erva-mate (folha verde),1995,-
3513900,Erva-mate (folha verde),2014,-
3513900,Figo,1995,-
3513900,Figo,2014,-
3513900,Goiaba,1995,-
3513900,Goiaba,2014,-
3513900,Guaraná (semente),1995,-
3513900,Guaraná (semente),2014,-
3513900,Laranja,1995,-
3513900,Laranja,2014,-
3513900,Limão,1995,-
3513900,Limão,2014,-
3513900,Maçã,1995,-
3513900,Maçã,2014,-
3513900,Mamão,1995,-
3513900,Mamão,2014,-
3513900,Manga,1995,-
3513900,Manga,2014,-
3513900,Maracujá,1995,-
3513900,Maracujá,2014,29
3513900,Marmelo,1995,-
3513900,Marmelo,2014,-
3513900,Noz (fruto seco),1995,-
3513900,Noz (fruto seco),2014,-
3513900,Palmito,1995,-
3513900,Palmito,2014,-
3513900,Pera,1995,-
3513900,Pera,2014,-
3513900,Pêssego,1995,-
3513900,Pêssego,2014,-
3513900,Pimenta-do-reino,1995,-
3513900,Pimenta-do-reino,2014,-
3513900,Sisal ou agave (fibra),1995,-
3513900,Sisal ou agave (fibra),2014,-
3513900,Tangerina,1995,-
3513900,Tangerina,2014,-
3513900,Tungue (fruto seco),1995,-
3513900,Tungue (fruto seco),2014,-
3513900,Urucum (semente),1995,-
3513900,Urucum (semente),2014,-
3513900,Uva,1995,-
3513900,Uva,2014,-
3514007,Abacate,1995,-
3514007,Abacate,2014,-
3514007,Algodão arbóreo (em caroço),1995,-
3514007,Algodão arbóreo (em caroço),2014,-
3514007,Azeitona,1995,-
3514007,Azeitona,2014,-
3514007,Banana (cacho),1995,-
3514007,Banana (cacho),2014,-
3514007,Borracha (látex coagulado),1995,-
3514007,Borracha (látex coagulado),2014,-
3514007,Cacau (em amêndoa),1995,-
3514007,Cacau (em amêndoa),2014,-
3514007,Café (em grão) Total,1995,37
3514007,Café (em grão) Total,2014,-
3514007,Café (em grão) Arábica,1995,-
3514007,Café (em grão) Arábica,2014,-
3514007,Café (em grão) Canephora,1995,-
3514007,Café (em grão) Canephora,2014,-
3514007,Caqui,1995,-
3514007,Caqui,2014,-
3514007,Castanha de caju,1995,-
3514007,Castanha de caju,2014,-
3514007,Chá-da-índia (folha verde),1995,-
3514007,Chá-da-índia (folha verde),2014,-
3514007,Coco-da-baía,1995,-
3514007,Coco-da-baía,2014,-
3514007,Dendê (cacho de coco),1995,-
3514007,Dendê (cacho de coco),2014,-
3514007,Erva-mate (folha verde),1995,-
3514007,Erva-mate (folha verde),2014,-
3514007,Figo,1995,-
3514007,Figo,2014,-
3514007,Goiaba,1995,-
3514007,Goiaba,2014,51
3514007,Guaraná (semente),1995,-
3514007,Guaraná (semente),2014,-
3514007,Laranja,1995,1650
3514007,Laranja,2014,-
3514007,Limão,1995,81
3514007,Limão,2014,36
3514007,Maçã,1995,-
3514007,Maçã,2014,-
3514007,Mamão,1995,-
3514007,Mamão,2014,-
3514007,Manga,1995,-
3514007,Manga,2014,-
3514007,Maracujá,1995,-
3514007,Maracujá,2014,-
3514007,Marmelo,1995,-
3514007,Marmelo,2014,-
3514007,Noz (fruto seco),1995,-
3514007,Noz (fruto seco),2014,-
3514007,Palmito,1995,-
3514007,Palmito,2014,-
3514007,Pera,1995,-
3514007,Pera,2014,-
3514007,Pêssego,1995,-
3514007,Pêssego,2014,-
3514007,Pimenta-do-reino,1995,-
3514007,Pimenta-do-reino,2014,-
3514007,Sisal ou agave (fibra),1995,-
3514007,Sisal ou agave (fibra),2014,-
3514007,Tangerina,1995,210
3514007,Tangerina,2014,-
3514007,Tungue (fruto seco),1995,-
3514007,Tungue (fruto seco),2014,-
3514007,Urucum (semente),1995,-
3514007,Urucum (semente),2014,-
3514007,Uva,1995,-
3514007,Uva,2014,-
3514106,Abacate,1995,-
3514106,Abacate,2014,-
3514106,Algodão arbóreo (em caroço),1995,-
3514106,Algodão arbóreo (em caroço),2014,-
3514106,Azeitona,1995,-
3514106,Azeitona,2014,-
3514106,Banana (cacho),1995,-
3514106,Banana (cacho),2014,-
3514106,Borracha (látex coagulado),1995,-
3514106,Borracha (látex coagulado),2014,-
3514106,Cacau (em amêndoa),1995,-
3514106,Cacau (em amêndoa),2014,-
3514106,Café (em grão) Total,1995,1776
3514106,Café (em grão) Total,2014,36782
3514106,Café (em grão) Arábica,1995,-
3514106,Café (em grão) Arábica,2014,36782
3514106,Café (em grão) Canephora,1995,-
3514106,Café (em grão) Canephora,2014,-
3514106,Caqui,1995,-
3514106,Caqui,2014,-
3514106,Castanha de caju,1995,-
3514106,Castanha de caju,2014,-
3514106,Chá-da-índia (folha verde),1995,-
3514106,Chá-da-índia (folha verde),2014,-
3514106,Coco-da-baía,1995,-
3514106,Coco-da-baía,2014,-
3514106,Dendê (cacho de coco),1995,-
3514106,Dendê (cacho de coco),2014,-
3514106,Erva-mate (folha verde),1995,-
3514106,Erva-mate (folha verde),2014,-
3514106,Figo,1995,-
3514106,Figo,2014,-
3514106,Goiaba,1995,-
3514106,Goiaba,2014,-
3514106,Guaraná (semente),1995,-
3514106,Guaraná (semente),2014,-
3514106,Laranja,1995,506
3514106,Laranja,2014,1958
3514106,Limão,1995,1256
3514106,Limão,2014,671
3514106,Maçã,1995,-
3514106,Maçã,2014,-
3514106,Mamão,1995,-
3514106,Mamão,2014,-
3514106,Manga,1995,-
3514106,Manga,2014,-
3514106,Maracujá,1995,-
3514106,Maracujá,2014,-
3514106,Marmelo,1995,-
3514106,Marmelo,2014,-
3514106,Noz (fruto seco),1995,-
3514106,Noz (fruto seco),2014,2236
3514106,Palmito,1995,-
3514106,Palmito,2014,-
3514106,Pera,1995,-
3514106,Pera,2014,-
3514106,Pêssego,1995,-
3514106,Pêssego,2014,-
3514106,Pimenta-do-reino,1995,-
3514106,Pimenta-do-reino,2014,-
3514106,Sisal ou agave (fibra),1995,-
3514106,Sisal ou agave (fibra),2014,-
3514106,Tangerina,1995,47
3514106,Tangerina,2014,-
3514106,Tungue (fruto seco),1995,-
3514106,Tungue (fruto seco),2014,-
3514106,Urucum (semente),1995,-
3514106,Urucum (semente),2014,-
3514106,Uva,1995,-
3514106,Uva,2014,-
3514205,Abacate,1995,-
3514205,Abacate,2014,-
3514205,Algodão arbóreo (em caroço),1995,-
3514205,Algodão arbóreo (em caroço),2014,-
3514205,Azeitona,1995,-
3514205,Azeitona,2014,-
3514205,Banana (cacho),1995,-
3514205,Banana (cacho),2014,138
3514205,Borracha (látex coagulado),1995,10
3514205,Borracha (látex coagulado),2014,151
3514205,Cacau (em amêndoa),1995,-
3514205,Cacau (em amêndoa),2014,-
3514205,Café (em grão) Total,1995,44
3514205,Café (em grão) Total,2014,-
3514205,Café (em grão) Arábica,1995,-
3514205,Café (em grão) Arábica,2014,-
3514205,Café (em grão) Canephora,1995,-
3514205,Café (em grão) Canephora,2014,-
3514205,Caqui,1995,-
3514205,Caqui,2014,-
3514205,Castanha de caju,1995,-
3514205,Castanha de caju,2014,-
3514205,Chá-da-índia (folha verde),1995,-
3514205,Chá-da-índia (folha verde),2014,-
3514205,Coco-da-baía,1995,-
3514205,Coco-da-baía,2014,-
3514205,Dendê (cacho de coco),1995,-
3514205,Dendê (cacho de coco),2014,-
3514205,Erva-mate (folha verde),1995,-
3514205,Erva-mate (folha verde),2014,-
3514205,Figo,1995,-
3514205,Figo,2014,-
3514205,Goiaba,1995,-
3514205,Goiaba,2014,-
3514205,Guaraná (semente),1995,-
3514205,Guaraná (semente),2014,-
3514205,Laranja,1995,220
3514205,Laranja,2014,2231
3514205,Limão,1995,-
3514205,Limão,2014,-
3514205,Maçã,1995,-
3514205,Maçã,2014,-
3514205,Mamão,1995,-
3514205,Mamão,2014,-
3514205,Manga,1995,94
3514205,Manga,2014,-
3514205,Maracujá,1995,-
3514205,Maracujá,2014,-
3514205,Marmelo,1995,-
3514205,Marmelo,2014,-
3514205,Noz (fruto seco),1995,-
3514205,Noz (fruto seco),2014,-
3514205,Palmito,1995,-
3514205,Palmito,2014,-
3514205,Pera,1995,-
3514205,Pera,2014,-
3514205,Pêssego,1995,-
3514205,Pêssego,2014,-
3514205,Pimenta-do-reino,1995,-
3514205,Pimenta-do-reino,2014,-
3514205,Sisal ou agave (fibra),1995,-
3514205,Sisal ou agave (fibra),2014,-
3514205,Tangerina,1995,-
3514205,Tangerina,2014,-
3514205,Tungue (fruto seco),1995,-
3514205,Tungue (fruto seco),2014,-
3514205,Urucum (semente),1995,-
3514205,Urucum (semente),2014,-
3514205,Uva,1995,9
3514205,Uva,2014,427
3514304,Abacate,1995,-
3514304,Abacate,2014,-
3514304,Algodão arbóreo (em caroço),1995,-
3514304,Algodão arbóreo (em caroço),2014,-
3514304,Azeitona,1995,-
3514304,Azeitona,2014,-
3514304,Banana (cacho),1995,-
3514304,Banana (cacho),2014,-
3514304,Borracha (látex coagulado),1995,-
3514304,Borracha (látex coagulado),2014,-
3514304,Cacau (em amêndoa),1995,-
3514304,Cacau (em amêndoa),2014,-
3514304,Café (em grão) Total,1995,213
3514304,Café (em grão) Total,2014,400
3514304,Café (em grão) Arábica,1995,-
3514304,Café (em grão) Arábica,2014,400
3514304,Café (em grão) Canephora,1995,-
3514304,Café (em grão) Canephora,2014,-
3514304,Caqui,1995,-
3514304,Caqui,2014,-
3514304,Castanha de caju,1995,-
3514304,Castanha de caju,2014,-
3514304,Chá-da-índia (folha verde),1995,-
3514304,Chá-da-índia (folha verde),2014,-
3514304,Coco-da-baía,1995,-
3514304,Coco-da-baía,2014,-
3514304,Dendê (cacho de coco),1995,-
3514304,Dendê (cacho de coco),2014,-
3514304,Erva-mate (folha verde),1995,-
3514304,Erva-mate (folha verde),2014,-
3514304,Figo,1995,-
3514304,Figo,2014,-
3514304,Goiaba,1995,-
3514304,Goiaba,2014,-
3514304,Guaraná (semente),1995,-
3514304,Guaraná (semente),2014,-
3514304,Laranja,1995,466
3514304,Laranja,2014,366
3514304,Limão,1995,-
3514304,Limão,2014,-
3514304,Maçã,1995,-
3514304,Maçã,2014,-
3514304,Mamão,1995,-
3514304,Mamão,2014,-
3514304,Manga,1995,1
3514304,Manga,2014,-
3514304,Maracujá,1995,-
3514304,Maracujá,2014,-
3514304,Marmelo,1995,-
3514304,Marmelo,2014,-
3514304,Noz (fruto seco),1995,-
3514304,Noz (fruto seco),2014,-
3514304,Palmito,1995,-
3514304,Palmito,2014,-
3514304,Pera,1995,-
3514304,Pera,2014,-
3514304,Pêssego,1995,-
3514304,Pêssego,2014,-
3514304,Pimenta-do-reino,1995,-
3514304,Pimenta-do-reino,2014,-
3514304,Sisal ou agave (fibra),1995,-
3514304,Sisal ou agave (fibra),2014,-
3514304,Tangerina,1995,3
3514304,Tangerina,2014,-
3514304,Tungue (fruto seco),1995,-
3514304,Tungue (fruto seco),2014,-
3514304,Urucum (semente),1995,-
3514304,Urucum (semente),2014,-
3514304,Uva,1995,-
3514304,Uva,2014,-
3514403,Abacate,1995,-
3514403,Abacate,2014,-
3514403,Algodão arbóreo (em caroço),1995,-
3514403,Algodão arbóreo (em caroço),2014,-
3514403,Azeitona,1995,-
3514403,Azeitona,2014,-
3514403,Banana (cacho),1995,-
3514403,Banana (cacho),2014,201
3514403,Borracha (látex coagulado),1995,22
3514403,Borracha (látex coagulado),2014,373
3514403,Cacau (em amêndoa),1995,-
3514403,Cacau (em amêndoa),2014,-
3514403,Café (em grão) Total,1995,592
3514403,Café (em grão) Total,2014,5176
3514403,Café (em grão) Arábica,1995,-
3514403,Café (em grão) Arábica,2014,5176
3514403,Café (em grão) Canephora,1995,-
3514403,Café (em grão) Canephora,2014,-
3514403,Caqui,1995,-
3514403,Caqui,2014,-
3514403,Castanha de caju,1995,-
3514403,Castanha de caju,2014,-
3514403,Chá-da-índia (folha verde),1995,-
3514403,Chá-da-índia (folha verde),2014,-
3514403,Coco-da-baía,1995,8
3514403,Coco-da-baía,2014,163
3514403,Dendê (cacho de coco),1995,-
3514403,Dendê (cacho de coco),2014,-
3514403,Erva-mate (folha verde),1995,-
3514403,Erva-mate (folha verde),2014,-
3514403,Figo,1995,-
3514403,Figo,2014,-
3514403,Goiaba,1995,4
3514403,Goiaba,2014,-
3514403,Guaraná (semente),1995,-
3514403,Guaraná (semente),2014,-
3514403,Laranja,1995,50
3514403,Laranja,2014,-
3514403,Limão,1995,95
3514403,Limão,2014,-
3514403,Maçã,1995,-
3514403,Maçã,2014,-
3514403,Mamão,1995,-
3514403,Mamão,2014,-
3514403,Manga,1995,38
3514403,Manga,2014,750
3514403,Maracujá,1995,202
3514403,Maracujá,2014,76
3514403,Marmelo,1995,-
