Município,Ano,Moeda,VPPermanente
3500105,1990,(Mil Cruzeiros),304851
3500105,1991,(Mil Cruzeiros),475708
3500105,1992,(Mil Cruzeiros),6019675
3500105,1993,(Mil Cruzeiros Reais),225523
3500105,1994,(Mil Reais),1713
3500105,1995,(Mil Reais),1439
3500105,1996,(Mil Reais),1563
3500105,1997,(Mil Reais),1766
3500105,1998,(Mil Reais),1463
3500105,1999,(Mil Reais),3166
3500105,2000,(Mil Reais),1180
3500105,2001,(Mil Reais),2632
3500105,2002,(Mil Reais),2823
3500105,2003,(Mil Reais),3220
3500105,2004,(Mil Reais),4473
3500105,2005,(Mil Reais),3965
3500105,2006,(Mil Reais),4114
3500105,2007,(Mil Reais),2258
3500105,2008,(Mil Reais),2750
3500105,2009,(Mil Reais),3048
3500105,2010,(Mil Reais),5688
3500105,2011,(Mil Reais),5600
3500105,2012,(Mil Reais),6050
3500105,2013,(Mil Reais),5056
3500105,2014,(Mil Reais),5300
3500204,1990,(Mil Cruzeiros),554625
3500204,1991,(Mil Cruzeiros),2681534
3500204,1992,(Mil Cruzeiros),24971500
3500204,1993,(Mil Cruzeiros Reais),757214
3500204,1994,(Mil Reais),10719
3500204,1995,(Mil Reais),4275
3500204,1996,(Mil Reais),4377
3500204,1997,(Mil Reais),3626
3500204,1998,(Mil Reais),5013
3500204,1999,(Mil Reais),6138
3500204,2000,(Mil Reais),4495
3500204,2001,(Mil Reais),11643
3500204,2002,(Mil Reais),15328
3500204,2003,(Mil Reais),16924
3500204,2004,(Mil Reais),21428
3500204,2005,(Mil Reais),17134
3500204,2006,(Mil Reais),24968
3500204,2007,(Mil Reais),17088
3500204,2008,(Mil Reais),23301
3500204,2009,(Mil Reais),21652
3500204,2010,(Mil Reais),48287
3500204,2011,(Mil Reais),49352
3500204,2012,(Mil Reais),18177
3500204,2013,(Mil Reais),12878
3500204,2014,(Mil Reais),14322
3500303,1990,(Mil Cruzeiros),314439
3500303,1991,(Mil Cruzeiros),3316126
3500303,1992,(Mil Cruzeiros),47532400
3500303,1993,(Mil Cruzeiros Reais),1396175
3500303,1994,(Mil Reais),19592
3500303,1995,(Mil Reais),6053
3500303,1996,(Mil Reais),6493
3500303,1997,(Mil Reais),2361
3500303,1998,(Mil Reais),10852
3500303,1999,(Mil Reais),7720
3500303,2000,(Mil Reais),14139
3500303,2001,(Mil Reais),96715
3500303,2002,(Mil Reais),41193
3500303,2003,(Mil Reais),39277
3500303,2004,(Mil Reais),188380
3500303,2005,(Mil Reais),107962
3500303,2006,(Mil Reais),193552
3500303,2007,(Mil Reais),347441
3500303,2008,(Mil Reais),202258
3500303,2009,(Mil Reais),61699
3500303,2010,(Mil Reais),123669
3500303,2011,(Mil Reais),162333
3500303,2012,(Mil Reais),82711
3500303,2013,(Mil Reais),74628
3500303,2014,(Mil Reais),68637
3500402,1990,(Mil Cruzeiros),56920
3500402,1991,(Mil Cruzeiros),185970
3500402,1992,(Mil Cruzeiros),1395491
3500402,1993,(Mil Cruzeiros Reais),192640
3500402,1994,(Mil Reais),2008
3500402,1995,(Mil Reais),1664
3500402,1996,(Mil Reais),1368
3500402,1997,(Mil Reais),1145
3500402,1998,(Mil Reais),1194
3500402,1999,(Mil Reais),1119
3500402,2000,(Mil Reais),1987
3500402,2001,(Mil Reais),1659
3500402,2002,(Mil Reais),2096
3500402,2003,(Mil Reais),2397
3500402,2004,(Mil Reais),3033
3500402,2005,(Mil Reais),2390
3500402,2006,(Mil Reais),2360
3500402,2007,(Mil Reais),2206
3500402,2008,(Mil Reais),1615
3500402,2009,(Mil Reais),2898
3500402,2010,(Mil Reais),563
3500402,2011,(Mil Reais),9923
3500402,2012,(Mil Reais),9398
3500402,2013,(Mil Reais),4456
3500402,2014,(Mil Reais),6116
3500501,1990,(Mil Cruzeiros),45699
3500501,1991,(Mil Cruzeiros),317569
3500501,1992,(Mil Cruzeiros),4158525
3500501,1993,(Mil Cruzeiros Reais),91425
3500501,1994,(Mil Reais),968
3500501,1995,(Mil Reais),1091
3500501,1996,(Mil Reais),1092
3500501,1997,(Mil Reais),1317
3500501,1998,(Mil Reais),794
3500501,1999,(Mil Reais),1002
3500501,2000,(Mil Reais),871
3500501,2001,(Mil Reais),1026
3500501,2002,(Mil Reais),1062
3500501,2003,(Mil Reais),1361
3500501,2004,(Mil Reais),1381
3500501,2005,(Mil Reais),1566
3500501,2006,(Mil Reais),1468
3500501,2007,(Mil Reais),3136
3500501,2008,(Mil Reais),1785
3500501,2009,(Mil Reais),2535
3500501,2010,(Mil Reais),3226
3500501,2011,(Mil Reais),3722
3500501,2012,(Mil Reais),3088
3500501,2013,(Mil Reais),2467
3500501,2014,(Mil Reais),3313
3500550,1990,(Mil Cruzeiros),7080
3500550,1991,(Mil Cruzeiros),64138
3500550,1992,(Mil Cruzeiros),10995000
3500550,1993,(Mil Cruzeiros Reais),139258
3500550,1994,(Mil Reais),2468
3500550,1995,(Mil Reais),679
3500550,1996,(Mil Reais),656
3500550,1997,(Mil Reais),1023
3500550,1998,(Mil Reais),2326
3500550,1999,(Mil Reais),2242
3500550,2000,(Mil Reais),718
3500550,2001,(Mil Reais),5074
3500550,2002,(Mil Reais),9982
3500550,2003,(Mil Reais),6397
3500550,2004,(Mil Reais),8836
3500550,2005,(Mil Reais),6574
3500550,2006,(Mil Reais),12384
3500550,2007,(Mil Reais),8984
3500550,2008,(Mil Reais),8497
3500550,2009,(Mil Reais),34811
3500550,2010,(Mil Reais),65086
3500550,2011,(Mil Reais),58245
3500550,2012,(Mil Reais),52916
3500550,2013,(Mil Reais),43432
3500550,2014,(Mil Reais),95225
3500600,1990,(Mil Cruzeiros),-
3500600,1991,(Mil Cruzeiros),-
3500600,1992,(Mil Cruzeiros),-
3500600,1993,(Mil Cruzeiros Reais),-
3500600,1994,(Mil Reais),-
3500600,1995,(Mil Reais),-
3500600,1996,(Mil Reais),-
3500600,1997,(Mil Reais),-
3500600,1998,(Mil Reais),-
3500600,1999,(Mil Reais),-
3500600,2000,(Mil Reais),-
3500600,2001,(Mil Reais),-
3500600,2002,(Mil Reais),-
3500600,2003,(Mil Reais),-
3500600,2004,(Mil Reais),-
3500600,2005,(Mil Reais),-
3500600,2006,(Mil Reais),-
3500600,2007,(Mil Reais),-
3500600,2008,(Mil Reais),-
3500600,2009,(Mil Reais),-
3500600,2010,(Mil Reais),-
3500600,2011,(Mil Reais),-
3500600,2012,(Mil Reais),-
3500600,2013,(Mil Reais),-
3500600,2014,(Mil Reais),-
3500709,1990,(Mil Cruzeiros),44192
3500709,1991,(Mil Cruzeiros),187697
3500709,1992,(Mil Cruzeiros),2651998
3500709,1993,(Mil Cruzeiros Reais),34788
3500709,1994,(Mil Reais),469
3500709,1995,(Mil Reais),764
3500709,1996,(Mil Reais),612
3500709,1997,(Mil Reais),631
3500709,1998,(Mil Reais),328
3500709,1999,(Mil Reais),431
3500709,2000,(Mil Reais),330
3500709,2001,(Mil Reais),580
3500709,2002,(Mil Reais),439
3500709,2003,(Mil Reais),347
3500709,2004,(Mil Reais),738
3500709,2005,(Mil Reais),697
3500709,2006,(Mil Reais),1108
3500709,2007,(Mil Reais),2002
3500709,2008,(Mil Reais),1266
3500709,2009,(Mil Reais),1267
3500709,2010,(Mil Reais),1013
3500709,2011,(Mil Reais),3361
3500709,2012,(Mil Reais),2984
3500709,2013,(Mil Reais),3486
3500709,2014,(Mil Reais),5733
3500758,1990,(Mil Cruzeiros),-
3500758,1991,(Mil Cruzeiros),-
3500758,1992,(Mil Cruzeiros),-
3500758,1993,(Mil Cruzeiros Reais),-
3500758,1994,(Mil Reais),10
3500758,1995,(Mil Reais),9
3500758,1996,(Mil Reais),16
3500758,1997,(Mil Reais),900
3500758,1998,(Mil Reais),1351
3500758,1999,(Mil Reais),1132
3500758,2000,(Mil Reais),863
3500758,2001,(Mil Reais),3583
3500758,2002,(Mil Reais),4913
3500758,2003,(Mil Reais),10821
3500758,2004,(Mil Reais),7618
3500758,2005,(Mil Reais),8350
3500758,2006,(Mil Reais),7492
3500758,2007,(Mil Reais),8259
3500758,2008,(Mil Reais),7088
3500758,2009,(Mil Reais),8453
3500758,2010,(Mil Reais),10982
3500758,2011,(Mil Reais),2957
3500758,2012,(Mil Reais),2647
3500758,2013,(Mil Reais),2072
3500758,2014,(Mil Reais),2281
3500808,1990,(Mil Cruzeiros),5955
3500808,1991,(Mil Cruzeiros),83888
3500808,1992,(Mil Cruzeiros),961525
3500808,1993,(Mil Cruzeiros Reais),15796
3500808,1994,(Mil Reais),150
3500808,1995,(Mil Reais),143
3500808,1996,(Mil Reais),161
3500808,1997,(Mil Reais),126
3500808,1998,(Mil Reais),315
3500808,1999,(Mil Reais),273
3500808,2000,(Mil Reais),120
3500808,2001,(Mil Reais),742
3500808,2002,(Mil Reais),656
3500808,2003,(Mil Reais),610
3500808,2004,(Mil Reais),339
3500808,2005,(Mil Reais),428
3500808,2006,(Mil Reais),491
3500808,2007,(Mil Reais),480
3500808,2008,(Mil Reais),549
3500808,2009,(Mil Reais),310
3500808,2010,(Mil Reais),517
3500808,2011,(Mil Reais),1071
3500808,2012,(Mil Reais),514
3500808,2013,(Mil Reais),526
3500808,2014,(Mil Reais),514
3500907,1990,(Mil Cruzeiros),657944
3500907,1991,(Mil Cruzeiros),3887465
3500907,1992,(Mil Cruzeiros),20405316
3500907,1993,(Mil Cruzeiros Reais),1644317
3500907,1994,(Mil Reais),18264
3500907,1995,(Mil Reais),4996
3500907,1996,(Mil Reais),6467
3500907,1997,(Mil Reais),4294
3500907,1998,(Mil Reais),6743
3500907,1999,(Mil Reais),9382
3500907,2000,(Mil Reais),4835
3500907,2001,(Mil Reais),16578
3500907,2002,(Mil Reais),20671
3500907,2003,(Mil Reais),25404
3500907,2004,(Mil Reais),26459
3500907,2005,(Mil Reais),19461
3500907,2006,(Mil Reais),25869
3500907,2007,(Mil Reais),43039
3500907,2008,(Mil Reais),39546
3500907,2009,(Mil Reais),23885
3500907,2010,(Mil Reais),34681
3500907,2011,(Mil Reais),48284
3500907,2012,(Mil Reais),31680
3500907,2013,(Mil Reais),27320
3500907,2014,(Mil Reais),31435
3501004,1990,(Mil Cruzeiros),321659
3501004,1991,(Mil Cruzeiros),3048301
3501004,1992,(Mil Cruzeiros),75802105
3501004,1993,(Mil Cruzeiros Reais),171648
3501004,1994,(Mil Reais),30414
3501004,1995,(Mil Reais),18536
3501004,1996,(Mil Reais),34473
3501004,1997,(Mil Reais),18211
3501004,1998,(Mil Reais),43964
3501004,1999,(Mil Reais),37242
3501004,2000,(Mil Reais),18156
3501004,2001,(Mil Reais),17952
3501004,2002,(Mil Reais),34350
3501004,2003,(Mil Reais),24208
3501004,2004,(Mil Reais),50763
3501004,2005,(Mil Reais),57364
3501004,2006,(Mil Reais),67927
3501004,2007,(Mil Reais),27739
3501004,2008,(Mil Reais),96965
3501004,2009,(Mil Reais),35690
3501004,2010,(Mil Reais),47569
3501004,2011,(Mil Reais),51174
3501004,2012,(Mil Reais),26154
3501004,2013,(Mil Reais),70125
3501004,2014,(Mil Reais),95400
3501103,1990,(Mil Cruzeiros),51269
3501103,1991,(Mil Cruzeiros),434820
3501103,1992,(Mil Cruzeiros),1891584
3501103,1993,(Mil Cruzeiros Reais),96796
3501103,1994,(Mil Reais),1247
3501103,1995,(Mil Reais),1081
3501103,1996,(Mil Reais),664
3501103,1997,(Mil Reais),737
3501103,1998,(Mil Reais),1471
3501103,1999,(Mil Reais),486
3501103,2000,(Mil Reais),495
3501103,2001,(Mil Reais),1276
3501103,2002,(Mil Reais),866
3501103,2003,(Mil Reais),2944
3501103,2004,(Mil Reais),1135
3501103,2005,(Mil Reais),1357
3501103,2006,(Mil Reais),709
3501103,2007,(Mil Reais),976
3501103,2008,(Mil Reais),716
3501103,2009,(Mil Reais),117
3501103,2010,(Mil Reais),1374
3501103,2011,(Mil Reais),1423
3501103,2012,(Mil Reais),3205
3501103,2013,(Mil Reais),3912
3501103,2014,(Mil Reais),4260
3501152,1990,(Mil Cruzeiros),-
3501152,1991,(Mil Cruzeiros),-
3501152,1992,(Mil Cruzeiros),-
3501152,1993,(Mil Cruzeiros Reais),-
3501152,1994,(Mil Reais),-
3501152,1995,(Mil Reais),-
3501152,1996,(Mil Reais),-
3501152,1997,(Mil Reais),-
3501152,1998,(Mil Reais),-
3501152,1999,(Mil Reais),-
3501152,2000,(Mil Reais),13
3501152,2001,(Mil Reais),12
3501152,2002,(Mil Reais),20
3501152,2003,(Mil Reais),41
3501152,2004,(Mil Reais),25
3501152,2005,(Mil Reais),27
3501152,2006,(Mil Reais),43
3501152,2007,(Mil Reais),41
3501152,2008,(Mil Reais),47
3501152,2009,(Mil Reais),285
3501152,2010,(Mil Reais),226
3501152,2011,(Mil Reais),79
3501152,2012,(Mil Reais),83
3501152,2013,(Mil Reais),140
3501152,2014,(Mil Reais),173
3501202,1990,(Mil Cruzeiros),59368
3501202,1991,(Mil Cruzeiros),595355
3501202,1992,(Mil Cruzeiros),5552896
3501202,1993,(Mil Cruzeiros Reais),237633
3501202,1994,(Mil Reais),2338
3501202,1995,(Mil Reais),1106
3501202,1996,(Mil Reais),1432
3501202,1997,(Mil Reais),2377
3501202,1998,(Mil Reais),1912
3501202,1999,(Mil Reais),1522
3501202,2000,(Mil Reais),988
3501202,2001,(Mil Reais),2056
3501202,2002,(Mil Reais),2625
3501202,2003,(Mil Reais),2589
3501202,2004,(Mil Reais),4322
3501202,2005,(Mil Reais),6252
3501202,2006,(Mil Reais),6287
3501202,2007,(Mil Reais),9187
3501202,2008,(Mil Reais),9643
3501202,2009,(Mil Reais),2250
3501202,2010,(Mil Reais),3715
3501202,2011,(Mil Reais),3377
3501202,2012,(Mil Reais),5729
3501202,2013,(Mil Reais),6209
3501202,2014,(Mil Reais),8721
3501301,1990,(Mil Cruzeiros),104493
3501301,1991,(Mil Cruzeiros),116413
3501301,1992,(Mil Cruzeiros),1467025
3501301,1993,(Mil Cruzeiros Reais),67180
3501301,1994,(Mil Reais),713
3501301,1995,(Mil Reais),658
3501301,1996,(Mil Reais),825
3501301,1997,(Mil Reais),980
3501301,1998,(Mil Reais),1839
3501301,1999,(Mil Reais),2200
3501301,2000,(Mil Reais),1378
3501301,2001,(Mil Reais),3950
3501301,2002,(Mil Reais),3338
3501301,2003,(Mil Reais),1695
3501301,2004,(Mil Reais),1847
3501301,2005,(Mil Reais),1711
3501301,2006,(Mil Reais),1640
3501301,2007,(Mil Reais),2059
3501301,2008,(Mil Reais),3822
3501301,2009,(Mil Reais),4154
3501301,2010,(Mil Reais),4099
3501301,2011,(Mil Reais),2909
3501301,2012,(Mil Reais),3959
3501301,2013,(Mil Reais),5159
3501301,2014,(Mil Reais),2653
3501400,1990,(Mil Cruzeiros),44496
3501400,1991,(Mil Cruzeiros),324328
3501400,1992,(Mil Cruzeiros),4362334
3501400,1993,(Mil Cruzeiros Reais),145876
3501400,1994,(Mil Reais),2129
3501400,1995,(Mil Reais),2561
3501400,1996,(Mil Reais),1619
3501400,1997,(Mil Reais),3174
3501400,1998,(Mil Reais),3287
3501400,1999,(Mil Reais),3870
3501400,2000,(Mil Reais),1360
3501400,2001,(Mil Reais),2054
3501400,2002,(Mil Reais),4118
3501400,2003,(Mil Reais),3605
3501400,2004,(Mil Reais),6550
3501400,2005,(Mil Reais),6301
3501400,2006,(Mil Reais),7180
3501400,2007,(Mil Reais),9634
3501400,2008,(Mil Reais),10616
3501400,2009,(Mil Reais),6640
3501400,2010,(Mil Reais),7221
3501400,2011,(Mil Reais),7851
3501400,2012,(Mil Reais),8835
3501400,2013,(Mil Reais),3172
3501400,2014,(Mil Reais),2600
3501509,1990,(Mil Cruzeiros),39877
3501509,1991,(Mil Cruzeiros),304316
3501509,1992,(Mil Cruzeiros),2440385
3501509,1993,(Mil Cruzeiros Reais),109200
3501509,1994,(Mil Reais),1508
3501509,1995,(Mil Reais),1934
3501509,1996,(Mil Reais),1430
3501509,1997,(Mil Reais),2928
3501509,1998,(Mil Reais),2977
3501509,1999,(Mil Reais),2405
3501509,2000,(Mil Reais),1264
3501509,2001,(Mil Reais),1420
3501509,2002,(Mil Reais),2116
3501509,2003,(Mil Reais),1552
3501509,2004,(Mil Reais),2534
3501509,2005,(Mil Reais),3256
3501509,2006,(Mil Reais),3982
3501509,2007,(Mil Reais),12697
3501509,2008,(Mil Reais),4309
3501509,2009,(Mil Reais),4365
3501509,2010,(Mil Reais),12993
3501509,2011,(Mil Reais),6271
3501509,2012,(Mil Reais),8022
3501509,2013,(Mil Reais),5413
3501509,2014,(Mil Reais),10298
3501608,1990,(Mil Cruzeiros),20150
3501608,1991,(Mil Cruzeiros),105945
3501608,1992,(Mil Cruzeiros),787170
3501608,1993,(Mil Cruzeiros Reais),38646
3501608,1994,(Mil Reais),434
3501608,1995,(Mil Reais),225
3501608,1996,(Mil Reais),15
3501608,1997,(Mil Reais),138
3501608,1998,(Mil Reais),128
3501608,1999,(Mil Reais),141
3501608,2000,(Mil Reais),142
3501608,2001,(Mil Reais),403
3501608,2002,(Mil Reais),917
3501608,2003,(Mil Reais),-
3501608,2004,(Mil Reais),-
3501608,2005,(Mil Reais),-
3501608,2006,(Mil Reais),-
3501608,2007,(Mil Reais),-
3501608,2008,(Mil Reais),-
3501608,2009,(Mil Reais),-
3501608,2010,(Mil Reais),-
3501608,2011,(Mil Reais),-
3501608,2012,(Mil Reais),-
3501608,2013,(Mil Reais),-
3501608,2014,(Mil Reais),-
3501707,1990,(Mil Cruzeiros),107762
3501707,1991,(Mil Cruzeiros),679590
3501707,1992,(Mil Cruzeiros),4669990
3501707,1993,(Mil Cruzeiros Reais),230106
3501707,1994,(Mil Reais),2236
3501707,1995,(Mil Reais),575
3501707,1996,(Mil Reais),436
3501707,1997,(Mil Reais),1077
3501707,1998,(Mil Reais),284
3501707,1999,(Mil Reais),880
3501707,2000,(Mil Reais),797
3501707,2001,(Mil Reais),2367
3501707,2002,(Mil Reais),3448
3501707,2003,(Mil Reais),4074
3501707,2004,(Mil Reais),4085
3501707,2005,(Mil Reais),3739
3501707,2006,(Mil Reais),3582
3501707,2007,(Mil Reais),2746
3501707,2008,(Mil Reais),2850
3501707,2009,(Mil Reais),131
3501707,2010,(Mil Reais),4698
3501707,2011,(Mil Reais),4442
3501707,2012,(Mil Reais),1231
3501707,2013,(Mil Reais),1684
3501707,2014,(Mil Reais),1688
3501806,1990,(Mil Cruzeiros),69688
3501806,1991,(Mil Cruzeiros),447226
3501806,1992,(Mil Cruzeiros),4977143
3501806,1993,(Mil Cruzeiros Reais),135977
3501806,1994,(Mil Reais),1374
3501806,1995,(Mil Reais),952
3501806,1996,(Mil Reais),1005
3501806,1997,(Mil Reais),958
3501806,1998,(Mil Reais),2247
3501806,1999,(Mil Reais),1970
3501806,2000,(Mil Reais),942
3501806,2001,(Mil Reais),2491
3501806,2002,(Mil Reais),2301
3501806,2003,(Mil Reais),2328
3501806,2004,(Mil Reais),2708
3501806,2005,(Mil Reais),2392
3501806,2006,(Mil Reais),2374
3501806,2007,(Mil Reais),6429
3501806,2008,(Mil Reais),2871
3501806,2009,(Mil Reais),1768
3501806,2010,(Mil Reais),5676
3501806,2011,(Mil Reais),5327
3501806,2012,(Mil Reais),4340
3501806,2013,(Mil Reais),6235
3501806,2014,(Mil Reais),6758
3501905,1990,(Mil Cruzeiros),439006
3501905,1991,(Mil Cruzeiros),2587270
3501905,1992,(Mil Cruzeiros),30161625
3501905,1993,(Mil Cruzeiros Reais),879290
3501905,1994,(Mil Reais),11267
3501905,1995,(Mil Reais),7197
3501905,1996,(Mil Reais),8473
3501905,1997,(Mil Reais),14807
3501905,1998,(Mil Reais),6842
3501905,1999,(Mil Reais),7482
3501905,2000,(Mil Reais),7258
3501905,2001,(Mil Reais),10297
3501905,2002,(Mil Reais),16631
3501905,2003,(Mil Reais),16220
3501905,2004,(Mil Reais),16709
3501905,2005,(Mil Reais),15061
3501905,2006,(Mil Reais),20286
3501905,2007,(Mil Reais),24264
3501905,2008,(Mil Reais),25384
3501905,2009,(Mil Reais),24469
3501905,2010,(Mil Reais),27615
3501905,2011,(Mil Reais),34954
3501905,2012,(Mil Reais),25257
3501905,2013,(Mil Reais),19426
3501905,2014,(Mil Reais),21737
3502002,1990,(Mil Cruzeiros),197161
3502002,1991,(Mil Cruzeiros),1698725
3502002,1992,(Mil Cruzeiros),26767950
3502002,1993,(Mil Cruzeiros Reais),445941
3502002,1994,(Mil Reais),5793
3502002,1995,(Mil Reais),960
3502002,1996,(Mil Reais),559
3502002,1997,(Mil Reais),3600
3502002,1998,(Mil Reais),3109
3502002,1999,(Mil Reais),5876
3502002,2000,(Mil Reais),3926
3502002,2001,(Mil Reais),8633
3502002,2002,(Mil Reais),18021
3502002,2003,(Mil Reais),9894
3502002,2004,(Mil Reais),18858
3502002,2005,(Mil Reais),14549
3502002,2006,(Mil Reais),22950
3502002,2007,(Mil Reais),15535
3502002,2008,(Mil Reais),30428
3502002,2009,(Mil Reais),10853
3502002,2010,(Mil Reais),24661
3502002,2011,(Mil Reais),16138
3502002,2012,(Mil Reais),6429
3502002,2013,(Mil Reais),6586
3502002,2014,(Mil Reais),8099
3502101,1990,(Mil Cruzeiros),144693
3502101,1991,(Mil Cruzeiros),377341
3502101,1992,(Mil Cruzeiros),4759089
3502101,1993,(Mil Cruzeiros Reais),63313
3502101,1994,(Mil Reais),1591
3502101,1995,(Mil Reais),1488
3502101,1996,(Mil Reais),1181
3502101,1997,(Mil Reais),1058
3502101,1998,(Mil Reais),1751
3502101,1999,(Mil Reais),658
3502101,2000,(Mil Reais),349
3502101,2001,(Mil Reais),399
3502101,2002,(Mil Reais),766
3502101,2003,(Mil Reais),1491
3502101,2004,(Mil Reais),1489
3502101,2005,(Mil Reais),648
3502101,2006,(Mil Reais),719
3502101,2007,(Mil Reais),712
3502101,2008,(Mil Reais),864
3502101,2009,(Mil Reais),581
3502101,2010,(Mil Reais),813
3502101,2011,(Mil Reais),1606
3502101,2012,(Mil Reais),506
3502101,2013,(Mil Reais),2554
3502101,2014,(Mil Reais),700
3502200,1990,(Mil Cruzeiros),261530
3502200,1991,(Mil Cruzeiros),2615258
3502200,1992,(Mil Cruzeiros),30519363
3502200,1993,(Mil Cruzeiros Reais),1443803
3502200,1994,(Mil Reais),7344
3502200,1995,(Mil Reais),6065
3502200,1996,(Mil Reais),3916
3502200,1997,(Mil Reais),5584
3502200,1998,(Mil Reais),4993
3502200,1999,(Mil Reais),4788
3502200,2000,(Mil Reais),4317
3502200,2001,(Mil Reais),10000
3502200,2002,(Mil Reais),11233
3502200,2003,(Mil Reais),24085
3502200,2004,(Mil Reais),16282
3502200,2005,(Mil Reais),17294
3502200,2006,(Mil Reais),17025
3502200,2007,(Mil Reais),18500
3502200,2008,(Mil Reais),15499
3502200,2009,(Mil Reais),14914
3502200,2010,(Mil Reais),22674
3502200,2011,(Mil Reais),25991
3502200,2012,(Mil Reais),27313
3502200,2013,(Mil Reais),33130
3502200,2014,(Mil Reais),35813
3502309,1990,(Mil Cruzeiros),3320
3502309,1991,(Mil Cruzeiros),26775
3502309,1992,(Mil Cruzeiros),670138
3502309,1993,(Mil Cruzeiros Reais),31565
3502309,1994,(Mil Reais),661
3502309,1995,(Mil Reais),423
3502309,1996,(Mil Reais),80
3502309,1997,(Mil Reais),329
3502309,1998,(Mil Reais),465
3502309,1999,(Mil Reais),439
3502309,2000,(Mil Reais),312
3502309,2001,(Mil Reais),807
3502309,2002,(Mil Reais),1398
3502309,2003,(Mil Reais),4863
3502309,2004,(Mil Reais),5449
3502309,2005,(Mil Reais),5483
3502309,2006,(Mil Reais),2503
3502309,2007,(Mil Reais),13801
3502309,2008,(Mil Reais),12871
3502309,2009,(Mil Reais),15171
3502309,2010,(Mil Reais),26132
3502309,2011,(Mil Reais),26132
3502309,2012,(Mil Reais),14358
3502309,2013,(Mil Reais),15116
3502309,2014,(Mil Reais),19022
3502408,1990,(Mil Cruzeiros),14400
3502408,1991,(Mil Cruzeiros),9600
3502408,1992,(Mil Cruzeiros),158400
3502408,1993,(Mil Cruzeiros Reais),7256
3502408,1994,(Mil Reais),-
3502408,1995,(Mil Reais),89
3502408,1996,(Mil Reais),34
3502408,1997,(Mil Reais),39
3502408,1998,(Mil Reais),25
3502408,1999,(Mil Reais),35
3502408,2000,(Mil Reais),82
3502408,2001,(Mil Reais),59
3502408,2002,(Mil Reais),93
3502408,2003,(Mil Reais),114
3502408,2004,(Mil Reais),144
3502408,2005,(Mil Reais),343
3502408,2006,(Mil Reais),371
3502408,2007,(Mil Reais),374
3502408,2008,(Mil Reais),349
3502408,2009,(Mil Reais),510
3502408,2010,(Mil Reais),569
3502408,2011,(Mil Reais),1296
3502408,2012,(Mil Reais),1053
3502408,2013,(Mil Reais),616
3502408,2014,(Mil Reais),1238
3502606,1990,(Mil Cruzeiros),130451
3502606,1991,(Mil Cruzeiros),1175505
3502606,1992,(Mil Cruzeiros),11168403
3502606,1993,(Mil Cruzeiros Reais),455266
3502606,1994,(Mil Reais),2676
3502606,1995,(Mil Reais),2191
3502606,1996,(Mil Reais),2368
3502606,1997,(Mil Reais),3918
3502606,1998,(Mil Reais),3728
3502606,1999,(Mil Reais),4804
3502606,2000,(Mil Reais),2064
3502606,2001,(Mil Reais),7164
3502606,2002,(Mil Reais),8953
3502606,2003,(Mil Reais),9317
3502606,2004,(Mil Reais),8920
3502606,2005,(Mil Reais),8173
3502606,2006,(Mil Reais),12726
3502606,2007,(Mil Reais),799
3502606,2008,(Mil Reais),11073
3502606,2009,(Mil Reais),11434
3502606,2010,(Mil Reais),15822
3502606,2011,(Mil Reais),13394
3502606,2012,(Mil Reais),8558
3502606,2013,(Mil Reais),10008
3502606,2014,(Mil Reais),16724
3502705,1990,(Mil Cruzeiros),43848
3502705,1991,(Mil Cruzeiros),527883
3502705,1992,(Mil Cruzeiros),2061032
3502705,1993,(Mil Cruzeiros Reais),95038
3502705,1994,(Mil Reais),718
3502705,1995,(Mil Reais),881
3502705,1996,(Mil Reais),799
3502705,1997,(Mil Reais),1114
3502705,1998,(Mil Reais),1210
3502705,1999,(Mil Reais),663
3502705,2000,(Mil Reais),854
3502705,2001,(Mil Reais),163
3502705,2002,(Mil Reais),1176
3502705,2003,(Mil Reais),4722
3502705,2004,(Mil Reais),3237
3502705,2005,(Mil Reais),2573
3502705,2006,(Mil Reais),2539
3502705,2007,(Mil Reais),2338
3502705,2008,(Mil Reais),2438
3502705,2009,(Mil Reais),2158
3502705,2010,(Mil Reais),488
3502705,2011,(Mil Reais),250
3502705,2012,(Mil Reais),2613
3502705,2013,(Mil Reais),5064
3502705,2014,(Mil Reais),6800
3502754,1990,(Mil Cruzeiros),-
3502754,1991,(Mil Cruzeiros),-
3502754,1992,(Mil Cruzeiros),-
3502754,1993,(Mil Cruzeiros Reais),-
3502754,1994,(Mil Reais),-
3502754,1995,(Mil Reais),-
3502754,1996,(Mil Reais),-
3502754,1997,(Mil Reais),-
3502754,1998,(Mil Reais),-
3502754,1999,(Mil Reais),-
3502754,2000,(Mil Reais),36
3502754,2001,(Mil Reais),30
3502754,2002,(Mil Reais),58
3502754,2003,(Mil Reais),110
3502754,2004,(Mil Reais),47
3502754,2005,(Mil Reais),41
3502754,2006,(Mil Reais),65
3502754,2007,(Mil Reais),67
3502754,2008,(Mil Reais),31
3502754,2009,(Mil Reais),178
3502754,2010,(Mil Reais),189
3502754,2011,(Mil Reais),184
3502754,2012,(Mil Reais),116
3502754,2013,(Mil Reais),265
3502754,2014,(Mil Reais),342
3502804,1990,(Mil Cruzeiros),181149
3502804,1991,(Mil Cruzeiros),621973
3502804,1992,(Mil Cruzeiros),4926721
3502804,1993,(Mil Cruzeiros Reais),1206289
